"Date","Sample_ID","Concentration","Units"
"29/05/2024 01:56:50 PM","0823FENC_25",110,"ng/uL"
"29/05/2024 01:56:50 PM","0823FENC_26",52.8,"ng/uL"
"29/05/2024 01:56:50 PM","0823FENC_27",68,"ng/uL"
"29/05/2024 01:56:50 PM","0823FENC_28",89.6,"ng/uL"
"29/05/2024 01:56:50 PM","0823FENC_29",107,"ng/uL"
"29/05/2024 01:56:50 PM","0823FENC_30",41.2,"ng/uL"
"18/04/2024 10:17:52 AM","0823LAUR_01",60.2,"ng/uL"
"18/04/2024 10:17:52 AM","0823LAUR_02",45,"ng/uL"
"18/04/2024 10:17:52 AM","0823LAUR_03",90.6,"ng/uL"
"18/04/2024 10:17:52 AM","0823LAUR_04",63.2,"ng/uL"
"18/04/2024 10:17:52 AM","0823LAUR_05",85.4,"ng/uL"
"18/04/2024 10:17:52 AM","0823LAUR_06",43,"ng/uL"
"18/04/2024 10:17:52 AM","0823LAUR_07",59.6,"ng/uL"
"18/04/2024 10:17:52 AM","0823LAUR_08",28.6,"ng/uL"
"18/04/2024 10:19:22 AM","0823LAUR_09",88.6,"ng/uL"
"18/04/2024 10:19:22 AM","0823LAUR_10",82.6,"ng/uL"
"18/04/2024 10:19:22 AM","0823LAUR_11",51.6,"ng/uL"
"18/04/2024 10:19:22 AM","0823LAUR_12",43.8,"ng/uL"
"18/04/2024 10:19:22 AM","0823LAUR_13",58.8,"ng/uL"
"18/04/2024 10:19:22 AM","0823LAUR_14",92.2,"ng/uL"
"18/04/2024 10:19:22 AM","0823LAUR_15",62.2,"ng/uL"
"18/04/2024 10:19:22 AM","0823LAUR_16",28.4,"ng/uL"
"18/04/2024 10:26:41 AM","0823LAUR_17",29.8,"ng/uL"
"18/04/2024 10:26:41 AM","0823LAUR_18",66.8,"ng/uL"
"18/04/2024 10:26:41 AM","0823LAUR_19",74,"ng/uL"
"18/04/2024 10:26:41 AM","0823LAUR_20",69.8,"ng/uL"
"18/04/2024 10:26:41 AM","0823LAUR_21",27.4,"ng/uL"
"18/04/2024 10:26:41 AM","0823LAUR_22",35.8,"ng/uL"
"18/04/2024 10:26:41 AM","0823LAUR_23",33.6,"ng/uL"
"18/04/2024 10:26:41 AM","0823LAUR_24",36.6,"ng/uL"
"18/04/2024 10:30:31 AM","0823LAUR_25",46.8,"ng/uL"
"18/04/2024 10:30:31 AM","0823LAUR_26",84.8,"ng/uL"
"18/04/2024 10:30:31 AM","0823LAUR_27",70.6,"ng/uL"
"18/04/2024 10:30:31 AM","0823LAUR_28",36.4,"ng/uL"
"18/04/2024 10:30:31 AM","0823LAUR_29",115,"ng/uL"
"18/04/2024 10:30:31 AM","0823LAUR_30",56.8,"ng/uL"
