"Sample_ID","N","mean_concentration_ng.uL","sd","se","ci"
"0523FENC_29",1,30.1,NA,NA,NA
"0523FENC_30",1,37,NA,NA,NA
"0523GOLD_01",1,42,NA,NA,NA
"0523GOLD_02",1,66,NA,NA,NA
"0523GOLD_03",1,17.3,NA,NA,NA
"0523GOLD_04",1,80.8,NA,NA,NA
"0523GOLD_05",1,50.4,NA,NA,NA
"0523GOLD_06",1,74,NA,NA,NA
"0523GOLD_07",1,17.8,NA,NA,NA
"0523GOLD_08",1,58,NA,NA,NA
"0523GOLD_09",1,62,NA,NA,NA
"0523GOLD_10",1,30.6,NA,NA,NA
"0523GOLD_11",1,44.4,NA,NA,NA
"0523GOLD_12",1,120,NA,NA,NA
"0523GOLD_13",1,110,NA,NA,NA
"0523GOLD_14",1,31.7,NA,NA,NA
"0523GOLD_15",1,53.6,NA,NA,NA
"0523GOLD_16",1,35.8,NA,NA,NA
"0523GOLD_17",1,37.7,NA,NA,NA
"0523GOLD_18",1,229,NA,NA,NA
"0523GOLD_19",1,66.8,NA,NA,NA
"0523GOLD_20",1,67.6,NA,NA,NA
"0523GOLD_21",1,127,NA,NA,NA
"0523GOLD_22",1,163,NA,NA,NA
"0523GOLD_23",1,67.6,NA,NA,NA
"0523GOLD_24",1,64.4,NA,NA,NA
"0523GOLD_25",1,33.2,NA,NA,NA
"0523GOLD_26",1,59.2,NA,NA,NA
"0523GOLD_27",1,163,NA,NA,NA
"0523GOLD_28",1,30.1,NA,NA,NA
"0523GOLD_29",1,29.4,NA,NA,NA
"0523GOLD_30",1,42.4,NA,NA,NA
"0523LAUR_01",1,36.9,NA,NA,NA
"0523LAUR_02",1,23.6,NA,NA,NA
"0523LAUR_03",1,30.2,NA,NA,NA
"0523LAUR_04",1,35.4,NA,NA,NA
"0523LAUR_05",1,22.9,NA,NA,NA
"0523LAUR_06",1,66.4,NA,NA,NA
"0523LAUR_07",1,29.2,NA,NA,NA
"0523LAUR_08",1,34.9,NA,NA,NA
"0523LAUR_09",1,37.5,NA,NA,NA
"0523LAUR_10",1,42.4,NA,NA,NA
"0523LAUR_11",1,23,NA,NA,NA
"0523LAUR_12",1,28.1,NA,NA,NA
"0523LAUR_13",1,72.8,NA,NA,NA
"0523LAUR_14",1,58.4,NA,NA,NA
"0523LAUR_15",1,28.5,NA,NA,NA
"0523LAUR_16",1,52,NA,NA,NA
"0523LAUR_17",1,49.2,NA,NA,NA
"0523LAUR_18",1,41.6,NA,NA,NA
"0523LAUR_19",1,60.4,NA,NA,NA
"0523LAUR_20",1,58.4,NA,NA,NA
"0523LAUR_21",1,42.4,NA,NA,NA
"0523LAUR_22",1,37.2,NA,NA,NA
"0523LAUR_23",1,40.8,NA,NA,NA
"0523LAUR_24",1,33.7,NA,NA,NA
"0523LAUR_25",1,32.9,NA,NA,NA
"0523LAUR_26",1,33,NA,NA,NA
"0523LAUR_27",1,46.8,NA,NA,NA
"0523LAUR_28",1,44.4,NA,NA,NA
"0523LAUR_29",1,43.2,NA,NA,NA
"0523LAUR_30",1,68,NA,NA,NA
"0623ASHC_01",1,69.6,NA,NA,NA
"0623ASHC_02",1,52.8,NA,NA,NA
"0623ASHC_03",1,43.2,NA,NA,NA
"0623ASHC_04",1,56.4,NA,NA,NA
"0623ASHC_05",1,199,NA,NA,NA
"0623ASHC_06",1,62,NA,NA,NA
"0623ASHC_07",1,63.6,NA,NA,NA
"0623ASHC_08",1,51.2,NA,NA,NA
"0623ASHC_09",1,35.1,NA,NA,NA
"0623ASHC_10",1,37.2,NA,NA,NA
"0623ASHC_11",1,38.9,NA,NA,NA
"0623ASHC_12",1,38.4,NA,NA,NA
"0623ASHC_13",1,67.6,NA,NA,NA
"0623ASHC_14",1,39.7,NA,NA,NA
"0623ASHC_15",1,41.2,NA,NA,NA
"0623ASHC_16",1,40.4,NA,NA,NA
"0623ASHC_17",1,82,NA,NA,NA
"0623ASHC_18",1,40,NA,NA,NA
"0623ASHC_19",1,90.4,NA,NA,NA
"0623ASHC_20",1,54.4,NA,NA,NA
"0623ASHC_21",1,76.4,NA,NA,NA
"0623ASHC_22",1,69.2,NA,NA,NA
"0623ASHC_23",1,41.2,NA,NA,NA
"0623ASHC_24",1,66.4,NA,NA,NA
"0623ASHC_25",1,63.2,NA,NA,NA
"0623ASHC_26",1,59.2,NA,NA,NA
"0623ASHC_27",1,74.8,NA,NA,NA
"0623ASHC_28",1,42,NA,NA,NA
"0623ASHC_29",1,119,NA,NA,NA
"0623ASHC_30",1,39.6,NA,NA,NA
"0623FENC_01",1,7.88,NA,NA,NA
"0623FENC_02",1,31.2,NA,NA,NA
"0623FENC_03",1,54.4,NA,NA,NA
"0623FENC_04",1,39.8,NA,NA,NA
"0623FENC_05",1,22.7,NA,NA,NA
"0623FENC_06",1,64.4,NA,NA,NA
"0623FENC_07",1,33.6,NA,NA,NA
"0623FENC_08",1,29.9,NA,NA,NA
"0623FENC_09",1,61.6,NA,NA,NA
"0623FENC_10",1,57.6,NA,NA,NA
"0623FENC_11",1,78.8,NA,NA,NA
"0623FENC_12",1,30,NA,NA,NA
"0623FENC_13",1,83.6,NA,NA,NA
"0623FENC_14",1,33.9,NA,NA,NA
"0623FENC_15",1,308,NA,NA,NA
"0623FENC_16",1,48.4,NA,NA,NA
"0623FENC_17",1,86.8,NA,NA,NA
"0623FENC_18",1,57.6,NA,NA,NA
"0623FENC_19",1,32.3,NA,NA,NA
"0623FENC_20",1,23.3,NA,NA,NA
"0623FENC_21",1,106,NA,NA,NA
"0623FENC_22",1,130,NA,NA,NA
"0623FENC_23",1,30.8,NA,NA,NA
"0623FENC_24",1,52.4,NA,NA,NA
"0623FENC_25",1,31.8,NA,NA,NA
"0623FENC_26",1,82.4,NA,NA,NA
"0623FENC_27",1,59.2,NA,NA,NA
"0623FENC_28",1,33.8,NA,NA,NA
"0623FENC_29",1,182,NA,NA,NA
"0623FENC_30",1,56.4,NA,NA,NA
"0623GOLD_01",1,38.6,NA,NA,NA
"0623GOLD_02",1,46.4,NA,NA,NA
"0623GOLD_03",1,207,NA,NA,NA
"0623GOLD_04",1,52,NA,NA,NA
"0623GOLD_05",1,206,NA,NA,NA
"0623GOLD_06",1,53.2,NA,NA,NA
"0623GOLD_07",1,29.9,NA,NA,NA
"0623GOLD_08",1,47.2,NA,NA,NA
"0623GOLD_09",1,49.6,NA,NA,NA
"0623GOLD_10",1,92,NA,NA,NA
"0623GOLD_11",1,84,NA,NA,NA
"0623GOLD_12",1,29.8,NA,NA,NA
"0623GOLD_13",1,57.2,NA,NA,NA
"0623GOLD_14",1,38.4,NA,NA,NA
"0623GOLD_15",1,35,NA,NA,NA
"0623GOLD_16",1,33.8,NA,NA,NA
"0623GOLD_17",1,122,NA,NA,NA
"0623GOLD_18",1,13.6,NA,NA,NA
"0623GOLD_19",1,50,NA,NA,NA
"0623GOLD_20",1,32.1,NA,NA,NA
"0623GOLD_21",1,201,NA,NA,NA
"0623GOLD_22",1,232,NA,NA,NA
"0623GOLD_23",1,115,NA,NA,NA
"0623GOLD_24",1,138,NA,NA,NA
"0623GOLD_25",1,31,NA,NA,NA
"0623GOLD_26",1,52,NA,NA,NA
"0623GOLD_27",1,230,NA,NA,NA
"0623GOLD_28",1,77.6,NA,NA,NA
"0623GOLD_29",1,86.8,NA,NA,NA
"0623GOLD_30",1,177,NA,NA,NA
"0623LAUR_01",1,83.2,NA,NA,NA
"0623LAUR_02",1,90,NA,NA,NA
"0623LAUR_03",1,88,NA,NA,NA
"0623LAUR_04",1,92.4,NA,NA,NA
"0623LAUR_05",1,87.2,NA,NA,NA
"0623LAUR_06",1,74.4,NA,NA,NA
"0623LAUR_07",1,57.6,NA,NA,NA
"0623LAUR_08",1,47.6,NA,NA,NA
"0623LAUR_09",1,122,NA,NA,NA
"0623LAUR_10",1,78.8,NA,NA,NA
"0623LAUR_11",1,54.4,NA,NA,NA
"0623LAUR_12",1,67.2,NA,NA,NA
"0623LAUR_13",1,95.6,NA,NA,NA
"0623LAUR_14",1,66,NA,NA,NA
"0623LAUR_15",1,83.2,NA,NA,NA
"0623LAUR_16",1,46.4,NA,NA,NA
"0623LAUR_17",1,104,NA,NA,NA
"0623LAUR_18",1,60.4,NA,NA,NA
"0623LAUR_19",1,248,NA,NA,NA
"0623LAUR_20",1,105,NA,NA,NA
"0623LAUR_21",1,62.4,NA,NA,NA
"0623LAUR_22",1,42,NA,NA,NA
"0623LAUR_23",1,78.4,NA,NA,NA
"0623LAUR_24",1,47.2,NA,NA,NA
"0623LAUR_25",1,58.8,NA,NA,NA
"0623LAUR_26",1,63.6,NA,NA,NA
"0623LAUR_27",1,69.6,NA,NA,NA
"0623LAUR_28",1,82.4,NA,NA,NA
"0623LAUR_29",1,165,NA,NA,NA
"0623LAUR_30",1,76,NA,NA,NA
"0723ASHC_01",1,50.4,NA,NA,NA
"0723ASHC_02",1,14.9,NA,NA,NA
"0723ASHC_03",1,28,NA,NA,NA
"0723ASHC_04",1,76.4,NA,NA,NA
"0723ASHC_05",1,70,NA,NA,NA
"0723ASHC_06",1,74,NA,NA,NA
"0723ASHC_07",1,45.2,NA,NA,NA
"0723ASHC_08",1,129,NA,NA,NA
"0723ASHC_09",1,150,NA,NA,NA
"0723ASHC_10",1,329,NA,NA,NA
"0723ASHC_11",1,43.6,NA,NA,NA
"0723ASHC_12",1,90,NA,NA,NA
"0723ASHC_13",1,46.8,NA,NA,NA
"0723ASHC_14",1,66.8,NA,NA,NA
"0723ASHC_15",1,27.1,NA,NA,NA
"0723ASHC_16",1,49.6,NA,NA,NA
"0723ASHC_17",1,43.6,NA,NA,NA
"0723ASHC_18",1,107,NA,NA,NA
"0723ASHC_19",1,86,NA,NA,NA
"0723ASHC_20",1,116,NA,NA,NA
"0723ASHC_21",1,72.4,NA,NA,NA
"0723ASHC_22",1,38.7,NA,NA,NA
"0723ASHC_23",1,36.4,NA,NA,NA
"0723ASHC_24",1,92.4,NA,NA,NA
"0723ASHC_25",1,42.8,NA,NA,NA
"0723ASHC_26",1,83.2,NA,NA,NA
"0723ASHC_27",1,69.6,NA,NA,NA
"0723ASHC_28",1,106,NA,NA,NA
"0723ASHC_29",1,83.2,NA,NA,NA
"0723ASHC_30",1,174,NA,NA,NA
"0723FENC_01",1,138,NA,NA,NA
"0723FENC_02",1,17,NA,NA,NA
"0723FENC_03",1,18,NA,NA,NA
"0723FENC_04",1,37.4,NA,NA,NA
"0723FENC_05",1,56.8,NA,NA,NA
"0723FENC_06",1,78.8,NA,NA,NA
"0723FENC_07",1,66.8,NA,NA,NA
"0723FENC_08",1,54.4,NA,NA,NA
"0723FENC_09",1,79.6,NA,NA,NA
"0723FENC_10",1,60,NA,NA,NA
"0723FENC_11",1,41.2,NA,NA,NA
"0723FENC_12",1,64,NA,NA,NA
"0723FENC_13",1,33.1,NA,NA,NA
"0723FENC_14",1,16,NA,NA,NA
"0723FENC_15",1,36.7,NA,NA,NA
"0723FENC_16",1,64.8,NA,NA,NA
"0723FENC_17",1,159,NA,NA,NA
"0723FENC_18",1,71.2,NA,NA,NA
"0723FENC_19",1,80.4,NA,NA,NA
"0723FENC_20",1,52.4,NA,NA,NA
"0723FENC_21",1,174,NA,NA,NA
"0723FENC_22",1,66.8,NA,NA,NA
"0723FENC_23",1,99.2,NA,NA,NA
"0723FENC_24",1,147,NA,NA,NA
"0723FENC_25",1,49.2,NA,NA,NA
"0723FENC_26",1,147,NA,NA,NA
"0723FENC_27",1,66.8,NA,NA,NA
"0723FENC_28",1,25.7,NA,NA,NA
"0723FENC_29",1,10.4,NA,NA,NA
"0723FENC_30",1,16.8,NA,NA,NA
"0723GOLD_01",1,41.6,NA,NA,NA
"0723GOLD_02",1,54,NA,NA,NA
"0723GOLD_03",1,66.4,NA,NA,NA
"0723GOLD_04",1,177,NA,NA,NA
"0723GOLD_05",1,79.2,NA,NA,NA
"0723GOLD_06",1,44.4,NA,NA,NA
"0723GOLD_07",1,51.2,NA,NA,NA
"0723GOLD_08",1,58,NA,NA,NA
"0723GOLD_09",1,27.1,NA,NA,NA
"0723GOLD_10",1,44.8,NA,NA,NA
"0723GOLD_11",1,116,NA,NA,NA
"0723GOLD_12",1,138,NA,NA,NA
"0723GOLD_13",1,80.4,NA,NA,NA
"0723GOLD_14",1,85.6,NA,NA,NA
"0723GOLD_15",1,44,NA,NA,NA
"0723GOLD_16",1,35,NA,NA,NA
"0723GOLD_17",1,131,NA,NA,NA
"0723GOLD_18",1,172,NA,NA,NA
"0723GOLD_19",1,194,NA,NA,NA
"0723GOLD_20",1,150,NA,NA,NA
"0723GOLD_21",1,90.8,NA,NA,NA
"0723GOLD_22",1,45.2,NA,NA,NA
"0723GOLD_23",1,87.2,NA,NA,NA
"0723GOLD_24",1,63.2,NA,NA,NA
"0723GOLD_25",1,41.6,NA,NA,NA
"0723GOLD_26",1,132,NA,NA,NA
"0723GOLD_27",1,82.8,NA,NA,NA
"0723GOLD_28",1,51.6,NA,NA,NA
"0723GOLD_29",1,86.4,NA,NA,NA
"0723GOLD_30",1,112,NA,NA,NA
"0723LAUR_01",1,152,NA,NA,NA
"0723LAUR_02",1,59.6,NA,NA,NA
"0723LAUR_03",1,68.4,NA,NA,NA
"0723LAUR_04",1,50,NA,NA,NA
"0723LAUR_05",1,91.6,NA,NA,NA
"0723LAUR_06",1,90,NA,NA,NA
"0723LAUR_07",1,120,NA,NA,NA
"0723LAUR_08",1,112,NA,NA,NA
"0723LAUR_09",1,58.8,NA,NA,NA
"0723LAUR_10",1,129,NA,NA,NA
"0723LAUR_11",1,69.6,NA,NA,NA
"0723LAUR_12",1,101,NA,NA,NA
"0723LAUR_13",1,119,NA,NA,NA
"0723LAUR_14",1,80.4,NA,NA,NA
"0723LAUR_15",1,99.6,NA,NA,NA
"0723LAUR_16",1,166,NA,NA,NA
"0723LAUR_17",1,55.2,NA,NA,NA
"0723LAUR_18",1,176,NA,NA,NA
"0723LAUR_19",1,109,NA,NA,NA
"0723LAUR_21",1,164,NA,NA,NA
"0723LAUR_22",1,160,NA,NA,NA
"0723LAUR_23",1,74,NA,NA,NA
"0723LAUR_24",1,131,NA,NA,NA
"0723LAUR_25",1,134,NA,NA,NA
"0723LAUR_27",1,84,NA,NA,NA
"0723LAUR_28",1,38.7,NA,NA,NA
"0723LAUR_29",1,93.6,NA,NA,NA
"0723LAUR_30",1,95.6,NA,NA,NA
"0823ASHC_01",2,60.2,13.2936074863071,9.4,119.438324520042
"0823ASHC_02",2,69.8,16.1220346110533,11.4,144.850733992392
"0823ASHC_03",2,23.55,3.60624458405139,2.55,32.4008220772455
"0823ASHC_04",2,251,39.5979797464467,28,355.773732612891
"0823ASHC_05",2,234.5,30.4055915910215,21.5,273.183401827756
"0823ASHC_06",2,94.5,17.6776695296637,12.5,158.827559202184
"0823ASHC_07",2,32.75,7.70746391493337,5.45,69.2488158121521
"0823ASHC_08",2,40.95,10.5358910396796,7.45,94.6612252845015
"0823ASHC_09",2,59.4,3.11126983722081,2.2,27.9536504195843
"0823ASHC_10",2,78.6,4.24264068711928,3,38.1186142085241
"0823ASHC_11",2,135.5,4.94974746830583,3.5,44.4717165766114
"0823ASHC_12",2,63.8,0.848528137423859,0.600000000000001,7.62372284170483
"0823ASHC_13",2,267,21.2132034355964,15,190.59307104262
"0823ASHC_14",2,38.15,3.7476659402887,2.65,33.6714425508629
"0823ASHC_15",2,65,3.11126983722081,2.2,27.9536504195844
"0823ASHC_16",2,49.8,5.37401153701776,3.8,48.2835779974638
"0823ASHC_17",2,147.5,13.4350288425444,9.5,120.70894499366
"0823ASHC_18",2,54.2,5.939696961967,4.2,53.3660598919337
"0823ASHC_19",2,83.4,0.282842712474613,0.199999999999996,2.54124094723488
"0823ASHC_20",2,37.25,0.636396103067897,0.450000000000003,5.71779213127865
"0823ASHC_21",2,70.4,4.5254833995939,3.2,40.659855155759
"0823ASHC_22",2,262.5,36.0624458405139,25.5,324.008220772455
"0823ASHC_23",2,21.95,1.06066017177982,0.75,9.52965355213102
"0823ASHC_24",2,129,12.7279220613579,9,114.355842625572
"0823ASHC_25",2,31.65,4.45477272147525,3.15,40.0245449189503
"0823ASHC_26",2,72,7.91959594928932,5.59999999999999,71.1547465225782
"0823ASHC_27",2,129,4.24264068711928,3,38.1186142085241
"0823ASHC_28",2,119,1.4142135623731,1,12.7062047361747
"0823ASHC_29",2,133,9.89949493661167,7,88.9434331532228
"0823ASHC_30",2,47.6,3.39411254969543,2.4,30.4948913668192
"0823FENC_01",1,64.4,NA,NA,NA
"0823FENC_02",1,69.2,NA,NA,NA
"0823FENC_03",1,62,NA,NA,NA
"0823FENC_04",1,118,NA,NA,NA
"0823FENC_05",1,124,NA,NA,NA
"0823FENC_06",1,86.4,NA,NA,NA
"0823FENC_07",1,48.8,NA,NA,NA
"0823FENC_08",1,112,NA,NA,NA
"0823FENC_09",1,47.6,NA,NA,NA
"0823FENC_10",1,81.2,NA,NA,NA
"0823FENC_11",1,57.2,NA,NA,NA
"0823FENC_12",1,67.6,NA,NA,NA
"0823FENC_13",1,55.2,NA,NA,NA
"0823FENC_14",1,95.2,NA,NA,NA
"0823FENC_15",1,80.8,NA,NA,NA
"0823FENC_16",1,50.4,NA,NA,NA
"0823FENC_17",1,80.8,NA,NA,NA
"0823FENC_18",1,78.8,NA,NA,NA
"0823FENC_19",1,81.2,NA,NA,NA
"0823FENC_20",1,70.8,NA,NA,NA
"0823FENC_21",1,87.6,NA,NA,NA
"0823FENC_22",1,195,NA,NA,NA
"0823FENC_23",1,70.8,NA,NA,NA
"0823FENC_24",1,43.2,NA,NA,NA
"0823FENC_25",1,110,NA,NA,NA
"0823FENC_26",1,52.8,NA,NA,NA
"0823FENC_27",1,68,NA,NA,NA
"0823FENC_28",1,89.6,NA,NA,NA
"0823FENC_29",1,107,NA,NA,NA
"0823FENC_30",1,41.2,NA,NA,NA
"0823GOLD_1",1,94.4,NA,NA,NA
"0823GOLD_10",1,207,NA,NA,NA
