lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
0524GOLD_01,5/23/2024,GOLD,1,5/23/2024,104.5,5_fair,The RFTM was very light pink so we had to borrow RFTM from DABA.,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_02,5/23/2024,GOLD,2,5/23/2024,113,2_good,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_03,5/23/2024,GOLD,3,5/23/2024,114.25,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_04,5/23/2024,GOLD,4,5/23/2024,121.06,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_05,5/23/2024,GOLD,5,5/23/2024,124.65,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_06,5/23/2024,GOLD,6,5/23/2024,157.18,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_07,5/23/2024,GOLD,7,5/23/2024,106.42,7_poor_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_08,5/23/2024,GOLD,8,5/23/2024,84.35,7_poor_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_09,5/23/2024,GOLD,9,5/23/2024,148.63,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_10,5/23/2024,GOLD,10,5/23/2024,114.85,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_11,5/23/2024,GOLD,11,5/23/2024,120.76,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_12,5/23/2024,GOLD,12,5/23/2024,127.64,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,  
0524GOLD_13,5/23/2024,GOLD,13,5/23/2024,114.36,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_14,5/23/2024,GOLD,14,5/23/2024,99.7,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_15,5/23/2024,GOLD,15,5/23/2024,134.29,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_16,5/23/2024,GOLD,16,5/23/2024,87.15,7_poor_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_17,5/23/2024,GOLD,17,5/23/2024,99.71,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_18,5/23/2024,GOLD,18,5/23/2024,82.22,7_poor_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_19,5/23/2024,GOLD,19,5/23/2024,83.79,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_20,5/23/2024,GOLD,20,5/23/2024,124.25,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_21,5/23/2024,GOLD,21,5/23/2024,89.14,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_22,5/23/2024,GOLD,22,5/23/2024,80.58,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_23,5/23/2024,GOLD,23,5/23/2024,87.69,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_24,5/23/2024,GOLD,24,5/23/2024,114.21,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_25,5/23/2024,GOLD,25,5/23/2024,112.11,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_26,5/23/2024,GOLD,26,5/23/2024,106.57,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_27,5/23/2024,GOLD,27,5/23/2024,107.76,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_28,5/23/2024,GOLD,28,5/23/2024,104.81,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_29,5/23/2024,GOLD,29,5/23/2024,119.95,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_30,5/23/2024,GOLD,30,5/23/2024,86.23,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_31,5/23/2024,GOLD,31,5/23/2024,89.68,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_32,5/23/2024,GOLD,32,5/23/2024,114.51,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_33,5/23/2024,GOLD,33,5/23/2024,161.37,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_34,5/23/2024,GOLD,34,5/23/2024,128.23,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_35,5/23/2024,GOLD,35,5/23/2024,112.15,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_36,5/23/2024,GOLD,36,5/23/2024,158.28,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_37,5/23/2024,GOLD,37,5/23/2024,135.88,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_38,5/23/2024,GOLD,38,5/23/2024,141.68,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_39,5/23/2024,GOLD,39,5/23/2024,93.71,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_40,5/23/2024,GOLD,40,5/23/2024,123.02,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_41,5/23/2024,GOLD,41,5/23/2024,105.03,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_42,5/23/2024,GOLD,42,5/23/2024,106.21,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,  
0524GOLD_43,5/23/2024,GOLD,43,5/23/2024,65.41,7_poor_plus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_44,5/23/2024,GOLD,44,5/23/2024,94.43,5_fair,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_45,5/23/2024,GOLD,45,5/23/2024,69.76,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
0524GOLD_46,5/23/2024,GOLD,46,5/23/2024,108.88,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/23/2024,5/25/2024,,,
