lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
0624GOLD_01,6/24/2024,GOLD,1,6/24/2024,76.18,5_fair,,TRUE,TRUE,TRUE,TRUE,6/24/2024,6/26/2024,,,
0624GOLD_02,6/24/2024,GOLD,2,6/24/2024,75.98,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,6/24/2024,6/26/2024,,,
0624GOLD_03,6/24/2024,GOLD,3,6/24/2024,74.99,5_fair,,TRUE,TRUE,TRUE,TRUE,6/24/2024,6/26/2024,,,
0624GOLD_04,6/24/2024,GOLD,4,6/24/2024,72.98,5_fair,,TRUE,TRUE,TRUE,TRUE,6/24/2024,6/26/2024,,,
0624GOLD_05,6/24/2024,GOLD,5,6/24/2024,69.93,7_poor_plus,,TRUE,TRUE,TRUE,TRUE,6/24/2024,6/26/2024,,,
0624GOLD_06,6/24/2024,GOLD,6,6/24/2024,61.15,5_fair,,TRUE,TRUE,TRUE,TRUE,6/24/2024,6/26/2024,,,
0624GOLD_07,6/24/2024,GOLD,7,6/24/2024,53.01,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/24/2024,6/26/2024,,,
0624GOLD_08,6/24/2024,GOLD,8,6/24/2024,63.34,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/24/2024,6/26/2024,,,
0624GOLD_09,6/24/2024,GOLD,9,6/24/2024,44.16,9_very_poor,,TRUE,TRUE,TRUE,TRUE,6/24/2024,6/26/2024,,,
0624GOLD_10,6/24/2024,GOLD,10,6/24/2024,51.26,4_fair_plus,unable to collect histology sample,TRUE,TRUE,TRUE,FALSE,6/24/2024,6/26/2024,,,
0624GOLD_11,6/24/2024,GOLD,11,6/25/2024,51.34,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_12,6/24/2024,GOLD,12,6/25/2024,56.26,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,  
0624GOLD_13,6/24/2024,GOLD,13,6/25/2024,54.94,7_poor_plus,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_14,6/24/2024,GOLD,14,6/25/2024,50.2,5_fair,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_15,6/24/2024,GOLD,15,6/25/2024,56.56,5_fair,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_16,6/24/2024,GOLD,16,6/25/2024,53.55,5_fair,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_17,6/24/2024,GOLD,17,6/25/2024,83.39,5_fair,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_18,6/24/2024,GOLD,18,6/25/2024,112.41,5_fair,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_19,6/24/2024,GOLD,19,6/25/2024,75.58,8_poor,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_20,6/24/2024,GOLD,20,6/25/2024,86.45,5_fair,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_21,6/24/2024,GOLD,21,6/25/2024,70.58,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_22,6/24/2024,GOLD,22,6/25/2024,73.31,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_23,6/24/2024,GOLD,23,6/25/2024,75.41,5_fair,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_24,6/24/2024,GOLD,24,6/25/2024,55.05,9_very_poor,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_25,6/24/2024,GOLD,25,6/25/2024,60.69,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_26,6/24/2024,GOLD,26,6/25/2024,83.27,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_27,6/24/2024,GOLD,27,6/25/2024,65.45,5_fair,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_28,6/24/2024,GOLD,28,6/25/2024,64.42,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_29,6/24/2024,GOLD,29,6/25/2024,56.38,5_fair,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
0624GOLD_30,6/24/2024,GOLD,30,6/25/2024,52.09,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,6/25/2024,6/26/2024,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,                                                                                                                     ,,,,,,,,,,,,
