lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
0424GOLD_01,4/22/2024,GOLD,1,4/23/2024,127.42,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_02,4/22/2024,GOLD,2,4/23/2024,118.65,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_03,4/22/2024,GOLD,3,4/23/2024,123.67,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_04,4/22/2024,GOLD,4,4/23/2024,107.66,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_05,4/22/2024,GOLD,5,4/23/2024,109.12,8_poor,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_06,4/22/2024,GOLD,6,4/23/2024,105.11,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_07,4/22/2024,GOLD,7,4/23/2024,104.13,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_08,4/22/2024,GOLD,8,4/23/2024,112.22,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_09,4/22/2024,GOLD,9,4/23/2024,140.3,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_10,4/22/2024,GOLD,10,4/23/2024,112.46,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_11,4/22/2024,GOLD,11,4/23/2024,93.46,7_poor_plus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_12,4/22/2024,GOLD,12,4/23/2024,100.31,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,  
0424GOLD_13,4/22/2024,GOLD,13,4/23/2024,116.31,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_14,4/22/2024,GOLD,14,4/23/2024,97.55,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_15,4/22/2024,GOLD,15,4/23/2024,98.38,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_16,4/22/2024,GOLD,16,4/23/2024,100.04,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_17,4/22/2024,GOLD,17,4/23/2024,116.4,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_18,4/22/2024,GOLD,18,4/23/2024,114.06,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_19,4/22/2024,GOLD,19,4/23/2024,113.82,3_good_minus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_20,4/22/2024,GOLD,20,4/23/2024,97.93,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_21,4/22/2024,GOLD,21,4/23/2024,106.81,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_22,4/22/2024,GOLD,22,4/23/2024,99.95,7_poor_plus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_23,4/22/2024,GOLD,23,4/23/2024,96.97,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_24,4/22/2024,GOLD,24,4/23/2024,126.92,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_25,4/22/2024,GOLD,25,4/23/2024,126.85,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_26,4/22/2024,GOLD,26,4/23/2024,96.49,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_27,4/22/2024,GOLD,27,4/23/2024,102.03,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_28,4/22/2024,GOLD,28,4/23/2024,95.8,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_29,4/22/2024,GOLD,29,4/23/2024,105.58,5_fair,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
0424GOLD_30,4/22/2024,GOLD,30,4/23/2024,108.14,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,4/23/2024,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,                                                                                                                     ,,,,,,,,,,,,
