lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
0624ASHC_01,6/10/2024,ASHC,1,6/10/2024,105.27,2_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_02,6/10/2024,ASHC,2,6/10/2024,102.23,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_03,6/10/2024,ASHC,3,6/10/2024,109.62,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_04,6/10/2024,ASHC,4,6/10/2024,110.83,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_05,6/10/2024,ASHC,5,6/10/2024,116.66,2_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_06,6/10/2024,ASHC,6,6/10/2024,119.3,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_07,6/10/2024,ASHC,7,6/10/2024,107.89,2_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_08,6/10/2024,ASHC,8,6/10/2024,120.14,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_09,6/10/2024,ASHC,9,6/10/2024,126.59,2_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_10,6/10/2024,ASHC,10,6/10/2024,98.46,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_11,6/10/2024,ASHC,11,6/10/2024,130.22,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_12,6/10/2024,ASHC,12,6/10/2024,107.34,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,  
0624ASHC_13,6/10/2024,ASHC,13,6/10/2024,135.04,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_14,6/10/2024,ASHC,14,6/10/2024,78.91,2_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_15,6/10/2024,ASHC,15,6/10/2024,128.9,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_16,6/10/2024,ASHC,16,6/10/2024,104.49,1_very_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_17,6/10/2024,ASHC,17,6/10/2024,106.7,1_very_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_18,6/10/2024,ASHC,18,6/10/2024,113.96,1_very_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_19,6/10/2024,ASHC,19,6/10/2024,95.73,2_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_20,6/10/2024,ASHC,20,6/10/2024,128.33,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_21,6/10/2024,ASHC,21,6/10/2024,89.4,1_very_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_22,6/10/2024,ASHC,22,6/10/2024,121.63,2_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_23,6/10/2024,ASHC,23,6/10/2024,119.03,2_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_24,6/10/2024,ASHC,24,6/10/2024,113.21,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_25,6/10/2024,ASHC,25,6/10/2024,104.12,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_26,6/10/2024,ASHC,26,6/10/2024,107.53,2_good,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_27,6/10/2024,ASHC,27,6/10/2024,132.2,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_28,6/10/2024,ASHC,28,6/10/2024,89.7,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_29,6/10/2024,ASHC,29,6/10/2024,92.76,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
0624ASHC_30,6/10/2024,ASHC,30,6/10/2024,110.3,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/10/2024,6/11/2024,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,                                                                                                                     ,,,,,,,,,,,,
