lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
SizeASHC_01,2023-08-23,ASHC,1,2023-08-28,Mariah Kachmar,1,,,,,,1
SizeASHC_02,2023-08-23,ASHC,2,2023-08-28,Mariah Kachmar,1,,,,,,1
SizeASHC_03,2023-08-23,ASHC,3,2023-08-28,Isaiah Mayo,0,TRUE,2023-08-28,Mariah Kachmar,0,,0
SizeASHC_04,2023-08-23,ASHC,4,2023-08-28,Isaiah Mayo,0,TRUE,2023-08-28,Mariah Kachmar,0,,0
SizeASHC_05,2023-08-23,ASHC,5,2023-08-28,Katie McFarland,0,TRUE,2023-08-28,Isaiah Mayo,0,,0
SizeASHC_06,2023-08-23,ASHC,6,2023-08-28,Katie McFarland,0.5,TRUE,2023-08-28,Isaiah Mayo,0.5,,0.5
SizeASHC_07,2023-08-23,ASHC,7,2023-08-28,Isaiah Mayo,1,TRUE,2023-08-28,Mariah Kachmar,1,,1
SizeASHC_08,2023-08-23,ASHC,8,2023-08-28,Isaiah Mayo,0,TRUE,2023-08-28,Mariah Kachmar,0,,0
SizeASHC_09,2023-08-23,ASHC,9,2023-08-28,Katie McFarland,0.5,,,,,,0.5
SizeASHC_10,2023-08-23,ASHC,10,2023-08-28,Katie McFarland,1,,,,,,1
SizeASHC_11,2023-08-23,ASHC,11,2023-08-28,Isaiah Mayo,0,,,,,,0
SizeASHC_12,2023-08-23,ASHC,12,2023-08-28,Isaiah Mayo,0,,,,,,0
SizeASHC_13,2023-08-23,ASHC,13,2023-08-28,Katie McFarland,0.5,,,,,,0.5
SizeASHC_14,2023-08-23,ASHC,14,2023-08-28,Katie McFarland,0,,,,,,0
SizeASHC_15,2023-08-23,ASHC,15,2023-08-28,Mariah Kachmar,1,,,,,,1
SizeASHC_16,2023-08-23,ASHC,16,2023-08-28,Mariah Kachmar,0,,,,,,0
SizeASHC_17,2023-08-23,ASHC,17,2023-08-28,Isaiah Mayo,1,,,,,,1
SizeASHC_18,2023-08-23,ASHC,18,2023-08-28,,,,,,,no sample,
SizeASHC_19,2023-08-23,ASHC,19,2023-08-28,Katie McFarland,0.5,,,,,,0.5
SizeASHC_20,2023-08-23,ASHC,20,2023-08-28,Katie McFarland,1,,,,,,1
SizeASHC_21,2023-08-23,ASHC,21,2023-08-28,Mariah Kachmar,0.5,,,,,,0.5
SizeASHC_22,2023-08-23,ASHC,22,2023-08-28,Mariah Kachmar,0.5,,,,,,0.5
SizeASHC_23,2023-08-23,ASHC,23,2023-08-28,Isaiah Mayo,2,,,,,,2
SizeASHC_24,2023-08-23,ASHC,24,2023-08-28,Isaiah Mayo,0,,,,,,0
SizeASHC_25,2023-08-23,ASHC,25,2023-08-28,Isaiah Mayo,2,,,,,,2
SizeASHC_26,2023-08-23,ASHC,26,2023-08-28,Isaiah Mayo,0,,,,,,0
SizeASHC_27,2023-08-23,ASHC,27,2023-08-28,Katie McFarland,0.5,,,,,,0.5
SizeASHC_28,2023-08-23,ASHC,28,2023-08-28,Katie McFarland,0.5,,,,,,0.5
SizeASHC_29,2023-08-23,ASHC,29,2023-08-28,Katie McFarland,0.5,,,,,,0.5
SizeASHC_30,2023-08-23,ASHC,30,2023-08-28,Katie McFarland,0.5,,,,,,0.5
SizeASHC_31,2023-08-23,ASHC,31,2023-08-28,Mariah Kachmar,0.5,,,,,,0.5
SizeASHC_32,2023-08-23,ASHC,32,2023-08-28,Mariah Kachmar,0.5,,,,,,0.5
SizeASHC_33,2023-08-23,ASHC,33,2023-08-28,Isaiah Mayo,0,,,,,,0
SizeASHC_34,2023-08-23,ASHC,34,2023-08-28,Isaiah Mayo,0,,,,,,0
SizeASHC_35,2023-08-23,ASHC,35,2023-08-28,Katie McFarland,0.5,,,,,,0.5
SizeASHC_36,2023-08-23,ASHC,36,2023-08-28,Katie McFarland,0.5,,,,,,0.5
SizeASHC_37,2023-08-23,ASHC,37,2023-08-28,Isaiah Mayo,0,,,,,,0
SizeASHC_38,2023-08-23,ASHC,38,2023-08-28,Isaiah Mayo,0.5,,,,,,0.5
SizeASHC_39,2023-08-23,ASHC,39,2023-08-28,Katie McFarland,0,,,,,,0
SizeASHC_40,2023-08-23,ASHC,40,2023-08-28,Katie McFarland,0,,,,,,0
SizeASHC_41,2023-08-23,ASHC,41,2023-08-28,Mariah Kachmar,0.5,,,,,,0.5
SizeASHC_42,2023-08-23,ASHC,42,2023-08-28,Mariah Kachmar,0.5,,,,,,0.5
SizeASHC_43,2023-08-23,ASHC,43,2023-08-28,Isaiah Mayo,0.5,,,,,,0.5
SizeASHC_44,2023-08-23,ASHC,44,2023-08-28,Isaiah Mayo,1,,,,,,1
SizeASHC_45,2023-08-23,ASHC,45,2023-08-28,Katie McFarland,0,,,,,,0
SizeASHC_46,2023-08-23,ASHC,46,2023-08-28,Katie McFarland,0.5,,,,,,0.5
SizeASHC_47,2023-08-23,ASHC,47,2023-08-28,Katie McFarland,0,,,,,,0
