"type","durationMinutes","startTime","endTime","startNum","endNum","eventSalinity"
"Severe",NA,NA,"2023-06-20 10:56:17",NA,53.50262,NA
"Moderately Severe",NA,NA,"2023-06-20 10:56:17",NA,53.50262,NA
"Moderate",NA,NA,"2023-06-20 10:56:17",NA,53.50262,NA
"Marginal",NA,NA,"2023-06-20 10:56:17",NA,53.50262,NA
"Sub-Optimal",NA,NA,"2023-06-20 10:56:17",NA,53.50262,NA
