"type","durationMinutes","startTime","endTime","startNum","endNum","eventSalinity"
"Moderate",110.000000002134,"2023-07-21 20:32:22","2023-07-21 22:22:22",53.58865,53.58886,7.82638625
"Moderate",240.000000000242,"2023-07-22 06:52:22","2023-07-22 10:52:22",53.58983,53.59028,5.9140634
"Marginal",200.000000000824,"2023-07-04 17:22:21","2023-07-04 20:42:21",53.54171,53.54209,13.2767704761905
"Marginal",59.9999999953923,"2023-07-10 12:22:21","2023-07-10 13:22:21",53.55758,53.55769,13.6312142857143
"Marginal",180.000000001115,"2023-07-14 02:42:21","2023-07-14 05:42:21",53.56743,53.56777,14.2724505263158
"Marginal",180.000000001115,"2023-07-14 14:02:22","2023-07-14 17:02:22",53.56873,53.56907,12.4717778947368
"Marginal",90.0000000024249,"2023-07-15 04:52:22","2023-07-15 06:22:22",53.57042,53.57059,13.942458
"Marginal",79.9999999988358,"2023-07-15 16:42:22","2023-07-15 18:02:22",53.57177,53.57192,14.0686011111111
"Marginal",230.000000000388,"2023-07-16 03:12:22","2023-07-16 07:02:22",53.57297,53.57341,14.0404895833333
"Marginal",309.999999999224,"2023-07-16 14:02:22","2023-07-16 19:12:22",53.57421,53.5748,4.9437163125
"Marginal",330.000000002667,"2023-07-17 02:42:22","2023-07-17 08:12:22",53.57565,53.57628,4.17211826470588
"Marginal",300.000000006838,"2023-07-17 15:02:22","2023-07-17 20:02:22",53.57706,53.57763,5.35683090322581
"Marginal",319.999999999078,"2023-07-18 03:22:22","2023-07-18 08:42:22",53.57847,53.57908,4.88324590909091
"Marginal",290.000000003249,"2023-07-18 15:52:22","2023-07-18 20:42:22",53.57989,53.58045,5.0941013
"Marginal",319.999999999078,"2023-07-19 04:12:22","2023-07-19 09:32:22",53.5813,53.58191,5.25423787878788
"Marginal",279.99999999966,"2023-07-19 16:32:22","2023-07-19 21:12:22",53.58271,53.58324,7.59312127586207
"Marginal",279.999999995925,"2023-07-20 05:12:22","2023-07-20 09:52:22",53.58416,53.58469,9.45613462068965
"Marginal",210.000000004413,"2023-07-20 18:12:22","2023-07-20 21:42:22",53.58564,53.58604,11.7195612727273
"Marginal",240.000000003977,"2023-07-21 06:12:22","2023-07-21 10:12:22",53.58701,53.58747,12.05077492
"Marginal",240.000000003977,"2023-07-21 18:22:22","2023-07-21 22:22:22",53.5884,53.58886,10.0101038
"Marginal",279.99999999966,"2023-07-22 06:12:22","2023-07-22 10:52:22",53.58975,53.59028,6.79414431034483
"Marginal",190.00000000097,"2023-07-22 19:42:22","2023-07-22 22:52:22",53.59129,53.59165,12.34856625
"Marginal",230.000000000388,"2023-07-23 07:32:22","2023-07-23 11:22:22",53.59264,53.59308,11.4672676666667
"Marginal",110.000000002134,"2023-07-23 22:02:22","2023-07-23 23:52:22",53.5943,53.59451,13.9466866666667
"Marginal",209.999999996944,"2023-07-24 08:42:22","2023-07-24 12:12:22",53.59551,53.59591,13.6005854545455
"Marginal",199.99999999709,"2023-07-25 09:32:22","2023-07-25 12:52:22",53.59835,53.59873,14.6456885714286
"Sub-Optimal",100.000000002279,"2023-06-24 10:32:21","2023-06-24 12:12:21",53.51353,53.51372,19.4067790909091
"Sub-Optimal",149.999999997817,"2023-06-24 22:02:21","2023-06-25 00:32:21",53.51484,53.51513,19.428209375
"Sub-Optimal",200.000000004559,"2023-06-25 09:32:21","2023-06-25 12:52:21",53.51616,53.51654,19.1270333333333
"Sub-Optimal",130.000000001843,"2023-06-26 11:12:21","2023-06-26 13:22:21",53.51909,53.51933,19.2170428571429
"Sub-Optimal",139.999999997963,"2023-06-27 11:32:21","2023-06-27 13:52:21",53.52187,53.52213,18.529732
"Sub-Optimal",90.0000000024249,"2023-06-28 13:32:21","2023-06-28 15:02:21",53.52483,53.525,19.754988
"Sub-Optimal",269.999999999806,"2023-07-04 16:12:21","2023-07-04 20:42:21",53.54158,53.54209,14.2501110714286
"Sub-Optimal",199.99999999709,"2023-07-05 06:22:21","2023-07-05 09:42:21",53.54319,53.54357,17.5177657142857
"Sub-Optimal",249.999999996362,"2023-07-05 17:32:21","2023-07-05 21:42:21",53.54447,53.54494,17.4752834615385
"Sub-Optimal",140.000000001697,"2023-07-06 08:12:21","2023-07-06 10:32:21",53.54614,53.54641,19.4456573333333
"Sub-Optimal",179.999999997381,"2023-07-06 19:32:21","2023-07-06 22:32:21",53.54744,53.54778,19.1791394736842
"Sub-Optimal",220.000000000533,"2023-07-10 09:52:21","2023-07-10 13:32:21",53.55729,53.55771,16.1040586956522
"Sub-Optimal",200.000000000824,"2023-07-10 23:12:21","2023-07-11 02:32:21",53.55881,53.55919,18.1597766666667
"Sub-Optimal",220.000000000533,"2023-07-11 10:52:21","2023-07-11 14:32:21",53.56015,53.56056,17.3939686956522
"Sub-Optimal",160.000000001406,"2023-07-12 12:42:21","2023-07-12 15:22:21",53.56309,53.5634,17.1576962459412
"Sub-Optimal",199.99999999709,"2023-07-13 01:12:21","2023-07-13 04:32:21",53.56452,53.5649,19.2982623809524
"Sub-Optimal",340.000000002522,"2023-07-13 13:22:21","2023-07-13 19:02:21",53.56591,53.56656,17.4886191428571
"Sub-Optimal",389.999999998059,"2023-07-13 23:22:21","2023-07-14 05:52:21",53.56705,53.56779,15.57036775
"Sub-Optimal",250.000000000097,"2023-07-14 13:02:22","2023-07-14 17:12:22",53.56861,53.56909,13.7865173076923
"Sub-Optimal",300.000000003104,"2023-07-15 01:32:22","2023-07-15 06:32:22",53.57004,53.57061,15.5028138709677
"Sub-Optimal",400.000000001648,"2023-07-15 14:12:22","2023-07-15 20:52:22",53.57148,53.57225,16.7986746341463
"Sub-Optimal",360.000000002231,"2023-07-16 01:12:22","2023-07-16 07:12:22",53.57274,53.57343,15.3413816216216
"Sub-Optimal",440.000000001066,"2023-07-16 12:32:22","2023-07-16 19:52:22",53.57403,53.57487,8.7769096
"Sub-Optimal",380.000000001939,"2023-07-17 01:52:22","2023-07-17 08:12:22",53.57556,53.57628,5.87101515384615
"Sub-Optimal",440.000000004801,"2023-07-17 14:22:22","2023-07-17 21:42:22",53.57698,53.57782,9.53697417777778
"Sub-Optimal",400.000000001648,"2023-07-18 02:22:22","2023-07-18 09:02:22",53.57835,53.57911,7.38460695121951
"Sub-Optimal",349.999999998641,"2023-07-18 15:22:22","2023-07-18 21:12:22",53.57984,53.5805,7.18138580555556
"Sub-Optimal",359.999999998496,"2023-07-19 03:32:22","2023-07-19 09:32:22",53.58123,53.58191,6.5243472972973
"Sub-Optimal",339.999999998787,"2023-07-19 15:42:22","2023-07-19 21:22:22",53.58261,53.58326,9.3409042
"Sub-Optimal",329.999999995198,"2023-07-20 04:22:22","2023-07-20 09:52:22",53.58406,53.58469,10.6486495294118
"Sub-Optimal",279.999999995925,"2023-07-20 17:12:22","2023-07-20 21:52:22",53.58553,53.58606,13.1918830344828
"Sub-Optimal",309.999999999224,"2023-07-21 05:22:22","2023-07-21 10:32:22",53.58691,53.5875,13.25655665625
"Sub-Optimal",299.999999999369,"2023-07-21 17:32:22","2023-07-21 22:32:22",53.5883,53.58887,11.4680079032258
"Sub-Optimal",330.000000002667,"2023-07-22 05:22:22","2023-07-22 10:52:22",53.58965,53.59028,8.31970279411765
"Sub-Optimal",259.999999996217,"2023-07-22 18:42:22","2023-07-22 23:02:22",53.59118,53.59167,13.6105490740741
"Sub-Optimal",289.999999999515,"2023-07-23 06:42:22","2023-07-23 11:32:22",53.59255,53.5931,12.7790728
"Sub-Optimal",250.000000003831,"2023-07-23 19:42:22","2023-07-23 23:52:22",53.59403,53.59451,15.4977892307692
"Sub-Optimal",299.999999995634,"2023-07-24 07:12:22","2023-07-24 12:12:22",53.59534,53.59591,14.5987296774194
"Sub-Optimal",249.999999996362,"2023-07-24 20:42:22","2023-07-25 00:52:22",53.59688,53.59736,16.7442503846154
"Sub-Optimal",289.99999999578,"2023-07-25 08:02:22","2023-07-25 12:52:22",53.59818,53.59873,15.38803
"Sub-Optimal",289.999999999515,"2023-07-25 21:02:22","2023-07-26 01:52:22",53.59966,53.60021,16.5837403333333
"Sub-Optimal",279.99999999966,"2023-07-26 09:02:22","2023-07-26 13:42:22",53.60103,53.60156,16.5538927586207
"Sub-Optimal",240.000000003977,"2023-07-26 22:52:22","2023-07-27 02:52:22",53.60261,53.60307,18.3244984
"Sub-Optimal",250.000000000097,"2023-07-27 10:12:22","2023-07-27 14:22:22",53.6039,53.60438,17.4330311538462
"Sub-Optimal",249.999999996362,"2023-07-27 23:52:22","2023-07-28 04:02:22",53.60546,53.60594,18.7745988461538
"Sub-Optimal",250.000000003831,"2023-07-28 11:22:22","2023-07-28 15:32:22",53.60678,53.60725,18.2460380769231
"Sub-Optimal",130.000000001843,"2023-07-29 02:32:22","2023-07-29 04:42:22",53.60851,53.60876,19.6529442857143
"Sub-Optimal",160.000000005141,"2023-07-29 13:32:22","2023-07-29 16:12:22",53.60976,53.61007,19.1081011764706
"Sub-Optimal",99.9999999985448,"2023-08-08 10:52:22","2023-08-08 12:32:22",53.63686,53.63705,19.2541490909091
