"type","durationMinutes","startTime","endTime","startNum","endNum","eventSalinity"
"Moderately Severe",230.000000000388,"2023-07-04 04:20:00","2023-07-04 08:10:00",53.54022,53.54066,3.38013145833333
"Moderate",269.999999999806,"2023-07-04 03:40:00","2023-07-04 08:10:00",53.54014,53.54066,3.98773192857143
"Moderate",69.9999999952468,"2023-07-04 19:50:00","2023-07-04 21:00:00",53.54199,53.54212,4.982308375
"Moderate",209.999999996944,"2023-07-05 05:10:00","2023-07-05 08:40:00",53.54306,53.54346,6.73002913636364
"Marginal",289.99999999578,"2023-07-04 03:20:00","2023-07-04 08:10:00",53.54011,53.54066,4.51834746666667
"Marginal",129.999999998108,"2023-07-04 18:50:00","2023-07-04 21:00:00",53.54188,53.54212,8.1873355
"Marginal",239.999999996508,"2023-07-05 04:40:00","2023-07-05 08:40:00",53.543,53.54346,7.39298404
"Sub-Optimal",330.000000002667,"2023-07-04 02:40:00","2023-07-04 08:10:00",53.54003,53.54066,6.09869776470588
"Sub-Optimal",259.999999996217,"2023-07-04 16:40:00","2023-07-04 21:00:00",53.54163,53.54212,11.9964061851852
"Sub-Optimal",319.999999995343,"2023-07-05 03:20:00","2023-07-05 08:40:00",53.54285,53.54346,9.724697
"Sub-Optimal",180.000000001115,"2023-07-05 17:40:00","2023-07-05 20:40:00",53.54448,53.54482,17.0648010526316
"Sub-Optimal",69.9999999952468,"2023-07-06 08:20:00","2023-07-06 09:30:00",53.54616,53.54629,16.491595
"Sub-Optimal",89.9999999986903,"2023-07-10 10:20:00","2023-07-10 11:50:00",53.55734,53.55752,16.2075299946
