"type","durationMinutes","startTime","endTime","startNum","endNum","eventSalinity"
"Marginal",220.000000000533,"2023-09-11 13:52:00","2023-09-11 17:32:00",53.73035,53.73077,9.23667652173913
"Marginal",200.000000000824,"2023-09-12 02:42:00","2023-09-12 06:02:00",53.73182,53.7322,11.366582952381
"Marginal",149.999999997817,"2023-09-12 15:52:00","2023-09-12 18:22:00",53.73332,53.7336,13.093986875
"Marginal",110.000000002134,"2023-09-14 05:32:00","2023-09-14 07:22:00",53.73762,53.73783,13.3451116666667
"Marginal",79.9999999988358,"2023-09-18 08:12:00","2023-09-18 09:32:00",53.74888,53.74903,14.0246566666667
"Marginal",209.999999996944,"2023-09-19 06:52:00","2023-09-19 10:22:00",53.75147,53.75187,12.4949162727273
"Sub-Optimal",99.9999999985448,"2023-09-09 13:52:00","2023-09-09 15:32:00",53.72487,53.72506,19.3893618181818
"Sub-Optimal",159.999999997672,"2023-09-10 14:22:00","2023-09-10 17:02:00",53.72767,53.72797,17.0235376470588
"Sub-Optimal",180.000000001115,"2023-09-11 02:32:00","2023-09-11 05:32:00",53.72906,53.7294,17.7128121052632
"Sub-Optimal",279.999999995925,"2023-09-11 12:52:00","2023-09-11 17:32:00",53.73024,53.73077,10.9825162068966
"Sub-Optimal",280.000000003395,"2023-09-12 01:32:00","2023-09-12 06:12:00",53.73168,53.73221,12.968458
"Sub-Optimal",250.000000000097,"2023-09-12 14:12:00","2023-09-12 18:22:00",53.73313,53.7336,14.6452880769231
"Sub-Optimal",230.000000000388,"2023-09-13 03:02:00","2023-09-13 06:52:00",53.73459,53.73503,16.7864354166667
"Sub-Optimal",209.999999996944,"2023-09-13 15:32:00","2023-09-13 19:02:00",53.73602,53.73642,16.8913963636364
"Sub-Optimal",259.999999999951,"2023-09-14 03:12:00","2023-09-14 07:32:00",53.73735,53.73785,15.2958574074074
"Sub-Optimal",220.000000000533,"2023-09-14 16:12:00","2023-09-14 19:52:00",53.73884,53.73925,17.5806347826087
"Sub-Optimal",189.999999997235,"2023-09-15 04:42:00","2023-09-15 07:52:00",53.74026,53.74062,17.6225305
"Sub-Optimal",180.000000001115,"2023-09-17 06:32:00","2023-09-17 09:32:00",53.74595,53.74629,19.05537
"Sub-Optimal",169.999999997526,"2023-09-17 18:52:00","2023-09-17 21:42:00",53.74736,53.74768,18.5979016666667
"Sub-Optimal",179.999999997381,"2023-09-18 06:32:00","2023-09-18 09:32:00",53.74869,53.74903,15.9651305263158
"Sub-Optimal",230.000000000388,"2023-09-18 18:02:00","2023-09-18 21:52:00",53.75,53.75044,16.3123829166667
"Sub-Optimal",289.999999999515,"2023-09-19 05:32:00","2023-09-19 10:22:00",53.75132,53.75187,13.6948006
"Sub-Optimal",259.999999999951,"2023-09-19 18:52:00","2023-09-19 23:12:00",53.75284,53.75333,16.9191581481481
"Sub-Optimal",289.99999999578,"2023-09-20 06:12:00","2023-09-20 11:02:00",53.75413,53.75468,16.1758346666667
"Sub-Optimal",179.999999997381,"2023-09-20 20:52:00","2023-09-20 23:52:00",53.75581,53.75615,18.0703736842105
"Sub-Optimal",239.999999996508,"2023-09-21 07:42:00","2023-09-21 11:42:00",53.75704,53.7575,17.2239896
"Sub-Optimal",160.000000005141,"2023-09-21 22:12:00","2023-09-22 00:52:00",53.7587,53.759,18.7547441176471
"Sub-Optimal",209.999999996944,"2023-09-22 08:52:00","2023-09-22 12:22:00",53.75992,53.76032,18.311815
"Sub-Optimal",110.000000002134,"2023-09-23 10:52:00","2023-09-23 12:42:00",53.76288,53.76309,18.4194691666667
"Sub-Optimal",119.999999998254,"2023-09-24 12:02:00","2023-09-24 14:02:00",53.76576,53.76599,18.5111561538462
"Sub-Optimal",140.000000001697,"2023-09-25 12:42:00","2023-09-25 15:02:00",53.76857,53.76884,18.727056
"Sub-Optimal",169.999999997526,"2023-09-26 01:22:00","2023-09-26 04:12:00",53.77002,53.77034,17.3634338888889
"Sub-Optimal",110.000000002134,"2023-09-26 14:42:00","2023-09-26 16:32:00",53.77154,53.77175,19.1653825
