"type","durationMinutes","startTime","endTime","startNum","endNum","eventSalinity"
"Moderate",180.000000001115,"2023-07-16 15:00:00","2023-07-16 18:00:00",53.57432,53.57466,4.54446747368421
"Moderate",129.999999998108,"2023-07-18 17:50:00","2023-07-18 20:00:00",53.58012,53.58037,6.39555585714286
"Marginal",219.999999996799,"2023-07-16 14:30:00","2023-07-16 18:10:00",53.57426,53.57468,5.83849008695652
"Marginal",159.999999997672,"2023-07-17 04:00:00","2023-07-17 06:40:00",53.5758,53.5761,12.8143294117647
"Marginal",180.000000001115,"2023-07-18 17:00:00","2023-07-18 20:00:00",53.58002,53.58037,7.90344378947368
"Marginal",169.999999997526,"2023-07-19 05:10:00","2023-07-19 08:00:00",53.58141,53.58174,12.0702405555556
"Marginal",110.000000002134,"2023-07-25 23:00:00","2023-07-26 00:50:00",53.59989,53.6001,11.0608983333333
"Marginal",89.9999999986903,"2023-07-28 01:20:00","2023-07-28 02:50:00",53.60563,53.6058,10.73485
"Sub-Optimal",169.999999997526,"2023-07-15 02:20:00","2023-07-15 05:10:00",53.57013,53.57045,16.7063666666667
"Sub-Optimal",79.9999999988358,"2023-07-15 16:00:00","2023-07-15 17:20:00",53.57169,53.57184,19.6841622222222
"Sub-Optimal",139.999999997963,"2023-07-16 03:50:00","2023-07-16 06:10:00",53.57304,53.57331,19.1778913333333
"Sub-Optimal",290.000000003249,"2023-07-16 13:20:00","2023-07-16 18:10:00",53.57412,53.57468,8.6542304
"Sub-Optimal",220.000000000533,"2023-07-17 03:10:00","2023-07-17 06:50:00",53.5757,53.57612,14.0781169565217
"Sub-Optimal",140.000000001697,"2023-07-17 16:20:00","2023-07-17 18:40:00",53.57721,53.57747,17.862108
"Sub-Optimal",159.999999997672,"2023-07-18 04:40:00","2023-07-18 07:20:00",53.57861,53.57892,18.10202
"Sub-Optimal",209.999999996944,"2023-07-18 16:30:00","2023-07-18 20:00:00",53.57997,53.58037,9.26253963636364
"Sub-Optimal",239.999999996508,"2023-07-19 04:00:00","2023-07-19 08:00:00",53.58128,53.58174,13.6723252
"Sub-Optimal",140.000000001697,"2023-07-19 17:40:00","2023-07-19 20:00:00",53.58284,53.58311,17.7505446666667
"Sub-Optimal",159.999999997672,"2023-07-20 06:10:00","2023-07-20 08:50:00",53.58427,53.58457,17.6439588235294
"Sub-Optimal",100.000000002279,"2023-07-20 19:10:00","2023-07-20 20:50:00",53.58575,53.58594,18.2349645454545
"Sub-Optimal",149.999999994083,"2023-07-21 07:00:00","2023-07-21 09:30:00",53.5871,53.58739,17.358715
"Sub-Optimal",159.999999997672,"2023-07-21 18:50:00","2023-07-21 21:30:00",53.58845,53.58876,16.8727558823529
"Sub-Optimal",170.000000004995,"2023-07-22 07:10:00","2023-07-22 10:00:00",53.58986,53.59018,16.58121
"Sub-Optimal",79.9999999988358,"2023-07-22 20:50:00","2023-07-22 22:10:00",53.59142,53.59157,18.8655366666667
"Sub-Optimal",89.9999999986903,"2023-07-23 09:00:00","2023-07-23 10:30:00",53.59281,53.59298,18.576996
"Sub-Optimal",59.9999999953923,"2023-07-23 22:00:00","2023-07-23 23:00:00",53.59429,53.59441,19.3637542857143
"Sub-Optimal",79.9999999988358,"2023-07-24 09:50:00","2023-07-24 11:10:00",53.59564,53.5958,18.8314044444444
"Sub-Optimal",69.9999999989814,"2023-07-24 22:40:00","2023-07-24 23:50:00",53.59711,53.59724,19.1775825
"Sub-Optimal",69.9999999989814,"2023-07-25 10:40:00","2023-07-25 11:50:00",53.59848,53.59861,18.9474725
"Sub-Optimal",169.999999997526,"2023-07-25 22:00:00","2023-07-26 00:50:00",53.59977,53.6001,13.4252416666667
"Sub-Optimal",140.000000001697,"2023-07-26 10:20:00","2023-07-26 12:40:00",53.60118,53.60145,16.34146
"Sub-Optimal",110.000000002134,"2023-07-26 23:50:00","2023-07-27 01:40:00",53.60272,53.60293,18.3899
"Sub-Optimal",69.9999999989814,"2023-07-27 12:20:00","2023-07-27 13:30:00",53.60415,53.60428,18.9424625
"Sub-Optimal",159.999999997672,"2023-07-28 00:10:00","2023-07-28 02:50:00",53.6055,53.6058,13.4169341176471
"Sub-Optimal",120.000000005723,"2023-07-28 12:30:00","2023-07-28 14:30:00",53.60691,53.60713,17.0546876923077
"Sub-Optimal",70.000000002716,"2023-07-30 03:40:00","2023-07-30 04:50:00",53.61138,53.61151,16.72084
"Sub-Optimal",59.9999999991269,"2023-08-01 05:50:00","2023-08-01 06:50:00",53.6171,53.61722,18.9726771428571
"Sub-Optimal",59.9999999953923,"2023-08-03 07:40:00","2023-08-03 08:40:00",53.62279,53.62291,19.04961
