"type","durationMinutes","startTime","endTime","startNum","endNum","eventDO"
"Moderately Severe",100.000000002279,"2023-07-15 04:42:22","2023-07-15 06:22:22",53.5704,53.57059,1.88861027272727
"Moderately Severe",59.9999999991269,"2023-07-27 01:42:22","2023-07-27 02:42:22",53.60293,53.60305,1.89325028571429
"Moderately Severe",119.999999998254,"2023-07-28 02:02:22","2023-07-28 04:02:22",53.60571,53.60594,1.45064437692308
"Moderately Severe",130.000000001843,"2023-07-29 02:32:22","2023-07-29 04:42:22",53.60851,53.60876,1.67562307142857
"Moderately Severe",59.9999999953923,"2023-07-30 05:02:22","2023-07-30 06:02:22",53.61153,53.61165,1.95329528571429
"Moderate",110.000000002134,"2023-07-01 04:32:21","2023-07-01 06:22:21",53.53203,53.53223,2.67846183333333
"Moderate",89.9999999986903,"2023-07-02 05:42:21","2023-07-02 07:12:21",53.5349,53.53507,2.624297
"Moderate",150.000000001552,"2023-07-03 05:22:21","2023-07-03 07:52:21",53.5376,53.53788,2.6443135
"Moderate",159.999999997672,"2023-07-04 06:12:21","2023-07-04 08:52:21",53.54043,53.54074,2.47604876470588
"Moderate",100.000000002279,"2023-07-04 18:52:21","2023-07-04 20:32:21",53.54188,53.54207,2.88534090909091
"Moderate",69.9999999952468,"2023-07-06 21:22:21","2023-07-06 22:32:21",53.54765,53.54778,2.743597875
"Moderate",90.0000000024249,"2023-07-07 22:02:21","2023-07-07 23:32:21",53.55046,53.55063,2.5853932
"Moderate",129.999999998108,"2023-07-08 08:42:21","2023-07-08 10:52:21",53.55168,53.55193,2.89721885714286
"Moderate",90.0000000024249,"2023-07-08 23:02:21","2023-07-09 00:32:21",53.55331,53.55349,2.5904683
"Moderate",79.9999999988358,"2023-07-10 00:02:21","2023-07-10 01:22:21",53.55617,53.55632,2.89971144444444
"Moderate",150.000000001552,"2023-07-11 00:02:21","2023-07-11 02:32:21",53.55891,53.55919,2.556193375
"Moderate",179.999999997381,"2023-07-12 00:42:21","2023-07-12 03:42:21",53.56172,53.56207,2.40983773684211
"Moderate",200.000000004559,"2023-07-13 01:22:21","2023-07-13 04:42:21",53.56454,53.56492,2.33311771428571
"Moderate",210.000000004413,"2023-07-14 02:12:21","2023-07-14 05:42:21",53.56738,53.56777,2.62213304545455
"Moderate",250.000000003831,"2023-07-15 02:22:22","2023-07-15 06:32:22",53.57013,53.57061,2.19351611538462
"Moderate",190.00000000097,"2023-07-16 03:52:22","2023-07-16 07:02:22",53.57304,53.57341,2.3244727
"Moderate",269.999999999806,"2023-07-17 03:32:22","2023-07-17 08:02:22",53.57575,53.57626,2.67175239285714
"Moderate",220.000000000533,"2023-07-18 04:52:22","2023-07-18 08:32:22",53.57864,53.57906,2.63018930434783
"Moderate",189.999999993501,"2023-07-19 05:52:22","2023-07-19 09:02:22",53.58149,53.58185,2.7892897
"Moderate",59.9999999953923,"2023-07-19 20:12:22","2023-07-19 21:12:22",53.58313,53.58324,2.99496671428571
"Moderate",150.000000001552,"2023-07-20 07:02:22","2023-07-20 09:32:22",53.58437,53.58465,2.7663083125
"Moderate",149.999999997817,"2023-07-21 07:22:22","2023-07-21 09:52:22",53.58714,53.58743,2.7683161875
"Moderate",70.000000002716,"2023-07-23 22:42:22","2023-07-23 23:52:22",53.59437,53.59451,2.483509875
"Moderate",70.000000002716,"2023-07-24 10:42:22","2023-07-24 11:52:22",53.59574,53.59588,2.923460375
"Moderate",89.9999999986903,"2023-07-24 23:12:22","2023-07-25 00:42:22",53.59717,53.59734,2.7375199
"Moderate",159.999999997672,"2023-07-25 23:12:22","2023-07-26 01:52:22",53.59991,53.60021,2.389431
"Moderate",200.000000004559,"2023-07-26 23:32:22","2023-07-27 02:52:22",53.60269,53.60307,2.32320538095238
"Moderate",259.999999999951,"2023-07-27 23:42:22","2023-07-28 04:02:22",53.60545,53.60594,1.95922184814815
"Moderate",69.9999999989814,"2023-07-28 14:12:22","2023-07-28 15:22:22",53.6071,53.60723,2.699536625
"Moderate",240.000000000242,"2023-07-29 00:52:22","2023-07-29 04:52:22",53.60832,53.60878,2.0235888
"Moderate",59.9999999953923,"2023-07-29 14:52:22","2023-07-29 15:52:22",53.60992,53.61003,3.04070157142857
"Moderate",189.999999993501,"2023-07-30 02:52:22","2023-07-30 06:02:22",53.61129,53.61165,2.36128065
"Moderate",110.000000002134,"2023-07-31 04:52:22","2023-07-31 06:42:22",53.61425,53.61446,2.59894575
"Moderate",159.999999997672,"2023-08-01 05:12:22","2023-08-01 07:52:22",53.61703,53.61734,2.59195135294118
"Moderate",149.999999994083,"2023-08-04 07:22:22","2023-08-04 09:52:22",53.6255,53.62578,2.8757733125
"Moderate",109.999999998399,"2023-08-05 21:32:22","2023-08-05 23:22:22",53.62986,53.63007,2.43153983333333
"Moderate",69.9999999989814,"2023-08-06 09:32:22","2023-08-06 10:42:22",53.63123,53.63136,2.954604875
"Moderate",110.000000002134,"2023-08-06 22:32:22","2023-08-07 00:22:22",53.63271,53.63292,2.59806625
"Moderate",159.999999997672,"2023-08-07 09:22:22","2023-08-07 12:02:22",53.63395,53.63425,2.63314805882353
"Moderate",159.999999997672,"2023-08-08 23:42:22","2023-08-09 02:22:22",53.63832,53.63863,2.62782176470588
"Marginal",69.9999999989814,"2023-06-17 06:12:20","2023-06-17 07:22:20",53.49386,53.49399,3.339597625
"Marginal",59.9999999991269,"2023-06-28 02:12:21","2023-06-28 03:12:21",53.52354,53.52365,2.79886285714286
"Marginal",109.999999998399,"2023-06-29 02:32:21","2023-06-29 04:22:21",53.52632,53.52653,2.98784041666667
"Marginal",79.9999999988358,"2023-06-30 04:02:21","2023-06-30 05:22:21",53.52923,53.52938,2.96530155555556
"Marginal",129.999999998108,"2023-07-01 04:12:21","2023-07-01 06:22:21",53.53199,53.53223,2.76230021428571
"Marginal",160.000000001406,"2023-07-02 04:32:21","2023-07-02 07:12:21",53.53476,53.53507,2.87775376470588
"Marginal",210.000000004413,"2023-07-03 04:22:21","2023-07-03 07:52:21",53.53749,53.53788,2.81167036363636
"Marginal",220.000000000533,"2023-07-04 05:12:21","2023-07-04 08:52:21",53.54032,53.54074,2.67348617391304
"Marginal",179.999999997381,"2023-07-04 17:42:21","2023-07-04 20:42:21",53.54175,53.54209,3.00629184210526
"Marginal",199.99999999709,"2023-07-05 06:12:21","2023-07-05 09:32:21",53.54317,53.54355,3.1009599047619
"Marginal",79.9999999988358,"2023-07-05 20:12:21","2023-07-05 21:32:21",53.54477,53.54492,3.24254733333333
"Marginal",180.000000001115,"2023-07-06 06:52:21","2023-07-06 09:52:21",53.54599,53.54633,3.39979652631579
"Marginal",119.999999998254,"2023-07-06 20:32:21","2023-07-06 22:32:21",53.54755,53.54778,2.96031930769231
"Marginal",179.999999997381,"2023-07-07 07:02:21","2023-07-07 10:02:21",53.54875,53.54909,3.29027847368421
"Marginal",150.000000001552,"2023-07-07 21:02:21","2023-07-07 23:32:21",53.55035,53.55063,2.8322926875
"Marginal",250.000000000097,"2023-07-08 07:42:21","2023-07-08 11:52:21",53.55156,53.55204,3.03870838461538
"Marginal",149.999999997817,"2023-07-08 22:02:21","2023-07-09 00:32:21",53.5532,53.55349,2.8182591875
"Marginal",70.000000002716,"2023-07-09 08:52:21","2023-07-09 10:02:21",53.55444,53.55457,3.335550125
"Marginal",170.000000001261,"2023-07-09 22:32:21","2023-07-10 01:22:21",53.556,53.55632,3.06373944444444
"Marginal",79.9999999988358,"2023-07-10 10:12:21","2023-07-10 11:32:21",53.55733,53.55748,3.39303033333333
"Marginal",200.000000000824,"2023-07-10 23:12:21","2023-07-11 02:32:21",53.55881,53.55919,2.71181771428571
"Marginal",239.999999996508,"2023-07-11 23:42:21","2023-07-12 03:42:21",53.56161,53.56207,2.60776268
"Marginal",250.000000003831,"2023-07-13 00:32:21","2023-07-13 04:42:21",53.56445,53.56492,2.51320692307692
"Marginal",260.000000003686,"2023-07-14 01:22:21","2023-07-14 05:42:21",53.56728,53.56777,2.72940522222222
"Marginal",169.999999997526,"2023-07-14 13:52:22","2023-07-14 16:42:22",53.56871,53.56903,3.26030905555556
"Marginal",279.99999999966,"2023-07-15 01:52:22","2023-07-15 06:32:22",53.57008,53.57061,2.29341251724138
"Marginal",249.999999996362,"2023-07-16 02:52:22","2023-07-16 07:02:22",53.57293,53.57341,2.52159857692308
"Marginal",300.000000003104,"2023-07-17 03:02:22","2023-07-17 08:02:22",53.57569,53.57626,2.72543248387097
"Marginal",159.999999997672,"2023-07-17 17:02:22","2023-07-17 19:42:22",53.57729,53.57759,3.38621852941176
"Marginal",269.999999999806,"2023-07-18 04:12:22","2023-07-18 08:42:22",53.57856,53.57908,2.72843664285714
"Marginal",269.999999999806,"2023-07-19 04:52:22","2023-07-19 09:22:22",53.58138,53.58189,2.90383385714286
"Marginal",129.999999998108,"2023-07-19 19:02:22","2023-07-19 21:12:22",53.583,53.58324,3.23263135714286
"Marginal",220.000000000533,"2023-07-20 05:52:22","2023-07-20 09:32:22",53.58423,53.58465,2.89167182608696
"Marginal",220.000000000533,"2023-07-21 06:22:22","2023-07-21 10:02:22",53.58703,53.58745,2.90076813043478
"Marginal",219.999999996799,"2023-07-22 06:52:22","2023-07-22 10:32:22",53.58983,53.59024,3.11192552173913
"Marginal",129.999999998108,"2023-07-22 20:42:22","2023-07-22 22:52:22",53.5914,53.59165,3.16186442857143
"Marginal",170.000000004995,"2023-07-23 07:32:22","2023-07-23 10:22:22",53.59264,53.59296,3.37577705555556
"Marginal",170.000000004995,"2023-07-23 21:02:22","2023-07-23 23:52:22",53.59418,53.59451,2.87980833333333
"Marginal",229.999999996653,"2023-07-24 08:12:22","2023-07-24 12:02:22",53.59546,53.59589,3.173876875
"Marginal",189.999999993501,"2023-07-24 21:42:22","2023-07-25 00:52:22",53.597,53.59736,3.04933265
"Marginal",150.000000001552,"2023-07-25 09:22:22","2023-07-25 11:52:22",53.59833,53.59862,3.5246150625
"Marginal",209.999999996944,"2023-07-25 22:22:22","2023-07-26 01:52:22",53.59981,53.60021,2.58660927272727
"Marginal",140.000000001697,"2023-07-26 09:52:22","2023-07-26 12:12:22",53.60113,53.60139,3.44296393333333
"Marginal",210.000000004413,"2023-07-26 23:22:22","2023-07-27 02:52:22",53.60267,53.60307,2.369133
