"type","durationMinutes","startTime","endTime","startNum","endNum","eventDO"
"Marginal",59.9999999953923,"2023-09-09 01:34:00","2023-09-09 02:34:00",53.72347,53.72358,3.1606822
"Marginal",90.0000000024249,"2023-09-10 02:19:00","2023-09-10 03:49:00",53.72629,53.72646,2.83062757142857
"Marginal",59.9999999991269,"2023-09-12 04:19:00","2023-09-12 05:19:00",53.732,53.73211,3.0067606
"Marginal",60.0000000028615,"2023-09-13 05:04:00","2023-09-13 06:04:00",53.73482,53.73494,3.1013766
"Marginal",59.9999999991269,"2023-09-14 05:34:00","2023-09-14 06:34:00",53.73762,53.73774,3.6541636
"Sub-Optimal",74.9999999989086,"2023-09-05 22:19:00","2023-09-05 23:34:00",53.71488,53.71502,3.16182733333333
"Sub-Optimal",374.999999994543,"2023-09-06 05:19:00","2023-09-06 11:34:00",53.71568,53.71639,4.62885269230769
"Sub-Optimal",105.000000002207,"2023-09-06 22:49:00","2023-09-07 00:34:00",53.71767,53.71787,3.83596525
"Sub-Optimal",119.999999998254,"2023-09-07 06:04:00","2023-09-07 08:04:00",53.7185,53.71873,4.606326
"Sub-Optimal",104.999999994737,"2023-09-08 00:04:00","2023-09-08 01:49:00",53.72056,53.72076,4.247892375
"Sub-Optimal",165.000000001334,"2023-09-08 09:19:00","2023-09-08 12:04:00",53.72161,53.72193,4.60829366666667
"Sub-Optimal",255.000000000024,"2023-09-08 23:19:00","2023-09-09 03:34:00",53.72321,53.72369,4.08278666666667
"Sub-Optimal",89.9999999986903,"2023-09-09 10:19:00","2023-09-09 11:49:00",53.72447,53.72464,4.62556114285714
"Sub-Optimal",195.000000000897,"2023-09-10 01:04:00","2023-09-10 04:19:00",53.72615,53.72652,3.59878007142857
"Sub-Optimal",150.000000001552,"2023-09-10 23:34:00","2023-09-11 02:04:00",53.72872,53.729,4.45643281818182
"Sub-Optimal",255.000000000024,"2023-09-12 01:49:00","2023-09-12 06:04:00",53.73171,53.7322,3.78205655555556
"Sub-Optimal",59.9999999991269,"2023-09-12 22:34:00","2023-09-12 23:34:00",53.73408,53.7342,4.2735622
"Sub-Optimal",239.999999996508,"2023-09-13 03:04:00","2023-09-13 07:04:00",53.7346,53.73505,3.78471464705882
"Sub-Optimal",254.999999996289,"2023-09-14 03:04:00","2023-09-14 07:19:00",53.73734,53.73782,4.08728411111111
"Sub-Optimal",255.000000000024,"2023-09-15 03:34:00","2023-09-15 07:49:00",53.74013,53.74062,4.2209435
"Sub-Optimal",240.000000003977,"2023-09-16 04:04:00","2023-09-16 08:04:00",53.74293,53.74339,4.25248729411765
"Sub-Optimal",255.000000003758,"2023-09-17 04:49:00","2023-09-17 09:04:00",53.74576,53.74624,4.489072
"Sub-Optimal",134.999999998035,"2023-09-18 06:34:00","2023-09-18 08:49:00",53.74869,53.74895,4.4310943
"Sub-Optimal",225.00000000046,"2023-09-19 02:34:00","2023-09-19 06:19:00",53.75098,53.75141,4.44504475
"Sub-Optimal",435.000000001139,"2023-09-20 03:19:00","2023-09-20 10:34:00",53.7538,53.75463,4.1533352
"Sub-Optimal",269.999999999806,"2023-09-21 04:19:00","2023-09-21 08:49:00",53.75666,53.75717,4.512895
