"type","durationMinutes","startTime","endTime","startNum","endNum","eventDO"
"Moderately Severe",79.9999999988358,"2023-07-15 03:16:18","2023-07-15 04:36:18",53.57024,53.57039,2.06178544444444
"Moderate",110.000000002134,"2023-07-08 22:26:18","2023-07-09 00:16:18",53.55325,53.55346,2.41582033333333
"Moderate",100.000000002279,"2023-07-09 02:06:18","2023-07-09 03:46:18",53.55366,53.55386,2.81733936363636
"Moderate",119.999999998254,"2023-07-14 00:16:18","2023-07-14 02:16:18",53.56715,53.56738,2.87610538461538
"Moderate",259.999999999951,"2023-07-15 01:06:18","2023-07-15 05:26:18",53.56999,53.57048,2.45703418518519
"Moderate",109.999999994665,"2023-07-15 10:46:18","2023-07-15 12:36:18",53.57109,53.5713,2.56190208333333
"Moderate",460.000000000775,"2023-07-16 00:46:18","2023-07-16 08:26:18",53.57269,53.57357,2.62549863829787
"Marginal",330.000000002667,"2023-07-08 22:16:18","2023-07-09 03:46:18",53.55323,53.55386,2.92506670588235
"Marginal",80.0000000025705,"2023-07-10 02:46:18","2023-07-10 04:06:18",53.55648,53.55663,3.40046533333333
"Marginal",69.9999999952468,"2023-07-12 06:16:18","2023-07-12 07:26:18",53.56236,53.56249,3.327447875
"Marginal",200.000000000824,"2023-07-13 23:56:18","2023-07-14 03:16:18",53.56712,53.5675,3.06036057142857
"Marginal",410.000000001503,"2023-07-15 00:56:18","2023-07-15 07:46:18",53.56997,53.57075,2.77912333333333
"Marginal",140.000000001697,"2023-07-15 10:26:18","2023-07-15 12:46:18",53.57105,53.57132,2.720908
"Marginal",570.000000002909,"2023-07-16 00:36:18","2023-07-16 10:06:18",53.57267,53.57376,2.75956382758621
"Marginal",340.000000002522,"2023-07-16 13:26:18","2023-07-16 19:06:18",53.57414,53.57478,3.365257
"Marginal",89.9999999986903,"2023-07-17 05:36:18","2023-07-17 07:06:18",53.57598,53.57615,2.9112758
"Sub-Optimal",159.999999997672,"2023-06-20 21:06:17","2023-06-20 23:46:17",53.50378,53.50408,4.47423129411765
"Sub-Optimal",79.9999999988358,"2023-06-24 00:26:17","2023-06-24 01:46:17",53.51238,53.51253,4.607569
"Sub-Optimal",130.000000001843,"2023-06-27 03:26:18","2023-06-27 05:36:18",53.52094,53.52119,4.78787735714286
"Sub-Optimal",120.000000001988,"2023-06-28 05:46:18","2023-06-28 07:46:18",53.52395,53.52417,4.67185330769231
"Sub-Optimal",239.999999996508,"2023-07-01 04:06:18","2023-07-01 08:06:18",53.53198,53.53243,4.47492612
"Sub-Optimal",100.000000002279,"2023-07-02 06:36:18","2023-07-02 08:16:18",53.535,53.53519,4.68926290909091
"Sub-Optimal",190.00000000097,"2023-07-08 00:06:18","2023-07-08 03:16:18",53.5507,53.55106,3.6751215
"Sub-Optimal",69.9999999952468,"2023-07-08 09:06:18","2023-07-08 10:16:18",53.55172,53.55186,4.48028375
"Sub-Optimal",160.000000005141,"2023-07-08 15:26:18","2023-07-08 18:06:18",53.55245,53.55275,4.39880247058823
"Sub-Optimal",389.999999998059,"2023-07-08 21:56:18","2023-07-09 04:26:18",53.55319,53.55393,3.148555525
"Sub-Optimal",719.999999996992,"2023-07-09 21:36:18","2023-07-10 09:36:18",53.55589,53.55726,4.01180264383562
"Sub-Optimal",70.000000002716,"2023-07-11 20:56:18","2023-07-11 22:06:18",53.56129,53.56143,3.918965375
"Sub-Optimal",340.000000002522,"2023-07-12 04:26:18","2023-07-12 10:06:18",53.56215,53.5628,4.19690031428571
"Sub-Optimal",1209.99999999733,"2023-07-13 19:26:18","2023-07-14 15:36:18",53.5666,53.5689,4.16006390163934
"Sub-Optimal",1140.00000000208,"2023-07-14 17:56:18","2023-07-15 12:56:18",53.56917,53.57134,3.43118647826087
"Sub-Optimal",1549.99999999612,"2023-07-15 17:26:18","2023-07-16 19:16:18",53.57185,53.5748,3.36989255769231
"Sub-Optimal",NA,"2023-07-16 20:46:18",NA,53.57497,NA,NA
