"type","durationMinutes","startTime","endTime","startNum","endNum","eventDO"
"Moderate",200.000000000824,"2023-08-10 00:02:22","2023-08-10 03:22:22",53.6411,53.64148,2.44744904761905
"Moderate",79.9999999988358,"2023-08-11 02:32:22","2023-08-11 03:52:22",53.64413,53.64428,2.76215655555556
"Moderate",130.000000001843,"2023-08-12 03:02:22","2023-08-12 05:12:22",53.64692,53.64717,2.64143314285714
"Moderate",109.999999998399,"2023-08-14 05:12:22","2023-08-14 07:02:22",53.65265,53.65286,2.87345208333333
"Moderate",100.000000002279,"2023-08-16 06:12:22","2023-08-16 07:52:22",53.65824,53.65843,2.76890127272727
"Moderate",79.9999999988358,"2023-08-17 07:12:22","2023-08-17 08:32:22",53.6611,53.66125,3.04679944444444
"Moderate",90.0000000024249,"2023-08-27 02:42:22","2023-08-27 04:12:22",53.68798,53.68815,2.6769273
"Moderate",89.9999999986903,"2023-08-28 03:52:22","2023-08-28 05:22:22",53.69085,53.69102,2.6245773
"Moderate",79.9999999988358,"2023-09-05 23:02:22","2023-09-06 00:22:22",53.71496,53.71511,2.53024711111111
"Marginal",259.999999999951,"2023-08-09 23:02:22","2023-08-10 03:22:22",53.64099,53.64148,2.61087885185185
"Marginal",139.999999997963,"2023-08-10 12:12:22","2023-08-10 14:32:22",53.64249,53.64276,3.37014966666667
"Marginal",170.000000001261,"2023-08-11 01:12:22","2023-08-11 04:02:22",53.64397,53.6443,2.97521811111111
"Marginal",200.000000000824,"2023-08-12 01:52:22","2023-08-12 05:12:22",53.64679,53.64717,2.83797433333333
"Marginal",180.000000001115,"2023-08-14 04:02:22","2023-08-14 07:02:22",53.65252,53.65286,3.08944915789474
"Marginal",150.000000001552,"2023-08-15 16:52:22","2023-08-15 19:22:22",53.65672,53.65701,3.2265151875
"Marginal",210.000000000679,"2023-08-16 04:22:22","2023-08-16 07:52:22",53.65803,53.65843,2.98757913636364
"Marginal",169.999999997526,"2023-08-17 05:42:22","2023-08-17 08:32:22",53.66093,53.66125,3.22053938888889
"Marginal",99.9999999985448,"2023-08-21 21:52:22","2023-08-21 23:32:22",53.67373,53.67392,3.11002436363636
"Marginal",79.9999999988358,"2023-08-22 22:52:22","2023-08-23 00:12:22",53.67658,53.67674,3.08706555555556
"Marginal",60.0000000028615,"2023-08-24 00:02:22","2023-08-24 01:02:22",53.67946,53.67957,3.24514757142857
"Marginal",140.000000001697,"2023-08-26 00:32:22","2023-08-26 02:52:22",53.68499,53.68526,3.0606128
"Marginal",150.000000001552,"2023-08-27 01:42:22","2023-08-27 04:12:22",53.68787,53.68815,2.8906943125
"Marginal",149.999999997817,"2023-08-28 02:52:22","2023-08-28 05:22:22",53.69074,53.69102,2.8522321875
"Marginal",79.9999999988358,"2023-08-29 04:52:22","2023-08-29 06:12:22",53.69371,53.69386,3.19761188888889
"Marginal",119.999999998254,"2023-08-30 05:02:22","2023-08-30 07:02:22",53.69647,53.69669,2.97251576923077
"Marginal",129.999999998108,"2023-08-31 05:52:22","2023-08-31 08:02:22",53.6993,53.69955,3.15568042857143
"Marginal",99.9999999985448,"2023-09-03 21:12:22","2023-09-03 22:52:22",53.70927,53.70946,2.97719436363636
"Marginal",139.999999994228,"2023-09-04 08:12:22","2023-09-04 10:32:22",53.71053,53.71079,3.37146346666667
"Marginal",100.000000002279,"2023-09-04 22:02:22","2023-09-04 23:42:22",53.7121,53.7123,3.02647245454545
"Marginal",140.000000001697,"2023-09-05 08:42:22","2023-09-05 11:02:22",53.71332,53.71359,3.32188973333333
"Marginal",150.000000001552,"2023-09-05 21:52:22","2023-09-06 00:22:22",53.71483,53.71511,2.8582790625
"Sub-Optimal",289.99999999578,"2023-08-10 09:42:22","2023-08-10 14:32:22",53.6422,53.64276,3.72743463333333
"Sub-Optimal",299.999999999369,"2023-08-10 23:02:22","2023-08-11 04:02:22",53.64373,53.6443,3.42408519354839
"Sub-Optimal",249.999999996362,"2023-08-11 11:42:22","2023-08-11 15:52:22",53.64517,53.64565,4.46106215384615
"Sub-Optimal",300.000000003104,"2023-08-12 00:12:22","2023-08-12 05:12:22",53.6466,53.64717,3.22531725806452
"Sub-Optimal",240.000000003977,"2023-08-12 13:02:22","2023-08-12 17:02:22",53.64806,53.64852,3.8523054
"Sub-Optimal",249.999999996362,"2023-08-13 02:02:22","2023-08-13 06:12:22",53.64955,53.65002,4.19017507692308
"Sub-Optimal",269.999999999806,"2023-08-13 13:12:22","2023-08-13 17:42:22",53.65082,53.65134,4.316679
"Sub-Optimal",289.99999999578,"2023-08-14 02:12:22","2023-08-14 07:02:22",53.65231,53.65286,3.4810829
"Sub-Optimal",170.000000004995,"2023-08-14 15:52:22","2023-08-14 18:42:22",53.65387,53.65419,4.63635511111111
"Sub-Optimal",230.000000000388,"2023-08-15 03:32:22","2023-08-15 07:22:22",53.6552,53.65564,3.9443225
"Sub-Optimal",259.999999999951,"2023-08-15 15:12:22","2023-08-15 19:32:22",53.65653,53.65703,3.54820125925926
