"type","durationMinutes","startTime","endTime","startNum","endNum","eventDO"
"Moderately Severe",140.000000001697,"2023-07-29 05:40:00","2023-07-29 08:00:00",53.60887,53.60913,1.85084386666667
"Moderate",100.000000002279,"2023-07-13 05:50:00","2023-07-13 07:30:00",53.56505,53.56524,2.43959863636364
"Moderate",80.0000000025705,"2023-07-14 07:10:00","2023-07-14 08:30:00",53.56794,53.56809,2.71961566666667
"Moderate",90.0000000024249,"2023-07-15 07:40:00","2023-07-15 09:10:00",53.57074,53.57091,2.7341897
"Moderate",99.9999999985448,"2023-07-16 08:20:00","2023-07-16 10:00:00",53.57355,53.57374,2.424769
"Moderate",79.9999999988358,"2023-07-17 09:20:00","2023-07-17 10:40:00",53.57641,53.57656,2.64766988888889
"Moderate",110.000000002134,"2023-07-18 09:30:00","2023-07-18 11:20:00",53.57917,53.57938,2.397085
"Moderate",99.9999999948102,"2023-07-20 10:00:00","2023-07-20 11:40:00",53.5847,53.58489,2.62739681818182
"Moderate",99.9999999985448,"2023-07-27 04:10:00","2023-07-27 05:50:00",53.60322,53.60341,2.42647609090909
"Moderate",159.999999997672,"2023-07-28 04:30:00","2023-07-28 07:10:00",53.60599,53.6063,2.69896852941176
"Moderate",169.999999997526,"2023-07-29 05:10:00","2023-07-29 08:00:00",53.60881,53.60913,1.97824683333333
"Moderate",309.999999999224,"2023-07-30 05:30:00","2023-07-30 10:40:00",53.61159,53.61218,2.641721875
"Moderate",220.000000000533,"2023-07-31 06:30:00","2023-07-31 10:10:00",53.61444,53.61486,2.75172643478261
"Moderate",140.000000001697,"2023-08-01 08:40:00","2023-08-01 11:00:00",53.61743,53.61769,2.85906213333333
"Marginal",109.999999998399,"2023-07-14 06:50:00","2023-07-14 08:40:00",53.5679,53.56811,2.84940725
"Marginal",120.000000005723,"2023-07-15 07:20:00","2023-07-15 09:20:00",53.5707,53.57093,2.86025015384615
"Marginal",120.000000001988,"2023-07-16 08:00:00","2023-07-16 10:00:00",53.57352,53.57374,2.55712530769231
"Marginal",160.000000001406,"2023-07-17 08:10:00","2023-07-17 10:50:00",53.57627,53.57658,2.92239164705882
"Marginal",150.000000001552,"2023-07-18 09:00:00","2023-07-18 11:30:00",53.57911,53.57939,2.5913391875
"Marginal",110.000000002134,"2023-07-19 10:20:00","2023-07-19 12:10:00",53.582,53.58221,3.2570655
"Marginal",220.000000000533,"2023-07-20 09:20:00","2023-07-20 13:00:00",53.58463,53.58505,3.02679991304348
"Marginal",129.999999998108,"2023-07-21 11:20:00","2023-07-21 13:30:00",53.5876,53.58784,3.20159928571429
"Marginal",70.000000002716,"2023-07-26 03:40:00","2023-07-26 04:50:00",53.60042,53.60055,3.225003875
"Marginal",129.999999998108,"2023-07-27 03:40:00","2023-07-27 05:50:00",53.60316,53.60341,2.61418835714286
"Marginal",240.000000003977,"2023-07-28 03:30:00","2023-07-28 07:30:00",53.60588,53.60634,2.88293748
"Marginal",130.000000001843,"2023-07-28 12:10:00","2023-07-28 14:20:00",53.60687,53.60712,3.46168271428571
"Marginal",220.000000000533,"2023-07-29 04:20:00","2023-07-29 08:00:00",53.60871,53.60913,2.25817934782609
"Marginal",709.999999997137,"2023-07-30 02:50:00","2023-07-30 14:40:00",53.61128,53.61263,3.03566684722222
"Marginal",239.999999996508,"2023-07-31 06:20:00","2023-07-31 10:20:00",53.61442,53.61488,2.80046392
"Marginal",169.999999997526,"2023-08-01 08:20:00","2023-08-01 11:10:00",53.61739,53.61771,2.91938566666667
"Marginal",130.000000001843,"2023-08-06 00:30:00","2023-08-06 02:40:00",53.63019,53.63044,3.22255292857143
"Marginal",59.9999999953923,"2023-08-07 02:30:00","2023-08-07 03:30:00",53.63316,53.63328,3.06892671428571
"Marginal",NA,"2023-08-07 12:20:00",NA,53.63428,NA,NA
"Sub-Optimal",169.999999997526,"2023-07-13 04:50:00","2023-07-13 07:40:00",53.56494,53.56526,3.04519488888889
"Sub-Optimal",240.000000000242,"2023-07-14 05:50:00","2023-07-14 09:50:00",53.56779,53.56825,3.66235344
"Sub-Optimal",259.999999999951,"2023-07-15 06:00:00","2023-07-15 10:20:00",53.57055,53.57104,3.61292062962963
"Sub-Optimal",230.000000000388,"2023-07-16 07:20:00","2023-07-16 11:10:00",53.57344,53.57388,3.377207875
"Sub-Optimal",330.000000002667,"2023-07-17 06:30:00","2023-07-17 12:00:00",53.57608,53.57671,3.536562
"Sub-Optimal",289.999999999515,"2023-07-18 07:50:00","2023-07-18 12:40:00",53.57898,53.57953,3.31481956666667
"Sub-Optimal",59.9999999991269,"2023-07-19 00:00:00","2023-07-19 01:00:00",53.58082,53.58094,4.094018
"Sub-Optimal",169.999999997526,"2023-07-19 03:20:00","2023-07-19 06:10:00",53.5812,53.58153,3.97867627777778
"Sub-Optimal",319.999999999078,"2023-07-19 08:20:00","2023-07-19 13:40:00",53.58177,53.58238,3.72820393939394
"Sub-Optimal",60.0000000028615,"2023-07-19 23:40:00","2023-07-20 00:40:00",53.58352,53.58364,4.55685657142857
"Sub-Optimal",600.000000002473,"2023-07-20 03:40:00","2023-07-20 13:40:00",53.58398,53.58512,3.70625455737705
"Sub-Optimal",210.000000004413,"2023-07-21 10:10:00","2023-07-21 13:40:00",53.58746,53.58786,3.54136713636364
"Sub-Optimal",159.999999997672,"2023-07-22 10:30:00","2023-07-22 13:10:00",53.59024,53.59054,4.24410829411765
"Sub-Optimal",90.0000000024249,"2023-07-23 00:50:00","2023-07-23 02:20:00",53.59188,53.59205,4.2819049
"Sub-Optimal",429.999999997477,"2023-07-23 07:40:00","2023-07-23 14:50:00",53.59266,53.59347,4.30897838636364
"Sub-Optimal",79.9999999988358,"2023-07-24 01:40:00","2023-07-24 03:00:00",53.59471,53.59486,4.39566955555556
"Sub-Optimal",500.000000000193,"2023-07-24 07:30:00","2023-07-24 15:50:00",53.59538,53.59633,4.30836296078431
"Sub-Optimal",120.000000005723,"2023-07-25 02:00:00","2023-07-25 04:00:00",53.59749,53.59772,4.25716238461538
"Sub-Optimal",159.999999997672,"2023-07-25 11:20:00","2023-07-25 14:00:00",53.59855,53.59886,4.39812511764706
"Sub-Optimal",279.999999995925,"2023-07-26 01:00:00","2023-07-26 05:40:00",53.60011,53.60065,3.90534072413793
"Sub-Optimal",240.000000000242,"2023-07-26 11:00:00","2023-07-26 15:00:00",53.60126,53.60171,4.19170416
"Sub-Optimal",240.000000003977,"2023-07-27 02:20:00","2023-07-27 06:20:00",53.60301,53.60346,3.36647856
"Sub-Optimal",259.999999996217,"2023-07-27 10:50:00","2023-07-27 15:10:00",53.60398,53.60447,4.24871337037037
"Sub-Optimal",930.000000001405,"2023-07-28 01:10:00","2023-07-28 16:40:00",53.60561,53.60738,3.75087344680851
"Sub-Optimal",59.9999999953923,"2023-07-28 18:20:00","2023-07-28 19:20:00",53.60757,53.60769,4.825071
"Sub-Optimal",660.0000000016,"2023-07-28 23:00:00","2023-07-29 10:00:00",53.60811,53.60936,3.42232617910448
"Sub-Optimal",249.999999996362,"2023-07-29 13:00:00","2023-07-29 17:10:00",53.6097,53.61018,4.43609715384615
"Sub-Optimal",1059.99999999578,"2023-07-30 00:20:00","2023-07-30 18:00:00",53.611,53.61301,3.40089694392523
"Sub-Optimal",639.999999994421,"2023-07-31 00:20:00","2023-07-31 11:00:00",53.61374,53.61495,3.60524978461538
"Sub-Optimal",499.999999996459,"2023-08-01 03:20:00","2023-08-01 11:40:00",53.61682,53.61777,3.65967670588235
"Sub-Optimal",279.999999995925,"2023-08-02 07:50:00","2023-08-02 12:30:00",53.62007,53.62061,3.86499710344828
"Sub-Optimal",269.999999999806,"2023-08-03 08:40:00","2023-08-03 13:10:00",53.62291,53.62342,4.15808407142857
"Sub-Optimal",289.99999999578,"2023-08-04 09:10:00","2023-08-04 14:00:00",53.6257,53.62626,4.07759776666667
"Sub-Optimal",130.000000005577,"2023-08-04 23:40:00","2023-08-05 01:50:00",53.62736,53.62761,4.285519
"Sub-Optimal",209.999999996944,"2023-08-05 09:20:00","2023-08-05 12:50:00",53.62846,53.62886,4.20602286363636
"Sub-Optimal",210.000000000679,"2023-08-05 23:10:00","2023-08-06 02:40:00",53.63004,53.63044,3.77408354545455
"Sub-Optimal",210.000000000679,"2023-08-06 10:00:00","2023-08-06 13:30:00",53.63128,53.63168,4.24315627272727
"Sub-Optimal",169.999999997526,"2023-08-07 01:00:00","2023-08-07 03:50:00",53.63299,53.63331,3.75643105555556
