#,Date-Time (EDT),Ch:1 - Temperature   (°C),Started Offset,Button Down,Button Up,Host Connected,End of File
1,07/09/2024 09:47:27,,Logged,,,,
2,07/09/2024 09:47:48,29.834,,,,,
3,07/09/2024 09:52:48,28.998,,,,,
4,07/09/2024 09:57:48,26.252,,,,,
5,07/09/2024 10:02:48,25.770,,,,,
6,07/09/2024 10:07:48,25.641,,,,,
7,07/09/2024 10:12:48,25.630,,,,,
8,07/09/2024 10:17:48,25.695,,,,,
9,07/09/2024 10:22:48,25.802,,,,,
10,07/09/2024 10:27:48,25.995,,,,,
11,07/09/2024 10:32:48,25.866,,,,,
12,07/09/2024 10:37:48,25.780,,,,,
13,07/09/2024 10:42:48,25.952,,,,,
14,07/09/2024 10:47:48,25.802,,,,,
15,07/09/2024 10:52:48,25.394,,,,,
16,07/09/2024 10:57:48,24.890,,,,,
17,07/09/2024 11:02:48,24.568,,,,,
18,07/09/2024 11:07:48,24.161,,,,,
19,07/09/2024 11:12:48,24.118,,,,,
20,07/09/2024 11:17:48,24.139,,,,,
21,07/09/2024 11:22:48,24.107,,,,,
22,07/09/2024 11:27:48,24.129,,,,,
23,07/09/2024 11:32:48,24.129,,,,,
24,07/09/2024 11:37:48,23.936,,,,,
25,07/09/2024 11:42:48,23.796,,,,,
26,07/09/2024 11:47:48,23.753,,,,,
27,07/09/2024 11:52:48,23.646,,,,,
28,07/09/2024 11:57:48,23.528,,,,,
29,07/09/2024 12:02:48,23.421,,,,,
30,07/09/2024 12:07:48,23.314,,,,,
31,07/09/2024 12:12:48,23.239,,,,,
32,07/09/2024 12:17:48,23.110,,,,,
33,07/09/2024 12:22:48,23.003,,,,,
34,07/09/2024 12:27:48,22.842,,,,,
35,07/09/2024 12:32:48,22.788,,,,,
36,07/09/2024 12:37:48,22.638,,,,,
37,07/09/2024 12:42:48,22.509,,,,,
38,07/09/2024 12:47:48,22.541,,,,,
39,07/09/2024 12:52:48,22.584,,,,,
40,07/09/2024 12:57:48,22.670,,,,,
41,07/09/2024 13:02:48,22.692,,,,,
42,07/09/2024 13:07:48,22.724,,,,,
43,07/09/2024 13:12:48,22.777,,,,,
44,07/09/2024 13:17:48,22.820,,,,,
45,07/09/2024 13:22:48,22.970,,,,,
46,07/09/2024 13:27:48,23.121,,,,,
47,07/09/2024 13:32:48,23.163,,,,,
48,07/09/2024 13:37:48,23.249,,,,,
49,07/09/2024 13:42:48,23.314,,,,,
50,07/09/2024 13:47:48,23.346,,,,,
51,07/09/2024 13:52:48,23.335,,,,,
52,07/09/2024 13:57:48,23.281,,,,,
53,07/09/2024 14:02:48,23.281,,,,,
54,07/09/2024 14:07:48,23.249,,,,,
55,07/09/2024 14:12:48,23.249,,,,,
56,07/09/2024 14:17:48,23.335,,,,,
57,07/09/2024 14:22:48,23.389,,,,,
58,07/09/2024 14:27:48,23.507,,,,,
59,07/09/2024 14:32:48,23.571,,,,,
60,07/09/2024 14:37:48,23.678,,,,,
61,07/09/2024 14:42:48,23.732,,,,,
62,07/09/2024 14:47:48,23.775,,,,,
63,07/09/2024 14:52:48,23.807,,,,,
64,07/09/2024 14:57:48,23.828,,,,,
65,07/09/2024 15:02:48,23.818,,,,,
66,07/09/2024 15:07:48,23.828,,,,,
67,07/09/2024 15:12:48,23.882,,,,,
68,07/09/2024 15:17:48,23.914,,,,,
69,07/09/2024 15:22:48,24.000,,,,,
70,07/09/2024 15:27:48,24.129,,,,,
71,07/09/2024 15:32:48,24.257,,,,,
72,07/09/2024 15:37:48,24.397,,,,,
73,07/09/2024 15:42:48,24.568,,,,,
74,07/09/2024 15:47:48,24.719,,,,,
75,07/09/2024 15:52:48,24.912,,,,,
76,07/09/2024 15:57:48,25.083,,,,,
77,07/09/2024 16:02:48,25.201,,,,,
78,07/09/2024 16:07:48,25.319,,,,,
79,07/09/2024 16:12:48,25.523,,,,,
80,07/09/2024 16:17:48,25.662,,,,,
81,07/09/2024 16:22:48,25.802,,,,,
82,07/09/2024 16:27:48,25.909,,,,,
83,07/09/2024 16:32:48,26.016,,,,,
84,07/09/2024 16:37:48,26.156,,,,,
85,07/09/2024 16:42:48,26.284,,,,,
86,07/09/2024 16:47:48,26.435,,,,,
87,07/09/2024 16:52:48,26.563,,,,,
88,07/09/2024 16:57:48,26.713,,,,,
89,07/09/2024 17:02:48,26.874,,,,,
90,07/09/2024 17:07:48,27.046,,,,,
91,07/09/2024 17:12:48,27.207,,,,,
92,07/09/2024 17:17:48,27.400,,,,,
93,07/09/2024 17:22:48,27.571,,,,,
94,07/09/2024 17:27:48,27.732,,,,,
95,07/09/2024 17:32:48,27.893,,,,,
96,07/09/2024 17:37:48,28.022,,,,,
97,07/09/2024 17:42:48,28.108,,,,,
98,07/09/2024 17:47:48,28.204,,,,,
99,07/09/2024 17:52:48,28.258,,,,,
100,07/09/2024 17:57:48,28.311,,,,,
101,07/09/2024 18:02:48,28.354,,,,,
102,07/09/2024 18:07:48,28.376,,,,,
103,07/09/2024 18:12:48,28.397,,,,,
104,07/09/2024 18:17:48,28.408,,,,,
105,07/09/2024 18:22:48,28.429,,,,,
106,07/09/2024 18:27:48,28.429,,,,,
107,07/09/2024 18:32:48,28.440,,,,,
108,07/09/2024 18:37:48,28.451,,,,,
109,07/09/2024 18:42:48,28.440,,,,,
110,07/09/2024 18:47:48,28.429,,,,,
111,07/09/2024 18:52:48,28.429,,,,,
112,07/09/2024 18:57:48,28.419,,,,,
113,07/09/2024 19:02:48,28.408,,,,,
114,07/09/2024 19:07:48,28.397,,,,,
115,07/09/2024 19:12:48,28.376,,,,,
116,07/09/2024 19:17:48,28.354,,,,,
117,07/09/2024 19:22:48,28.344,,,,,
118,07/09/2024 19:27:48,28.322,,,,,
119,07/09/2024 19:32:48,28.301,,,,,
120,07/09/2024 19:37:48,28.279,,,,,
121,07/09/2024 19:42:48,28.258,,,,,
122,07/09/2024 19:47:48,28.247,,,,,
123,07/09/2024 19:52:48,28.226,,,,,
124,07/09/2024 19:57:48,28.204,,,,,
125,07/09/2024 20:02:48,28.194,,,,,
126,07/09/2024 20:07:48,28.161,,,,,
127,07/09/2024 20:12:48,28.140,,,,,
128,07/09/2024 20:17:48,28.108,,,,,
129,07/09/2024 20:22:48,28.086,,,,,
130,07/09/2024 20:27:48,28.054,,,,,
131,07/09/2024 20:32:48,28.033,,,,,
132,07/09/2024 20:37:48,28.000,,,,,
133,07/09/2024 20:42:48,27.979,,,,,
134,07/09/2024 20:47:48,27.947,,,,,
135,07/09/2024 20:52:48,27.915,,,,,
136,07/09/2024 20:57:48,27.893,,,,,
137,07/09/2024 21:02:48,27.850,,,,,
138,07/09/2024 21:07:48,27.829,,,,,
139,07/09/2024 21:12:48,27.797,,,,,
140,07/09/2024 21:17:48,27.765,,,,,
141,07/09/2024 21:22:48,27.711,,,,,
142,07/09/2024 21:27:48,27.679,,,,,
143,07/09/2024 21:32:48,27.625,,,,,
144,07/09/2024 21:37:48,27.593,,,,,
145,07/09/2024 21:42:48,27.550,,,,,
146,07/09/2024 21:47:48,27.529,,,,,
147,07/09/2024 21:52:48,27.486,,,,,
148,07/09/2024 21:57:48,27.443,,,,,
149,07/09/2024 22:02:48,27.411,,,,,
150,07/09/2024 22:07:48,27.368,,,,,
151,07/09/2024 22:12:48,27.325,,,,,
152,07/09/2024 22:17:48,27.282,,,,,
153,07/09/2024 22:22:48,27.218,,,,,
154,07/09/2024 22:27:48,27.175,,,,,
155,07/09/2024 22:32:48,27.185,,,,,
156,07/09/2024 22:37:48,27.175,,,,,
157,07/09/2024 22:42:48,26.896,,,,,
158,07/09/2024 22:47:48,26.059,,,,,
159,07/09/2024 22:52:48,24.365,,,,,
160,07/09/2024 22:57:48,23.206,,,,,
161,07/09/2024 23:02:48,22.649,,,,,
162,07/09/2024 23:07:48,22.381,,,,,
163,07/09/2024 23:12:48,22.263,,,,,
164,07/09/2024 23:17:48,22.220,,,,,
165,07/09/2024 23:22:48,22.209,,,,,
166,07/09/2024 23:27:48,22.187,,,,,
167,07/09/2024 23:32:48,22.145,,,,,
168,07/09/2024 23:37:48,22.134,,,,,
169,07/09/2024 23:42:48,22.069,,,,,
170,07/09/2024 23:47:48,22.027,,,,,
171,07/09/2024 23:52:48,21.994,,,,,
172,07/09/2024 23:57:48,21.941,,,,,
173,07/10/2024 00:02:48,21.898,,,,,
174,07/10/2024 00:07:48,21.855,,,,,
175,07/10/2024 00:12:48,21.834,,,,,
176,07/10/2024 00:17:48,21.812,,,,,
177,07/10/2024 00:22:48,21.801,,,,,
178,07/10/2024 00:27:48,21.769,,,,,
179,07/10/2024 00:32:48,21.726,,,,,
180,07/10/2024 00:37:48,21.683,,,,,
181,07/10/2024 00:42:48,21.640,,,,,
182,07/10/2024 00:47:48,21.576,,,,,
183,07/10/2024 00:52:48,21.533,,,,,
184,07/10/2024 00:57:48,21.490,,,,,
185,07/10/2024 01:02:48,21.415,,,,,
186,07/10/2024 01:07:48,21.383,,,,,
187,07/10/2024 01:12:48,21.351,,,,,
188,07/10/2024 01:17:48,21.351,,,,,
189,07/10/2024 01:22:48,21.351,,,,,
190,07/10/2024 01:27:48,21.329,,,,,
191,07/10/2024 01:32:48,21.329,,,,,
192,07/10/2024 01:37:48,21.340,,,,,
193,07/10/2024 01:42:48,21.319,,,,,
194,07/10/2024 01:47:48,21.308,,,,,
195,07/10/2024 01:52:48,21.297,,,,,
196,07/10/2024 01:57:48,21.319,,,,,
197,07/10/2024 02:02:48,21.329,,,,,
198,07/10/2024 02:07:48,21.351,,,,,
199,07/10/2024 02:12:48,21.351,,,,,
200,07/10/2024 02:17:48,21.362,,,,,
201,07/10/2024 02:22:48,21.372,,,,,
202,07/10/2024 02:27:48,21.394,,,,,
203,07/10/2024 02:32:48,21.405,,,,,
204,07/10/2024 02:37:48,21.394,,,,,
205,07/10/2024 02:42:48,21.383,,,,,
206,07/10/2024 02:47:48,21.405,,,,,
207,07/10/2024 02:52:48,21.394,,,,,
208,07/10/2024 02:57:48,21.405,,,,,
209,07/10/2024 03:02:48,21.405,,,,,
210,07/10/2024 03:07:48,21.405,,,,,
211,07/10/2024 03:12:48,21.405,,,,,
212,07/10/2024 03:17:48,21.405,,,,,
213,07/10/2024 03:22:48,21.405,,,,,
214,07/10/2024 03:27:48,21.405,,,,,
215,07/10/2024 03:32:48,21.405,,,,,
216,07/10/2024 03:37:48,21.405,,,,,
217,07/10/2024 03:42:48,21.405,,,,,
218,07/10/2024 03:47:48,21.405,,,,,
219,07/10/2024 03:52:48,21.405,,,,,
220,07/10/2024 03:57:48,21.405,,,,,
221,07/10/2024 04:02:48,21.426,,,,,
222,07/10/2024 04:07:48,21.437,,,,,
223,07/10/2024 04:12:48,21.458,,,,,
224,07/10/2024 04:17:48,21.490,,,,,
225,07/10/2024 04:22:48,21.512,,,,,
226,07/10/2024 04:27:48,21.555,,,,,
227,07/10/2024 04:32:48,21.576,,,,,
228,07/10/2024 04:37:48,21.608,,,,,
229,07/10/2024 04:42:48,21.662,,,,,
230,07/10/2024 04:47:48,21.716,,,,,
231,07/10/2024 04:52:48,21.748,,,,,
232,07/10/2024 04:57:48,21.812,,,,,
233,07/10/2024 05:02:48,21.866,,,,,
234,07/10/2024 05:07:48,21.919,,,,,
235,07/10/2024 05:12:48,22.005,,,,,
236,07/10/2024 05:17:48,22.112,,,,,
237,07/10/2024 05:22:48,22.220,,,,,
238,07/10/2024 05:27:48,22.327,,,,,
239,07/10/2024 05:32:48,22.445,,,,,
240,07/10/2024 05:37:48,22.552,,,,,
241,07/10/2024 05:42:48,22.670,,,,,
242,07/10/2024 05:47:48,22.788,,,,,
243,07/10/2024 05:52:48,22.874,,,,,
244,07/10/2024 05:57:48,22.960,,,,,
245,07/10/2024 06:02:48,23.045,,,,,
246,07/10/2024 06:07:48,23.131,,,,,
247,07/10/2024 06:12:48,23.196,,,,,
248,07/10/2024 06:17:48,23.271,,,,,
249,07/10/2024 06:22:48,23.335,,,,,
250,07/10/2024 06:27:48,23.399,,,,,
251,07/10/2024 06:32:48,23.453,,,,,
252,07/10/2024 06:37:48,23.507,,,,,
253,07/10/2024 06:42:48,23.560,,,,,
254,07/10/2024 06:47:48,23.603,,,,,
255,07/10/2024 06:52:48,23.668,,,,,
256,07/10/2024 06:57:48,23.710,,,,,
257,07/10/2024 07:02:48,23.764,,,,,
258,07/10/2024 07:07:48,23.796,,,,,
259,07/10/2024 07:12:48,23.850,,,,,
260,07/10/2024 07:17:48,23.893,,,,,
261,07/10/2024 07:22:48,23.936,,,,,
262,07/10/2024 07:27:48,23.979,,,,,
263,07/10/2024 07:32:48,24.021,,,,,
264,07/10/2024 07:37:48,24.075,,,,,
265,07/10/2024 07:42:48,24.107,,,,,
266,07/10/2024 07:47:48,24.139,,,,,
267,07/10/2024 07:52:48,24.193,,,,,
268,07/10/2024 07:57:48,24.225,,,,,
269,07/10/2024 08:02:48,24.257,,,,,
270,07/10/2024 08:07:48,24.290,,,,,
271,07/10/2024 08:12:48,24.332,,,,,
272,07/10/2024 08:17:48,24.365,,,,,
273,07/10/2024 08:22:48,24.397,,,,,
274,07/10/2024 08:27:48,24.429,,,,,
275,07/10/2024 08:32:48,24.472,,,,,
276,07/10/2024 08:37:48,24.504,,,,,
277,07/10/2024 08:42:48,24.536,,,,,
278,07/10/2024 08:47:48,24.568,,,,,
279,07/10/2024 08:52:48,24.611,,,,,
280,07/10/2024 08:57:48,24.644,,,,,
281,07/10/2024 09:02:48,24.686,,,,,
282,07/10/2024 09:07:48,24.719,,,,,
283,07/10/2024 09:12:48,24.740,,,,,
284,07/10/2024 09:17:48,24.794,,,,,
285,07/10/2024 09:22:48,24.837,,,,,
286,07/10/2024 09:27:48,24.879,,,,,
287,07/10/2024 09:32:48,24.922,,,,,
288,07/10/2024 09:37:48,24.976,,,,,
289,07/10/2024 09:42:48,25.030,,,,,
290,07/10/2024 09:47:48,25.062,,,,,
291,07/10/2024 09:52:48,25.115,,,,,
292,07/10/2024 09:57:48,25.148,,,,,
293,07/10/2024 10:02:48,25.201,,,,,
294,07/10/2024 10:07:48,25.233,,,,,
295,07/10/2024 10:12:48,25.266,,,,,
296,07/10/2024 10:17:48,25.287,,,,,
297,07/10/2024 10:22:48,25.308,,,,,
298,07/10/2024 10:27:48,25.319,,,,,
299,07/10/2024 10:32:48,25.362,,,,,
300,07/10/2024 10:37:48,25.405,,,,,
301,07/10/2024 10:42:48,25.459,,,,,
302,07/10/2024 10:47:48,25.469,,,,,
303,07/10/2024 10:52:48,25.523,,,,,
304,07/10/2024 10:57:48,25.598,,,,,
305,07/10/2024 11:02:48,25.630,,,,,
306,07/10/2024 11:07:48,25.577,,,,,
307,07/10/2024 11:12:48,25.502,,,,,
308,07/10/2024 11:17:48,25.308,,,,,
309,07/10/2024 11:22:48,24.579,,,,,
310,07/10/2024 11:27:48,23.399,,,,,
311,07/10/2024 11:32:48,22.702,,,,,
312,07/10/2024 11:37:48,22.305,,,,,
313,07/10/2024 11:42:48,22.080,,,,,
314,07/10/2024 11:47:48,22.005,,,,,
315,07/10/2024 11:52:48,21.919,,,,,
316,07/10/2024 11:57:48,21.834,,,,,
317,07/10/2024 12:02:48,21.866,,,,,
318,07/10/2024 12:07:48,21.919,,,,,
319,07/10/2024 12:12:48,21.876,,,,,
320,07/10/2024 12:17:48,21.887,,,,,
321,07/10/2024 12:22:48,21.866,,,,,
322,07/10/2024 12:27:48,21.866,,,,,
323,07/10/2024 12:32:48,21.887,,,,,
324,07/10/2024 12:37:48,21.844,,,,,
325,07/10/2024 12:42:48,21.812,,,,,
326,07/10/2024 12:47:48,21.791,,,,,
327,07/10/2024 12:52:48,21.812,,,,,
328,07/10/2024 12:57:48,21.780,,,,,
329,07/10/2024 13:02:48,21.812,,,,,
330,07/10/2024 13:07:48,21.876,,,,,
331,07/10/2024 13:12:48,21.855,,,,,
332,07/10/2024 13:17:48,21.855,,,,,
333,07/10/2024 13:22:48,21.866,,,,,
334,07/10/2024 13:27:48,21.898,,,,,
335,07/10/2024 13:32:48,21.909,,,,,
336,07/10/2024 13:37:48,21.962,,,,,
337,07/10/2024 13:42:48,22.037,,,,,
338,07/10/2024 13:47:48,22.134,,,,,
339,07/10/2024 13:52:48,22.187,,,,,
340,07/10/2024 13:57:48,22.209,,,,,
341,07/10/2024 14:02:48,22.284,,,,,
342,07/10/2024 14:07:48,22.295,,,,,
343,07/10/2024 14:12:48,22.284,,,,,
344,07/10/2024 14:17:48,22.273,,,,,
345,07/10/2024 14:22:48,22.338,,,,,
346,07/10/2024 14:27:48,22.413,,,,,
347,07/10/2024 14:32:48,22.423,,,,,
348,07/10/2024 14:37:48,22.434,,,,,
349,07/10/2024 14:42:48,22.434,,,,,
350,07/10/2024 14:47:48,22.445,,,,,
351,07/10/2024 14:52:48,22.498,,,,,
352,07/10/2024 14:57:48,22.531,,,,,
353,07/10/2024 15:02:48,22.606,,,,,
354,07/10/2024 15:07:48,22.595,,,,,
355,07/10/2024 15:12:48,22.584,,,,,
356,07/10/2024 15:17:48,22.563,,,,,
357,07/10/2024 15:22:48,22.595,,,,,
358,07/10/2024 15:27:48,22.638,,,,,
359,07/10/2024 15:32:48,22.681,,,,,
360,07/10/2024 15:37:48,22.692,,,,,
361,07/10/2024 15:42:48,22.692,,,,,
362,07/10/2024 15:47:48,22.756,,,,,
363,07/10/2024 15:52:48,22.788,,,,,
364,07/10/2024 15:57:48,22.852,,,,,
365,07/10/2024 16:02:48,22.927,,,,,
366,07/10/2024 16:07:48,23.024,,,,,
367,07/10/2024 16:12:48,23.217,,,,,
368,07/10/2024 16:17:48,23.389,,,,,
369,07/10/2024 16:22:48,23.507,,,,,
370,07/10/2024 16:27:48,23.646,,,,,
371,07/10/2024 16:32:48,23.796,,,,,
372,07/10/2024 16:37:48,23.882,,,,,
373,07/10/2024 16:42:48,24.021,,,,,
374,07/10/2024 16:47:48,24.172,,,,,
375,07/10/2024 16:52:48,24.279,,,,,
376,07/10/2024 16:57:48,24.397,,,,,
377,07/10/2024 17:02:48,24.504,,,,,
378,07/10/2024 17:07:48,24.601,,,,,
379,07/10/2024 17:12:48,24.676,,,,,
380,07/10/2024 17:17:48,24.740,,,,,
381,07/10/2024 17:22:48,24.826,,,,,
382,07/10/2024 17:27:48,24.890,,,,,
383,07/10/2024 17:32:48,24.976,,,,,
384,07/10/2024 17:37:48,25.062,,,,,
385,07/10/2024 17:42:48,25.148,,,,,
386,07/10/2024 17:47:48,25.223,,,,,
387,07/10/2024 17:52:48,25.287,,,,,
388,07/10/2024 17:57:48,25.362,,,,,
389,07/10/2024 18:02:48,25.437,,,,,
390,07/10/2024 18:07:48,25.523,,,,,
391,07/10/2024 18:12:48,25.598,,,,,
392,07/10/2024 18:17:48,25.695,,,,,
393,07/10/2024 18:22:48,25.780,,,,,
394,07/10/2024 18:27:48,25.866,,,,,
395,07/10/2024 18:32:48,25.931,,,,,
396,07/10/2024 18:37:48,25.995,,,,,
397,07/10/2024 18:42:48,26.048,,,,,
398,07/10/2024 18:47:48,26.091,,,,,
399,07/10/2024 18:52:48,26.113,,,,,
400,07/10/2024 18:57:48,26.134,,,,,
401,07/10/2024 19:02:48,26.145,,,,,
402,07/10/2024 19:07:48,26.145,,,,,
403,07/10/2024 19:12:48,26.156,,,,,
404,07/10/2024 19:17:48,26.156,,,,,
405,07/10/2024 19:22:48,26.156,,,,,
406,07/10/2024 19:27:48,26.145,,,,,
407,07/10/2024 19:32:48,26.145,,,,,
408,07/10/2024 19:37:48,26.124,,,,,
409,07/10/2024 19:42:48,26.124,,,,,
410,07/10/2024 19:47:48,26.102,,,,,
411,07/10/2024 19:52:48,26.081,,,,,
412,07/10/2024 19:57:48,26.070,,,,,
413,07/10/2024 20:02:48,26.048,,,,,
414,07/10/2024 20:07:48,26.027,,,,,
415,07/10/2024 20:12:48,26.006,,,,,
416,07/10/2024 20:17:48,25.995,,,,,
417,07/10/2024 20:22:48,25.973,,,,,
418,07/10/2024 20:27:48,25.952,,,,,
419,07/10/2024 20:32:48,25.931,,,,,
420,07/10/2024 20:37:48,25.920,,,,,
421,07/10/2024 20:42:48,25.898,,,,,
422,07/10/2024 20:47:48,25.898,,,,,
423,07/10/2024 20:52:48,25.866,,,,,
424,07/10/2024 20:57:48,25.855,,,,,
425,07/10/2024 21:02:48,25.834,,,,,
426,07/10/2024 21:07:48,25.813,,,,,
427,07/10/2024 21:12:48,25.802,,,,,
428,07/10/2024 21:17:48,25.780,,,,,
429,07/10/2024 21:22:48,25.759,,,,,
430,07/10/2024 21:27:48,25.737,,,,,
431,07/10/2024 21:32:48,25.705,,,,,
432,07/10/2024 21:37:48,25.695,,,,,
433,07/10/2024 21:42:48,25.673,,,,,
434,07/10/2024 21:47:48,25.641,,,,,
435,07/10/2024 21:52:48,25.619,,,,,
436,07/10/2024 21:57:48,25.598,,,,,
437,07/10/2024 22:02:48,25.577,,,,,
438,07/10/2024 22:07:48,25.544,,,,,
439,07/10/2024 22:12:48,25.523,,,,,
440,07/10/2024 22:17:48,25.491,,,,,
441,07/10/2024 22:22:48,25.459,,,,,
442,07/10/2024 22:27:48,25.426,,,,,
443,07/10/2024 22:32:48,25.405,,,,,
444,07/10/2024 22:37:48,25.373,,,,,
445,07/10/2024 22:42:48,25.362,,,,,
446,07/10/2024 22:47:48,25.341,,,,,
447,07/10/2024 22:52:48,25.319,,,,,
448,07/10/2024 22:57:48,25.287,,,,,
449,07/10/2024 23:02:48,25.276,,,,,
450,07/10/2024 23:07:48,25.266,,,,,
451,07/10/2024 23:12:48,25.062,,,,,
452,07/10/2024 23:17:48,25.008,,,,,
453,07/10/2024 23:22:48,24.032,,,,,
454,07/10/2024 23:27:48,22.595,,,,,
455,07/10/2024 23:32:48,22.134,,,,,
456,07/10/2024 23:37:48,22.005,,,,,
457,07/10/2024 23:42:48,21.984,,,,,
458,07/10/2024 23:47:48,21.994,,,,,
459,07/10/2024 23:52:48,22.005,,,,,
460,07/10/2024 23:57:48,22.005,,,,,
461,07/11/2024 00:02:48,22.016,,,,,
462,07/11/2024 00:07:48,22.005,,,,,
463,07/11/2024 00:12:48,22.005,,,,,
464,07/11/2024 00:17:48,21.984,,,,,
465,07/11/2024 00:22:48,21.952,,,,,
466,07/11/2024 00:27:48,21.919,,,,,
467,07/11/2024 00:32:48,21.909,,,,,
468,07/11/2024 00:37:48,21.919,,,,,
469,07/11/2024 00:42:48,21.919,,,,,
470,07/11/2024 00:47:48,21.930,,,,,
471,07/11/2024 00:52:48,21.919,,,,,
472,07/11/2024 00:57:48,21.919,,,,,
473,07/11/2024 01:02:48,21.930,,,,,
474,07/11/2024 01:07:48,21.919,,,,,
475,07/11/2024 01:12:48,21.919,,,,,
476,07/11/2024 01:17:48,21.919,,,,,
477,07/11/2024 01:22:48,21.919,,,,,
478,07/11/2024 01:27:48,21.919,,,,,
479,07/11/2024 01:32:48,21.919,,,,,
480,07/11/2024 01:37:48,21.919,,,,,
481,07/11/2024 01:42:48,21.909,,,,,
482,07/11/2024 01:47:48,21.909,,,,,
483,07/11/2024 01:52:48,21.898,,,,,
484,07/11/2024 01:57:48,21.898,,,,,
485,07/11/2024 02:02:48,21.898,,,,,
486,07/11/2024 02:07:48,21.898,,,,,
487,07/11/2024 02:12:48,21.898,,,,,
488,07/11/2024 02:17:48,21.898,,,,,
489,07/11/2024 02:22:48,21.898,,,,,
490,07/11/2024 02:27:48,21.898,,,,,
491,07/11/2024 02:32:48,21.898,,,,,
492,07/11/2024 02:37:48,21.887,,,,,
493,07/11/2024 02:42:48,21.876,,,,,
494,07/11/2024 02:47:48,21.866,,,,,
495,07/11/2024 02:52:48,21.866,,,,,
496,07/11/2024 02:57:48,21.844,,,,,
497,07/11/2024 03:02:48,21.844,,,,,
498,07/11/2024 03:07:48,21.823,,,,,
499,07/11/2024 03:12:48,21.801,,,,,
500,07/11/2024 03:17:48,21.791,,,,,
501,07/11/2024 03:22:48,21.801,,,,,
502,07/11/2024 03:27:48,21.801,,,,,
503,07/11/2024 03:32:48,21.791,,,,,
504,07/11/2024 03:37:48,21.801,,,,,
505,07/11/2024 03:42:48,21.801,,,,,
506,07/11/2024 03:47:48,21.801,,,,,
507,07/11/2024 03:52:48,21.812,,,,,
508,07/11/2024 03:57:48,21.812,,,,,
509,07/11/2024 04:02:48,21.834,,,,,
510,07/11/2024 04:07:48,21.834,,,,,
511,07/11/2024 04:12:48,21.844,,,,,
512,07/11/2024 04:17:48,21.866,,,,,
513,07/11/2024 04:22:48,21.887,,,,,
514,07/11/2024 04:27:48,21.898,,,,,
515,07/11/2024 04:32:48,21.919,,,,,
516,07/11/2024 04:37:48,21.941,,,,,
517,07/11/2024 04:42:48,21.941,,,,,
518,07/11/2024 04:47:48,21.973,,,,,
519,07/11/2024 04:52:48,21.984,,,,,
520,07/11/2024 04:57:48,22.005,,,,,
521,07/11/2024 05:02:48,22.037,,,,,
522,07/11/2024 05:07:48,22.048,,,,,
523,07/11/2024 05:12:48,22.069,,,,,
524,07/11/2024 05:17:48,22.091,,,,,
525,07/11/2024 05:22:48,22.102,,,,,
526,07/11/2024 05:27:48,22.123,,,,,
527,07/11/2024 05:32:48,22.134,,,,,
528,07/11/2024 05:37:48,22.155,,,,,
529,07/11/2024 05:42:48,22.177,,,,,
530,07/11/2024 05:47:48,22.187,,,,,
531,07/11/2024 05:52:48,22.209,,,,,
532,07/11/2024 05:57:48,22.252,,,,,
533,07/11/2024 06:02:48,22.295,,,,,
534,07/11/2024 06:07:48,22.359,,,,,
535,07/11/2024 06:12:48,22.413,,,,,
536,07/11/2024 06:17:48,22.498,,,,,
537,07/11/2024 06:22:48,22.552,,,,,
538,07/11/2024 06:27:48,22.616,,,,,
539,07/11/2024 06:32:48,22.670,,,,,
540,07/11/2024 06:37:48,22.724,,,,,
541,07/11/2024 06:42:48,22.788,,,,,
542,07/11/2024 06:47:48,22.852,,,,,
543,07/11/2024 06:52:48,22.906,,,,,
544,07/11/2024 06:57:48,22.960,,,,,
545,07/11/2024 07:02:48,23.013,,,,,
546,07/11/2024 07:07:48,23.045,,,,,
547,07/11/2024 07:12:48,23.088,,,,,
548,07/11/2024 07:17:48,23.142,,,,,
549,07/11/2024 07:22:48,23.174,,,,,
550,07/11/2024 07:27:48,23.217,,,,,
551,07/11/2024 07:32:48,23.260,,,,,
552,07/11/2024 07:37:48,23.292,,,,,
553,07/11/2024 07:42:48,23.335,,,,,
554,07/11/2024 07:47:48,23.389,,,,,
555,07/11/2024 07:52:48,23.421,,,,,
556,07/11/2024 07:57:48,23.464,,,,,
557,07/11/2024 08:02:48,23.507,,,,,
558,07/11/2024 08:07:48,23.539,,,,,
559,07/11/2024 08:12:48,23.571,,,,,
560,07/11/2024 08:17:48,23.603,,,,,
561,07/11/2024 08:22:48,23.625,,,,,
562,07/11/2024 08:27:48,23.646,,,,,
563,07/11/2024 08:32:48,23.668,,,,,
564,07/11/2024 08:37:48,23.689,,,,,
565,07/11/2024 08:42:48,23.721,,,,,
566,07/11/2024 08:47:48,23.753,,,,,
567,07/11/2024 08:52:48,23.785,,,,,
568,07/11/2024 08:57:48,23.818,,,,,
569,07/11/2024 09:02:48,23.839,,,,,
570,07/11/2024 09:07:48,23.871,,,,,
571,07/11/2024 09:12:48,23.903,,,,,
572,07/11/2024 09:17:48,23.936,,,,,
573,07/11/2024 09:22:48,23.968,,,,,
574,07/11/2024 09:27:48,24.000,,,,,
575,07/11/2024 09:32:48,24.032,,,,,
576,07/11/2024 09:37:48,24.086,,,,,
577,07/11/2024 09:42:48,24.139,,,,,
578,07/11/2024 09:47:48,24.225,,,,,
579,07/11/2024 09:52:48,24.279,,,,,
580,07/11/2024 09:57:48,24.343,,,,,
581,07/11/2024 10:02:48,24.418,,,,,
