#,Date-Time (EDT),Temperature   (°C),Started Offset,Button Down,Button Up,End of File
2108,9/10/2024 2:49,21.008,,,,
2109,9/10/2024 2:59,20.997,,,,
2110,9/10/2024 3:09,20.976,,,,
2111,9/10/2024 3:19,20.965,,,,
2112,9/10/2024 3:29,20.943,,,,
2113,9/10/2024 3:39,20.911,,,,
2114,9/10/2024 3:49,20.911,,,,
2115,9/10/2024 3:59,20.911,,,,
2116,9/10/2024 4:09,20.9,,,,
2117,9/10/2024 4:19,20.89,,,,
2118,9/10/2024 4:29,20.89,,,,
2119,9/10/2024 4:39,20.89,,,,
2120,9/10/2024 4:49,20.89,,,,
2121,9/10/2024 4:59,20.879,,,,
2122,9/10/2024 5:09,20.868,,,,
2123,9/10/2024 5:19,20.858,,,,
2124,9/10/2024 5:29,20.847,,,,
2125,9/10/2024 5:39,20.825,,,,
2126,9/10/2024 5:49,20.793,,,,
2127,9/10/2024 5:59,20.772,,,,
2128,9/10/2024 6:09,20.761,,,,
2129,9/10/2024 6:19,20.75,,,,
2130,9/10/2024 6:29,20.718,,,,
2131,9/10/2024 6:39,20.654,,,,
2132,9/10/2024 6:49,20.611,,,,
2133,9/10/2024 6:59,20.514,,,,
2134,9/10/2024 7:09,20.439,,,,
2135,9/10/2024 7:19,20.461,,,,
2136,9/10/2024 7:29,20.493,,,,
2137,9/10/2024 7:39,20.493,,,,
2138,9/10/2024 7:49,20.471,,,,
2139,9/10/2024 7:59,20.439,,,,
2140,9/10/2024 8:09,20.418,,,,
2141,9/10/2024 8:19,20.396,,,,
2142,9/10/2024 8:29,20.386,,,,
2143,9/10/2024 8:39,20.375,,,,
2144,9/10/2024 8:49,20.386,,,,
2145,9/10/2024 8:59,20.375,,,,
2146,9/10/2024 9:09,20.375,,,,
2147,9/10/2024 9:19,20.375,,,,
2148,9/10/2024 9:29,20.439,,,,
2149,9/10/2024 9:39,20.514,,,,
2150,9/10/2024 9:49,20.622,,,,
2151,9/10/2024 9:59,20.697,,,,
2152,9/10/2024 10:09,20.922,,,,
2153,9/10/2024 10:19,21.051,,,,
2154,9/10/2024 10:29,21.093,,,,
2155,9/10/2024 10:39,21.201,,,,
2156,9/10/2024 10:49,21.34,,,,
2157,9/10/2024 10:59,21.415,,,,
2158,9/10/2024 11:09,21.34,,,,
2159,9/10/2024 11:19,21.147,,,,
2160,9/10/2024 11:29,21.158,,,,
2161,9/10/2024 11:39,21.147,,,,
2162,9/10/2024 11:49,21.147,,,,
2163,9/10/2024 11:59,21.179,,,,
2164,9/10/2024 12:09,21.233,,,,
2165,9/10/2024 12:19,21.287,,,,
2166,9/10/2024 12:29,21.34,,,,
2167,9/10/2024 12:39,21.372,,,,
2168,9/10/2024 12:49,21.372,,,,
2169,9/10/2024 12:59,21.372,,,,
2170,9/10/2024 13:09,21.394,,,,
2171,9/10/2024 13:19,21.405,,,,
2172,9/10/2024 13:29,21.437,,,,
2173,9/10/2024 13:39,21.447,,,,
2174,9/10/2024 13:49,21.437,,,,
2175,9/10/2024 13:59,21.447,,,,
2176,9/10/2024 14:09,21.48,,,,
2177,9/10/2024 14:19,21.49,,,,
2178,9/10/2024 14:29,21.522,,,,
2179,9/10/2024 14:39,21.565,,,,
2180,9/10/2024 14:49,21.587,,,,
2181,9/10/2024 14:59,21.608,,,,
2182,9/10/2024 15:09,21.598,,,,
2183,9/10/2024 15:19,21.608,,,,
2184,9/10/2024 15:29,21.63,,,,
2185,9/10/2024 15:39,21.598,,,,
2186,9/10/2024 15:49,21.619,,,,
2187,9/10/2024 15:59,21.608,,,,
2188,9/10/2024 16:09,21.608,,,,
2189,9/10/2024 16:19,21.608,,,,
2190,9/10/2024 16:29,21.587,,,,
2191,9/10/2024 16:39,21.576,,,,
2192,9/10/2024 16:49,21.576,,,,
2193,9/10/2024 16:59,21.587,,,,
2194,9/10/2024 17:09,21.587,,,,
2195,9/10/2024 17:19,21.608,,,,
2196,9/10/2024 17:29,21.662,,,,
2197,9/10/2024 17:39,21.608,,,,
2198,9/10/2024 17:49,21.651,,,,
2199,9/10/2024 17:59,21.683,,,,
2200,9/10/2024 18:09,21.705,,,,
2201,9/10/2024 18:19,21.726,,,,
2202,9/10/2024 18:29,21.758,,,,
2203,9/10/2024 18:39,21.78,,,,
2204,9/10/2024 18:49,21.823,,,,
2205,9/10/2024 18:59,21.834,,,,
2206,9/10/2024 19:09,21.909,,,,
2207,9/10/2024 19:19,21.952,,,,
2208,9/10/2024 19:29,21.973,,,,
2209,9/10/2024 19:39,21.994,,,,
2210,9/10/2024 19:49,22.037,,,,
2211,9/10/2024 19:59,22.08,,,,
2212,9/10/2024 20:09,22.123,,,,
2213,9/10/2024 20:19,22.177,,,,
2214,9/10/2024 20:29,22.22,,,,
2215,9/10/2024 20:39,22.284,,,,
2216,9/10/2024 20:49,22.338,,,,
2217,9/10/2024 20:59,22.381,,,,
2218,9/10/2024 21:09,22.402,,,,
2219,9/10/2024 21:19,22.413,,,,
2220,9/10/2024 21:29,22.413,,,,
2221,9/10/2024 21:39,22.391,,,,
2222,9/10/2024 21:49,22.338,,,,
2223,9/10/2024 21:59,22.273,,,,
2224,9/10/2024 22:09,22.241,,,,
2225,9/10/2024 22:19,22.166,,,,
2226,9/10/2024 22:29,22.123,,,,
2227,9/10/2024 22:39,22.069,,,,
2228,9/10/2024 22:49,21.984,,,,
2229,9/10/2024 22:59,21.941,,,,
2230,9/10/2024 23:09,21.909,,,,
2231,9/10/2024 23:19,21.855,,,,
2232,9/10/2024 23:29,21.748,,,,
2233,9/10/2024 23:39,21.598,,,,
2234,9/10/2024 23:49,21.662,,,,
2235,9/10/2024 23:59,21.555,,,,
2236,9/11/2024 0:09,21.512,,,,
2237,9/11/2024 0:19,21.522,,,,
2238,9/11/2024 0:29,21.555,,,,
2239,9/11/2024 0:39,21.512,,,,
2240,9/11/2024 0:49,21.437,,,,
2241,9/11/2024 0:59,21.383,,,,
2242,9/11/2024 1:09,21.351,,,,
2243,9/11/2024 1:19,21.351,,,,
2244,9/11/2024 1:29,21.351,,,,
2245,9/11/2024 1:39,21.287,,,,
2246,9/11/2024 1:49,21.244,,,,
2247,9/11/2024 1:59,21.233,,,,
2248,9/11/2024 2:09,21.233,,,,
2249,9/11/2024 2:19,21.233,,,,
2250,9/11/2024 2:29,21.211,,,,
2251,9/11/2024 2:39,21.158,,,,
2252,9/11/2024 2:49,21.115,,,,
2253,9/11/2024 2:59,21.115,,,,
2254,9/11/2024 3:09,21.093,,,,
2255,9/11/2024 3:19,21.115,,,,
2256,9/11/2024 3:29,21.115,,,,
2257,9/11/2024 3:39,21.093,,,,
2258,9/11/2024 3:49,21.04,,,,
2259,9/11/2024 3:59,21.061,,,,
2260,9/11/2024 4:09,21.083,,,,
2261,9/11/2024 4:19,21.072,,,,
2262,9/11/2024 4:29,21.061,,,,
2263,9/11/2024 4:39,21.051,,,,
2264,9/11/2024 4:49,21.051,,,,
2265,9/11/2024 4:59,21.04,,,,
2266,9/11/2024 5:09,21.051,,,,
2267,9/11/2024 5:19,21.029,,,,
2268,9/11/2024 5:29,21.008,,,,
2269,9/11/2024 5:39,20.997,,,,
2270,9/11/2024 5:49,20.976,,,,
2271,9/11/2024 5:59,20.965,,,,
2272,9/11/2024 6:09,20.976,,,,
2273,9/11/2024 6:19,20.976,,,,
2274,9/11/2024 6:29,20.943,,,,
2275,9/11/2024 6:39,20.9,,,,
2276,9/11/2024 6:49,20.836,,,,
2277,9/11/2024 6:59,20.815,,,,
2278,9/11/2024 7:09,20.825,,,,
2279,9/11/2024 7:19,20.804,,,,
2280,9/11/2024 7:29,20.707,,,,
2281,9/11/2024 7:39,20.632,,,,
2282,9/11/2024 7:49,20.568,,,,
2283,9/11/2024 7:59,20.547,,,,
2284,9/11/2024 8:09,20.514,,,,
2285,9/11/2024 8:19,20.493,,,,
2286,9/11/2024 8:29,20.482,,,,
2287,9/11/2024 8:39,20.471,,,,
2288,9/11/2024 8:49,20.461,,,,
2289,9/11/2024 8:59,20.45,,,,
2290,9/11/2024 9:09,20.45,,,,
2291,9/11/2024 9:19,20.45,,,,
2292,9/11/2024 9:29,20.461,,,,
2293,9/11/2024 9:39,20.493,,,,
2294,9/11/2024 9:49,20.493,,,,
2295,9/11/2024 9:59,20.536,,,,
2296,9/11/2024 10:09,20.579,,,,
2297,9/11/2024 10:19,20.611,,,,
2298,9/11/2024 10:29,20.718,,,,
2299,9/11/2024 10:39,20.858,,,,
2300,9/11/2024 10:49,20.986,,,,
2301,9/11/2024 10:59,21.126,,,,
2302,9/11/2024 11:09,21.287,,,,
2303,9/11/2024 11:19,21.458,,,,
2304,9/11/2024 11:29,21.576,,,,
2305,9/11/2024 11:39,21.748,,,,
2306,9/11/2024 11:49,21.758,,,,
2307,9/11/2024 11:59,21.866,,,,
2308,9/11/2024 12:09,22.027,,,,
2309,9/11/2024 12:19,22.005,,,,
2310,9/11/2024 12:29,21.866,,,,
2311,9/11/2024 12:39,21.812,,,,
2312,9/11/2024 12:49,21.64,,,,
2313,9/11/2024 12:59,21.63,,,,
2314,9/11/2024 13:09,21.673,,,,
2315,9/11/2024 13:19,21.737,,,,
2316,9/11/2024 13:29,21.769,,,,
2317,9/11/2024 13:39,21.834,,,,
2318,9/11/2024 13:49,21.952,,,,
2319,9/11/2024 13:59,22.069,,,,
2320,9/11/2024 14:09,22.177,,,,
2321,9/11/2024 14:19,22.209,,,,
2322,9/11/2024 14:29,22.241,,,,
2323,9/11/2024 14:39,22.273,,,,
2324,9/11/2024 14:49,22.295,,,,
2325,9/11/2024 14:59,22.305,,,,
2326,9/11/2024 15:09,22.316,,,,
2327,9/11/2024 15:19,22.284,,,,
2328,9/11/2024 15:29,22.252,,,,
2329,9/11/2024 15:39,22.241,,,,
2330,9/11/2024 15:49,22.241,,,,
2331,9/11/2024 15:59,22.241,,,,
2332,9/11/2024 16:09,22.252,,,,
2333,9/11/2024 16:19,22.273,,,,
2334,9/11/2024 16:29,22.273,,,,
2335,9/11/2024 16:39,22.273,,,,
2336,9/11/2024 16:49,22.273,,,,
2337,9/11/2024 16:59,22.295,,,,
2338,9/11/2024 17:09,22.284,,,,
2339,9/11/2024 17:19,22.284,,,,
2340,9/11/2024 17:29,22.273,,,,
2341,9/11/2024 17:39,22.273,,,,
2342,9/11/2024 17:49,22.273,,,,
2343,9/11/2024 17:59,22.273,,,,
2344,9/11/2024 18:09,22.273,,,,
2345,9/11/2024 18:19,22.273,,,,
2346,9/11/2024 18:29,22.241,,,,
2347,9/11/2024 18:39,22.23,,,,
2348,9/11/2024 18:49,22.209,,,,
2349,9/11/2024 18:59,22.209,,,,
2350,9/11/2024 19:09,22.22,,,,
2351,9/11/2024 19:19,22.22,,,,
2352,9/11/2024 19:29,22.198,,,,
2353,9/11/2024 19:39,22.22,,,,
2354,9/11/2024 19:49,22.23,,,,
2355,9/11/2024 19:59,22.241,,,,
2356,9/11/2024 20:09,22.284,,,,
2357,9/11/2024 20:19,22.327,,,,
2358,9/11/2024 20:29,22.37,,,,
2359,9/11/2024 20:39,22.402,,,,
2360,9/11/2024 20:49,22.413,,,,
2361,9/11/2024 20:59,22.434,,,,
2362,9/11/2024 21:09,22.456,,,,
2363,9/11/2024 21:19,22.488,,,,
2364,9/11/2024 21:29,22.52,,,,
2365,9/11/2024 21:39,22.552,,,,
2366,9/11/2024 21:49,22.574,,,,
2367,9/11/2024 21:59,22.606,,,,
2368,9/11/2024 22:09,22.627,,,,
2369,9/11/2024 22:19,22.627,,,,
2370,9/11/2024 22:29,22.627,,,,
2371,9/11/2024 22:39,22.606,,,,
2372,9/11/2024 22:49,22.552,,,,
2373,9/11/2024 22:59,22.488,,,,
2374,9/11/2024 23:09,22.445,,,,
2375,9/11/2024 23:19,22.402,,,,
2376,9/11/2024 23:29,22.338,,,,
2377,9/11/2024 23:39,22.252,,,,
2378,9/11/2024 23:49,22.209,,,,
2379,9/11/2024 23:59,22.155,,,,
2380,9/12/2024 0:09,22.08,,,,
2381,9/12/2024 0:19,22.048,,,,
2382,9/12/2024 0:29,21.994,,,,
2383,9/12/2024 0:39,21.823,,,,
2384,9/12/2024 0:49,21.844,,,,
2385,9/12/2024 0:59,21.823,,,,
2386,9/12/2024 1:09,21.78,,,,
2387,9/12/2024 1:19,21.758,,,,
2388,9/12/2024 1:29,21.866,,,,
2389,9/12/2024 1:39,21.898,,,,
2390,9/12/2024 1:49,21.93,,,,
2391,9/12/2024 1:59,21.941,,,,
2392,9/12/2024 2:09,21.93,,,,
2393,9/12/2024 2:19,21.909,,,,
2394,9/12/2024 2:29,21.855,,,,
2395,9/12/2024 2:39,21.812,,,,
2396,9/12/2024 2:49,21.801,,,,
2397,9/12/2024 2:59,21.758,,,,
2398,9/12/2024 3:09,21.748,,,,
2399,9/12/2024 3:19,21.716,,,,
2400,9/12/2024 3:29,21.694,,,,
2401,9/12/2024 3:39,21.716,,,,
2402,9/12/2024 3:49,21.705,,,,
2403,9/12/2024 3:59,21.694,,,,
2404,9/12/2024 4:09,21.694,,,,
2405,9/12/2024 4:19,21.683,,,,
2406,9/12/2024 4:29,21.662,,,,
2407,9/12/2024 4:39,21.651,,,,
2408,9/12/2024 4:49,21.64,,,,
2409,9/12/2024 4:59,21.64,,,,
2410,9/12/2024 5:09,21.608,,,,
2411,9/12/2024 5:19,21.608,,,,
2412,9/12/2024 5:29,21.576,,,,
2413,9/12/2024 5:39,21.555,,,,
2414,9/12/2024 5:49,21.544,,,,
2415,9/12/2024 5:59,21.522,,,,
2416,9/12/2024 6:09,21.501,,,,
2417,9/12/2024 6:19,21.49,,,,
2418,9/12/2024 6:29,21.49,,,,
2419,9/12/2024 6:39,21.469,,,,
2420,9/12/2024 6:49,21.469,,,,
2421,9/12/2024 6:59,21.458,,,,
2422,9/12/2024 7:09,21.447,,,,
2423,9/12/2024 7:19,21.437,,,,
2424,9/12/2024 7:29,21.437,,,,
2425,9/12/2024 7:39,21.405,,,,
2426,9/12/2024 7:49,21.383,,,,
2427,9/12/2024 7:59,21.383,,,,
2428,9/12/2024 8:09,21.405,,,,
2429,9/12/2024 8:19,21.383,,,,
2430,9/12/2024 8:29,21.297,,,,
2431,9/12/2024 8:39,21.233,,,,
2432,9/12/2024 8:49,21.147,,,,
2433,9/12/2024 8:59,21.126,,,,
2434,9/12/2024 9:09,21.169,,,,
2435,9/12/2024 9:19,21.222,,,,
2436,9/12/2024 9:29,21.276,,,,
2437,9/12/2024 9:39,21.297,,,,
2438,9/12/2024 9:49,21.319,,,,
2439,9/12/2024 9:59,21.329,,,,
2440,9/12/2024 10:09,21.351,,,,
2441,9/12/2024 10:19,21.383,,,,
2442,9/12/2024 10:29,21.437,,,,
2443,9/12/2024 10:39,21.512,,,,
2444,9/12/2024 10:49,21.598,,,,
2445,9/12/2024 10:59,21.651,,,,
2446,9/12/2024 11:09,21.737,,,,
2447,9/12/2024 11:19,21.834,,,,
2448,9/12/2024 11:29,21.952,,,,
2449,9/12/2024 11:39,22.123,,,,
2450,9/12/2024 11:49,22.316,,,,
2451,9/12/2024 11:59,22.488,,,,
2452,9/12/2024 12:09,22.702,,,,
2453,9/12/2024 12:19,22.917,,,,
2454,9/12/2024 12:29,23.099,,,,
2455,9/12/2024 12:39,23.271,,,,
2456,9/12/2024 12:49,23.378,,,,
2457,9/12/2024 12:59,23.56,,,,
2458,9/12/2024 13:09,23.678,,,,
2459,9/12/2024 13:19,23.732,,,,
2460,9/12/2024 13:29,23.689,,,,
2461,9/12/2024 13:39,23.346,,,,
2462,9/12/2024 13:49,22.788,,,,
2463,9/12/2024 13:59,22.552,,,,
2464,9/12/2024 14:09,22.756,,,,
2465,9/12/2024 14:19,22.927,,,,
2466,9/12/2024 14:29,23.099,,,,
2467,9/12/2024 14:39,23.217,,,,
2468,9/12/2024 14:49,23.217,,,,
2469,9/12/2024 14:59,23.163,,,,
2470,9/12/2024 15:09,23.131,,,,
2471,9/12/2024 15:19,23.142,,,,
2472,9/12/2024 15:29,23.088,,,,
2473,9/12/2024 15:39,23.045,,,,
2474,9/12/2024 15:49,23.056,,,,
2475,9/12/2024 15:59,23.142,,,,
2476,9/12/2024 16:09,23.131,,,,
2477,9/12/2024 16:19,23.185,,,,
2478,9/12/2024 16:29,23.11,,,,
2479,9/12/2024 16:39,23.121,,,,
2480,9/12/2024 16:49,23.121,,,,
2481,9/12/2024 16:59,23.099,,,,
2482,9/12/2024 17:09,23.121,,,,
2483,9/12/2024 17:19,23.11,,,,
2484,9/12/2024 17:29,23.088,,,,
2485,9/12/2024 17:39,23.078,,,,
2486,9/12/2024 17:49,22.96,,,,
2487,9/12/2024 17:59,22.842,,,,
2488,9/12/2024 18:09,22.82,,,,
2489,9/12/2024 18:19,22.756,,,,
2490,9/12/2024 18:29,22.627,,,,
2491,9/12/2024 18:39,22.616,,,,
2492,9/12/2024 18:49,22.616,,,,
2493,9/12/2024 18:59,22.638,,,,
2494,9/12/2024 19:09,22.734,,,,
2495,9/12/2024 19:19,22.745,,,,
2496,9/12/2024 19:29,22.767,,,,
2497,9/12/2024 19:39,22.799,,,,
2498,9/12/2024 19:49,22.874,,,,
2499,9/12/2024 19:59,22.927,,,,
2500,9/12/2024 20:09,22.938,,,,
2501,9/12/2024 20:19,22.927,,,,
2502,9/12/2024 20:29,22.885,,,,
2503,9/12/2024 20:39,22.863,,,,
2504,9/12/2024 20:49,22.842,,,,
2505,9/12/2024 20:59,22.842,,,,
2506,9/12/2024 21:09,22.831,,,,
2507,9/12/2024 21:19,22.831,,,,
2508,9/12/2024 21:29,22.852,,,,
2509,9/12/2024 21:39,22.874,,,,
2510,9/12/2024 21:49,22.917,,,,
2511,9/12/2024 21:59,22.96,,,,
2512,9/12/2024 22:09,23.013,,,,
2513,9/12/2024 22:19,23.056,,,,
2514,9/12/2024 22:29,23.078,,,,
2515,9/12/2024 22:39,23.088,,,,
2516,9/12/2024 22:49,23.099,,,,
2517,9/12/2024 22:59,23.11,,,,
2518,9/12/2024 23:09,23.131,,,,
2519,9/12/2024 23:19,23.131,,,,
2520,9/12/2024 23:29,23.131,,,,
2521,9/12/2024 23:39,23.131,,,,
2522,9/12/2024 23:49,23.067,,,,
2523,9/12/2024 23:59,23.013,,,,
2524,9/13/2024 0:09,22.981,,,,
2525,9/13/2024 0:19,22.949,,,,
2526,9/13/2024 0:29,22.874,,,,
2527,9/13/2024 0:39,22.852,,,,
2528,9/13/2024 0:49,22.788,,,,
2529,9/13/2024 0:59,22.734,,,,
2530,9/13/2024 1:09,22.659,,,,
2531,9/13/2024 1:19,22.627,,,,
2532,9/13/2024 1:29,22.563,,,,
2533,9/13/2024 1:39,22.423,,,,
2534,9/13/2024 1:49,22.37,,,,
2535,9/13/2024 1:59,22.445,,,,
2536,9/13/2024 2:09,22.295,,,,
2537,9/13/2024 2:19,22.348,,,,
2538,9/13/2024 2:29,22.37,,,,
2539,9/13/2024 2:39,22.413,,,,
2540,9/13/2024 2:49,22.574,,,,
2541,9/13/2024 2:59,22.692,,,,
2542,9/13/2024 3:09,22.724,,,,
2543,9/13/2024 3:19,22.692,,,,
2544,9/13/2024 3:29,22.638,,,,
2545,9/13/2024 3:39,22.563,,,,
2546,9/13/2024 3:49,22.466,,,,
2547,9/13/2024 3:59,22.434,,,,
2548,9/13/2024 4:09,22.413,,,,
2549,9/13/2024 4:19,22.413,,,,
2550,9/13/2024 4:29,22.423,,,,
2551,9/13/2024 4:39,22.434,,,,
2552,9/13/2024 4:49,22.423,,,,
2553,9/13/2024 4:59,22.402,,,,
2554,9/13/2024 5:09,22.381,,,,
2555,9/13/2024 5:19,22.381,,,,
2556,9/13/2024 5:29,22.359,,,,
2557,9/13/2024 5:39,22.338,,,,
2558,9/13/2024 5:49,22.327,,,,
2559,9/13/2024 5:59,22.305,,,,
2560,9/13/2024 6:09,22.295,,,,
2561,9/13/2024 6:19,22.284,,,,
2562,9/13/2024 6:29,22.284,,,,
2563,9/13/2024 6:39,22.273,,,,
2564,9/13/2024 6:49,22.273,,,,
2565,9/13/2024 6:59,22.273,,,,
2566,9/13/2024 7:09,22.252,,,,
2567,9/13/2024 7:19,22.263,,,,
2568,9/13/2024 7:29,22.263,,,,
2569,9/13/2024 7:39,22.252,,,,
2570,9/13/2024 7:49,22.263,,,,
2571,9/13/2024 7:59,22.273,,,,
2572,9/13/2024 8:09,22.273,,,,
2573,9/13/2024 8:19,22.263,,,,
2574,9/13/2024 8:29,22.241,,,,
2575,9/13/2024 8:39,22.252,,,,
2576,9/13/2024 8:49,22.252,,,,
2577,9/13/2024 8:59,22.273,,,,
2578,9/13/2024 9:09,22.295,,,,
2579,9/13/2024 9:19,22.305,,,,
2580,9/13/2024 9:29,22.295,,,,
2581,9/13/2024 9:39,22.273,,,,
2582,9/13/2024 9:49,22.252,,,,
2583,9/13/2024 9:59,22.273,,,,
2584,9/13/2024 10:09,22.305,,,,
2585,9/13/2024 10:19,22.37,,,,
2586,9/13/2024 10:29,22.423,,,,
2587,9/13/2024 10:39,22.456,,,,
2588,9/13/2024 10:49,22.498,,,,
2589,9/13/2024 10:59,22.552,,,,
2590,9/13/2024 11:09,22.616,,,,
2591,9/13/2024 11:19,22.681,,,,
2592,9/13/2024 11:29,22.777,,,,
2593,9/13/2024 11:39,22.874,,,,
2594,9/13/2024 11:49,22.97,,,,
2595,9/13/2024 11:59,23.067,,,,
2596,9/13/2024 12:09,23.174,,,,
2597,9/13/2024 12:19,23.281,,,,
2598,9/13/2024 12:29,23.442,,,,
2599,9/13/2024 12:39,23.603,,,,
2600,9/13/2024 12:49,23.807,,,,
2601,9/13/2024 12:59,24,,,,
2602,9/13/2024 13:09,24.172,,,,
2603,9/13/2024 13:19,24.332,,,,
2604,9/13/2024 13:29,24.45,,,,
2605,9/13/2024 13:39,24.622,,,,
2606,9/13/2024 13:49,24.751,,,,
2607,9/13/2024 13:59,24.912,,,,
2608,9/13/2024 14:09,25.073,,,,
2609,9/13/2024 14:19,25.244,,,,
2610,9/13/2024 14:29,25.298,,,,
2611,9/13/2024 14:39,25.19,,,,
2612,9/13/2024 14:49,24.869,,,,
2613,9/13/2024 14:59,24.097,,,,
2614,9/13/2024 15:09,23.582,,,,
2615,9/13/2024 15:19,23.614,,,,
2616,9/13/2024 15:29,23.818,,,,
2617,9/13/2024 15:39,23.925,,,,
2618,9/13/2024 15:49,24.011,,,,
2619,9/13/2024 15:59,24,,,,
2620,9/13/2024 16:09,23.946,,,,
2621,9/13/2024 16:19,23.85,,,,
2622,9/13/2024 16:29,23.871,,,,
2623,9/13/2024 16:39,23.807,,,,
2624,9/13/2024 16:49,23.785,,,,
2625,9/13/2024 16:59,23.764,,,,
2626,9/13/2024 17:09,23.764,,,,
2627,9/13/2024 17:19,23.732,,,,
2628,9/13/2024 17:29,23.678,,,,
2629,9/13/2024 17:39,23.646,,,,
2630,9/13/2024 17:49,23.614,,,,
2631,9/13/2024 17:59,23.539,,,,
2632,9/13/2024 18:09,23.485,,,,
2633,9/13/2024 18:19,23.464,,,,
2634,9/13/2024 18:29,23.399,,,,
2635,9/13/2024 18:39,23.356,,,,
2636,9/13/2024 18:49,23.335,,,,
2637,9/13/2024 18:59,23.303,,,,
2638,9/13/2024 19:09,23.292,,,,
2639,9/13/2024 19:19,23.281,,,,
2640,9/13/2024 19:29,23.26,,,,
2641,9/13/2024 19:39,23.26,,,,
2642,9/13/2024 19:49,23.239,,,,
2643,9/13/2024 19:59,23.206,,,,
2644,9/13/2024 20:09,23.206,,,,
2645,9/13/2024 20:19,23.217,,,,
2646,9/13/2024 20:29,23.206,,,,
2647,9/13/2024 20:39,23.185,,,,
2648,9/13/2024 20:49,23.163,,,,
2649,9/13/2024 20:59,23.185,,,,
2650,9/13/2024 21:09,23.206,,,,
2651,9/13/2024 21:19,23.228,,,,
2652,9/13/2024 21:29,23.196,,,,
2653,9/13/2024 21:39,23.185,,,,
2654,9/13/2024 21:49,23.196,,,,
2655,9/13/2024 21:59,23.217,,,,
2656,9/13/2024 22:09,23.26,,,,
2657,9/13/2024 22:19,23.303,,,,
2658,9/13/2024 22:29,23.335,,,,
2659,9/13/2024 22:39,23.346,,,,
2660,9/13/2024 22:49,23.356,,,,
2661,9/13/2024 22:59,23.389,,,,
2662,9/13/2024 23:09,23.389,,,,
2663,9/13/2024 23:19,23.399,,,,
2664,9/13/2024 23:29,23.41,,,,
2665,9/13/2024 23:39,23.41,,,,
2666,9/13/2024 23:49,23.41,,,,
2667,9/13/2024 23:59,23.41,,,,
2668,9/14/2024 0:09,23.41,,,,
2669,9/14/2024 0:19,23.389,,,,
2670,9/14/2024 0:29,23.378,,,,
2671,9/14/2024 0:39,23.356,,,,
2672,9/14/2024 0:49,23.314,,,,
2673,9/14/2024 0:59,23.249,,,,
2674,9/14/2024 1:09,23.217,,,,
2675,9/14/2024 1:19,23.163,,,,
2676,9/14/2024 1:29,23.142,,,,
2677,9/14/2024 1:39,23.099,,,,
2678,9/14/2024 1:49,23.024,,,,
2679,9/14/2024 1:59,22.938,,,,
2680,9/14/2024 2:09,22.895,,,,
2681,9/14/2024 2:19,22.788,,,,
2682,9/14/2024 2:29,22.724,,,,
2683,9/14/2024 2:39,22.67,,,,
2684,9/14/2024 2:49,22.627,,,,
2685,9/14/2024 2:59,22.638,,,,
2686,9/14/2024 3:09,22.649,,,,
2687,9/14/2024 3:19,22.627,,,,
2688,9/14/2024 3:29,22.541,,,,
2689,9/14/2024 3:39,22.584,,,,
2690,9/14/2024 3:49,22.681,,,,
2691,9/14/2024 3:59,22.702,,,,
2692,9/14/2024 4:09,22.724,,,,
2693,9/14/2024 4:19,22.713,,,,
2694,9/14/2024 4:29,22.745,,,,
2695,9/14/2024 4:39,22.734,,,,
2696,9/14/2024 4:49,22.724,,,,
2697,9/14/2024 4:59,22.724,,,,
2698,9/14/2024 5:09,22.702,,,,
2699,9/14/2024 5:19,22.681,,,,
2700,9/14/2024 5:29,22.659,,,,
2701,9/14/2024 5:39,22.616,,,,
2702,9/14/2024 5:49,22.574,,,,
2703,9/14/2024 5:59,22.531,,,,
2704,9/14/2024 6:09,22.52,,,,
2705,9/14/2024 6:19,22.498,,,,
2706,9/14/2024 6:29,22.498,,,,
2707,9/14/2024 6:39,22.498,,,,
2708,9/14/2024 6:49,22.498,,,,
2709,9/14/2024 6:59,22.488,,,,
2710,9/14/2024 7:09,22.466,,,,
2711,9/14/2024 7:19,22.466,,,,
2712,9/14/2024 7:29,22.466,,,,
2713,9/14/2024 7:39,22.456,,,,
2714,9/14/2024 7:49,22.445,,,,
2715,9/14/2024 7:59,22.445,,,,
2716,9/14/2024 8:09,22.445,,,,
2717,9/14/2024 8:19,22.445,,,,
2718,9/14/2024 8:29,22.445,,,,
2719,9/14/2024 8:39,22.456,,,,
2720,9/14/2024 8:49,22.466,,,,
2721,9/14/2024 8:59,22.477,,,,
2722,9/14/2024 9:09,22.498,,,,
2723,9/14/2024 9:19,22.531,,,,
2724,9/14/2024 9:29,22.531,,,,
2725,9/14/2024 9:39,22.531,,,,
2726,9/14/2024 9:49,22.563,,,,
2727,9/14/2024 9:59,22.584,,,,
2728,9/14/2024 10:09,22.616,,,,
2729,9/14/2024 10:19,22.638,,,,
2730,9/14/2024 10:29,22.649,,,,
2731,9/14/2024 10:39,22.67,,,,
2732,9/14/2024 10:49,22.702,,,,
2733,9/14/2024 10:59,22.756,,,,
2734,9/14/2024 11:09,22.82,,,,
2735,9/14/2024 11:19,22.874,,,,
2736,9/14/2024 11:29,22.927,,,,
2737,9/14/2024 11:39,23.003,,,,
2738,9/14/2024 11:49,23.078,,,,
2739,9/14/2024 11:59,23.153,,,,
2740,9/14/2024 12:09,23.249,,,,
2741,9/14/2024 12:19,23.346,,,,
