"Location Properties"
"Location Name = AshCreek"
"Location ID = 82862c1c-6906-4407-9675-91cd165864a7"
""
"Report Properties"
"Start Time = 2024-08-26 11:42:38"
"Duration = 55.20:00:06"
"Readings = 2681"
"Time Offset = -04:00:00"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600"
"Device SN = 1005261"
"Device Firmware = 2.32"
""
"Log Properties"
"Log Name = ASHC_2024_SONDE5261"
"Log Type = Linear"
"Log File Number = 9"
"Log ID = 72cf1513-30bc-40ff-90c0-df10bf61485c"
"Log Wrapping Enabled = True"
"Interval = 00:30:00"
""
""
"Date Time","pH (pH) (982925)","pH mV (mV) (982925)","ORP (mV) (982925)","Actual Conductivity (µS/cm) (1026742)","Specific Conductivity (µS/cm) (1026742)","Salinity (PSU) (1026742)","Resistivity (Ω⋅cm) (1026742)","Density (g/cm³) (1026742)","Total Dissolved Solids (ppt) (1026742)","RDO Concentration (mg/L) (1003422)","RDO Saturation (%Sat) (1003422)","Oxygen Partial Pressure (Torr) (1003422)","Chlorophyll-a Fluorescence (RFU) (1005348)","Temperature (°C) (1005261)","External Voltage (V) (1005261)","Battery Capacity (%) (1005261)","Barometric Pressure (mm Hg) (1005261)"
"2024-08-28 01:12:38","7.416737","-31.785965","395.73352","34917.426","34654.59","22.122835","28.638996","1.0135297","22.525484","4.058703","55.510593","77.82244","0.012561761","25.397089","0.054","92","767.6374"
"2024-08-28 01:42:38","7.4202023","-31.9767","397.3119","31225.438","31070.283","19.610193","32.025173","1.0116837","20.195684","4.5311236","60.949394","85.46977","0.010098206","25.261448","0.072","92","767.6374"
"2024-08-28 02:12:38","7.406204","-31.147003","368.90192","32989.32","32830.543","20.838577","30.31284","1.0126075","21.339853","3.6405456","49.305676","69.1428","0.0118169915","25.253212","0.054","92","767.6374"
"2024-08-28 02:42:38","7.7627525","-52.12307","387.9754","40402.89","40807.4","26.500818","24.750704","1.0170858","26.52481","6.311317","87.09672","122.31661","0.023873996","24.481014","0.045","92","767.6374"
"2024-08-28 03:12:38","7.8099766","-54.893494","396.19604","40210.285","40691.617","26.415258","24.869259","1.0170503","26.449553","6.7361016","92.75053","130.28079","0.022869512","24.380693","0.045","92","767.6374"
"2024-08-28 03:42:38","7.834026","-56.30493","396.25806","40274.887","40791.75","26.486639","24.829369","1.0171167","26.514639","7.080875","97.46249","136.91049","0.016481578","24.336605","0.045","92","767.6374"
"2024-08-28 04:12:38","7.8699136","-58.403015","395.271","40502.07","41104.055","26.71006","24.690096","1.0173147","26.717636","7.2732244","100.05686","140.58153","0.017919766","24.233229","0.045","92","767.6374"
"2024-08-28 04:42:38","7.8498893","-57.201385","395.25195","40441.258","41125.41","26.723314","24.727222","1.0173546","26.731518","7.1156716","97.71831","137.32188","0.020470452","24.129017","0.036","92","767.6374"
"2024-08-28 05:12:38","7.820407","-55.437088","397.8078","40512.938","41306.69","26.851446","24.683474","1.0174897","26.849348","6.8270516","93.60137","131.56854","0.020107776","23.993921","0.036","92","767.6374"
"2024-08-28 05:42:38","7.8094535","-54.78859","398.17017","40376.055","41178.8","26.758707","24.767155","1.017424","26.76622","6.720073","92.06218","129.40843","0.023983309","23.979362","0.036","92","767.6374"
