"type","durationMinutes","startTime","endTime","startNum","endNum","eventpH"
"Severe",260.000000003686,"2023-08-18 17:22:22","2023-08-18 21:42:22",53.665,53.66549,6.72145814814815
"Severe",180.000000001115,"2023-08-19 06:52:22","2023-08-19 09:52:22",53.66654,53.66688,6.77315642105263
"Severe",120.000000001988,"2023-08-19 20:22:22","2023-08-19 22:22:22",53.66808,53.66831,6.78450284615385
"Severe",89.9999999986903,"2023-08-20 21:12:22","2023-08-20 22:42:22",53.67091,53.67109,6.7991722
"Moderately Severe",190.00000000097,"2023-08-13 14:32:22","2023-08-13 17:42:22",53.65097,53.65134,6.9373828
"Moderately Severe",89.9999999986903,"2023-08-14 05:32:22","2023-08-14 07:02:22",53.65269,53.65286,6.9856001
"Moderately Severe",139.999999997963,"2023-08-15 17:02:22","2023-08-15 19:22:22",53.65674,53.65701,6.9443018
"Moderately Severe",150.000000001552,"2023-08-16 05:22:22","2023-08-16 07:52:22",53.65815,53.65843,6.9570164375
"Moderately Severe",300.000000003104,"2023-08-18 16:42:22","2023-08-18 21:42:22",53.66492,53.66549,6.743346
"Moderately Severe",289.999999999515,"2023-08-19 05:02:22","2023-08-19 09:52:22",53.66633,53.66688,6.80613126666667
"Moderately Severe",260.000000003686,"2023-08-19 18:02:22","2023-08-19 22:22:22",53.66781,53.66831,6.82602548148148
"Moderately Severe",259.999999999951,"2023-08-20 06:12:22","2023-08-20 10:32:22",53.6692,53.6697,6.87175055555556
"Moderately Severe",250.000000003831,"2023-08-20 18:52:22","2023-08-20 23:02:22",53.67065,53.67112,6.84349934615385
"Moderately Severe",240.000000003977,"2023-08-21 07:02:22","2023-08-21 11:02:22",53.67204,53.67249,6.88360312
"Moderately Severe",209.999999996944,"2023-08-21 20:02:22","2023-08-21 23:32:22",53.67352,53.67392,6.89350354545455
"Moderately Severe",100.000000002279,"2023-08-22 22:32:22","2023-08-23 00:12:22",53.67655,53.67674,6.95108963636364
"Moderately Severe",100.000000002279,"2023-08-23 23:22:22","2023-08-24 01:02:22",53.67938,53.67957,6.96617854545455
"Moderately Severe",99.9999999985448,"2023-08-24 11:02:22","2023-08-24 12:42:22",53.68071,53.6809,6.99446518181818
"Moderately Severe",100.000000002279,"2023-08-26 01:12:22","2023-08-26 02:52:22",53.68507,53.68526,6.97386
