"type","durationMinutes","startTime","endTime","startNum","endNum","eventpH"
"Sub-Optimal",120.000000001988,"2023-07-05 07:27:06","2023-07-05 09:27:06",53.54332,53.54354,7.81280584615385
"Sub-Optimal",190.00000000097,"2023-07-10 05:57:06","2023-07-10 09:07:06",53.55684,53.55721,7.77322735
"Sub-Optimal",60.0000000028615,"2023-07-12 09:17:06","2023-07-12 10:17:06",53.5627,53.56282,7.79423142857143
"Sub-Optimal",190.00000000097,"2023-07-13 08:57:06","2023-07-13 12:07:06",53.56541,53.56577,7.7840627
"Sub-Optimal",219.999999996799,"2023-07-13 22:07:06","2023-07-14 01:47:06",53.56691,53.56733,7.7836
"Sub-Optimal",659.999999997865,"2023-07-14 03:27:06","2023-07-14 14:27:06",53.56752,53.56877,7.73634585074627
"Sub-Optimal",89.9999999986903,"2023-07-14 17:27:06","2023-07-14 18:57:06",53.56912,53.56929,7.7728655
"Sub-Optimal",110.000000002134,"2023-07-14 21:57:06","2023-07-14 23:47:06",53.56963,53.56984,7.80045491666667
"Sub-Optimal",739.999999996701,"2023-07-15 01:07:06","2023-07-15 13:27:06",53.56999,53.5714,7.74989197333333
"Sub-Optimal",89.9999999986903,"2023-07-16 00:07:06","2023-07-16 01:37:06",53.57262,53.57279,7.7965989
"Sub-Optimal",560.000000003055,"2023-07-16 06:07:06","2023-07-16 15:27:06",53.5733,53.57437,7.74251559649123
"Sub-Optimal",240.000000003977,"2023-07-16 16:47:06","2023-07-16 20:47:06",53.57452,53.57498,7.75290672
"Sub-Optimal",740.000000000435,"2023-07-16 22:27:06","2023-07-17 10:47:06",53.57517,53.57657,7.70449522666667
