"type","durationMinutes","startTime","endTime","startNum","endNum","eventpH"
"Marginal",NA,NA,"2023-06-20 10:56:17",NA,53.50262,NA
"Marginal",110.000000002134,"2023-07-08 22:26:18","2023-07-09 00:16:18",53.55325,53.55346,7.44561158333333
"Marginal",100.000000002279,"2023-07-09 02:06:18","2023-07-09 03:46:18",53.55366,53.55386,7.49940081818182
"Sub-Optimal",NA,NA,"2023-06-20 10:56:17",NA,53.50262,NA
"Sub-Optimal",629.999999998302,"2023-06-20 14:26:17","2023-06-21 00:56:17",53.50302,53.50422,7.715540625
"Sub-Optimal",250.000000003831,"2023-06-21 22:06:17","2023-06-22 02:16:17",53.50663,53.50711,7.6599485
"Sub-Optimal",60.0000000028615,"2023-06-22 19:56:17","2023-06-22 20:56:17",53.50913,53.50924,7.772113
"Sub-Optimal",80.0000000025705,"2023-06-22 22:46:17","2023-06-23 00:06:17",53.50945,53.5096,7.72880277777778
"Sub-Optimal",99.9999999948102,"2023-06-23 01:36:17","2023-06-23 03:16:17",53.50977,53.50996,7.68975418181818
"Sub-Optimal",119.999999998254,"2023-06-23 14:06:17","2023-06-23 16:06:17",53.5112,53.51143,7.76967484615385
"Sub-Optimal",529.999999999757,"2023-06-23 22:26:17","2023-06-24 07:16:17",53.51215,53.51316,7.69521662962963
"Sub-Optimal",400.016666666522,"2023-06-24 10:36:17","2023-06-24 17:16:18",53.51354,53.5143,7.76297451219512
"Sub-Optimal",450.000000000921,"2023-06-24 20:16:18","2023-06-25 03:46:18",53.51464,53.5155,7.71277504347826
"Sub-Optimal",199.99999999709,"2023-06-25 16:46:18","2023-06-25 20:06:18",53.51698,53.51736,7.72208623809524
"Sub-Optimal",69.9999999989814,"2023-06-25 23:26:18","2023-06-26 00:36:18",53.51774,53.51788,7.76425625
"Sub-Optimal",179.999999997381,"2023-06-26 01:56:18","2023-06-26 04:56:18",53.51803,53.51837,7.73239484210526
"Sub-Optimal",589.999999995149,"2023-06-26 20:36:18","2023-06-27 06:26:18",53.52016,53.52128,7.68267895
"Sub-Optimal",100.000000002279,"2023-06-27 10:36:18","2023-06-27 12:16:18",53.52176,53.52195,7.76836227272727
"Sub-Optimal",269.999999999806,"2023-06-27 13:36:18","2023-06-27 18:06:18",53.5221,53.52261,7.68112507142857
"Sub-Optimal",690.000000001163,"2023-06-27 22:26:18","2023-06-28 09:56:18",53.52311,53.52442,7.67555088571429
"Sub-Optimal",230.000000000388,"2023-06-30 02:26:18","2023-06-30 06:16:18",53.52905,53.52948,7.74108529166667
"Sub-Optimal",490.000000000339,"2023-07-01 02:26:18","2023-07-01 10:36:18",53.53179,53.53272,7.68897544
"Sub-Optimal",99.9999999948102,"2023-07-01 18:16:18","2023-07-01 19:56:18",53.53359,53.53378,7.79005536363636
