"type","durationMinutes","startTime","endTime","startNum","endNum","eventpH"
"Moderately Severe",220.000000000533,"2023-07-04 08:30:00","2023-07-04 12:10:00",53.5407,53.54111,6.93373426086957
"Moderately Severe",150.000000001552,"2023-07-05 09:50:00","2023-07-05 12:20:00",53.54359,53.54387,6.9791205
"Moderate",250.000000003831,"2023-07-04 08:00:00","2023-07-04 12:10:00",53.54064,53.54111,6.95119030769231
"Moderate",210.000000000679,"2023-07-05 09:10:00","2023-07-05 12:40:00",53.54351,53.54391,7.00402954545455
"Marginal",130.000000001843,"2023-06-29 05:10:00","2023-06-29 07:20:00",53.52662,53.52686,7.37132835714286
"Marginal",59.9999999991269,"2023-07-01 08:20:00","2023-07-01 09:20:00",53.53246,53.53257,7.40275285714286
"Marginal",89.9999999986903,"2023-07-02 08:50:00","2023-07-02 10:20:00",53.53525,53.53543,7.380935
"Marginal",159.999999997672,"2023-07-03 08:30:00","2023-07-03 11:10:00",53.53796,53.53826,7.38627947058824
"Marginal",300.000000006838,"2023-07-04 07:10:00","2023-07-04 12:10:00",53.54054,53.54111,7.01341770967742
"Marginal",220.000000000533,"2023-07-04 21:20:00","2023-07-05 01:00:00",53.54216,53.54258,7.28166582608696
"Marginal",280.000000003395,"2023-07-05 08:00:00","2023-07-05 12:40:00",53.54338,53.54391,7.09478979310345
"Marginal",130.000000001843,"2023-07-05 22:30:00","2023-07-06 00:40:00",53.54503,53.54528,7.4116595
"Marginal",200.000000004559,"2023-07-06 10:10:00","2023-07-06 13:30:00",53.54637,53.54675,7.36010966666667
"Marginal",140.000000001697,"2023-07-07 11:20:00","2023-07-07 13:40:00",53.54924,53.54951,7.41246153333333
"Marginal",80.0000000063051,"2023-07-08 01:10:00","2023-07-08 02:30:00",53.55082,53.55097,7.41096388888889
"Marginal",109.999999998399,"2023-07-08 12:20:00","2023-07-08 14:10:00",53.55209,53.5523,7.42247125
"Marginal",100.000000002279,"2023-07-09 02:00:00","2023-07-09 03:40:00",53.55365,53.55384,7.39853881818182
"Marginal",80.0000000025705,"2023-07-09 13:10:00","2023-07-09 14:30:00",53.55493,53.55508,7.46903833333333
"Marginal",110.000000002134,"2023-07-10 02:40:00","2023-07-10 04:30:00",53.55647,53.55668,7.39491133333333
"Marginal",119.999999998254,"2023-07-10 13:50:00","2023-07-10 15:50:00",53.55774,53.55797,7.38672107692308
"Sub-Optimal",190.00000000097,"2023-06-27 02:50:00","2023-06-27 06:00:00",53.52087,53.52123,7.62804025
"Sub-Optimal",309.999999999224,"2023-06-27 12:40:00","2023-06-27 17:50:00",53.52199,53.52258,7.69716072727273
"Sub-Optimal",250.000000003831,"2023-06-28 03:40:00","2023-06-28 07:50:00",53.52371,53.52418,7.62291592307692
"Sub-Optimal",129.999999998108,"2023-06-28 13:30:00","2023-06-28 15:40:00",53.52483,53.52508,7.72087426666667
"Sub-Optimal",319.999999995343,"2023-06-29 03:20:00","2023-06-29 08:40:00",53.52641,53.52702,7.56372275757576
"Sub-Optimal",230.000000000388,"2023-06-30 05:20:00","2023-06-30 09:10:00",53.52938,53.52981,7.60792904166667
"Sub-Optimal",229.999999992918,"2023-07-01 06:20:00","2023-07-01 10:10:00",53.53223,53.53267,7.57609133333333
"Sub-Optimal",269.999999999806,"2023-07-02 06:50:00","2023-07-02 11:20:00",53.53503,53.53554,7.53670492857143
"Sub-Optimal",260.000000003686,"2023-07-03 07:10:00","2023-07-03 11:30:00",53.5378,53.5383,7.50062540740741
"Sub-Optimal",439.999999997332,"2023-07-04 06:00:00","2023-07-04 13:20:00",53.54041,53.54125,7.22617117777778
"Sub-Optimal",330.000000002667,"2023-07-04 20:10:00","2023-07-05 01:40:00",53.54203,53.54266,7.41310458823529
"Sub-Optimal",460.000000000775,"2023-07-05 06:30:00","2023-07-05 14:10:00",53.54321,53.54408,7.31379917021277
"Sub-Optimal",260.000000003686,"2023-07-05 21:30:00","2023-07-06 01:50:00",53.54492,53.54541,7.53543181481481
"Sub-Optimal",509.999999996313,"2023-07-06 06:20:00","2023-07-06 14:50:00",53.54593,53.5469,7.54511957692308
"Sub-Optimal",220.000000000533,"2023-07-06 23:00:00","2023-07-07 02:40:00",53.54783,53.54825,7.58451326086957
"Sub-Optimal",519.999999999902,"2023-07-07 06:40:00","2023-07-07 15:20:00",53.54871,53.5497,7.593981
"Sub-Optimal",199.99999999709,"2023-07-08 00:20:00","2023-07-08 03:40:00",53.55072,53.5511,7.55074319047619
"Sub-Optimal",519.999999996168,"2023-07-08 07:30:00","2023-07-08 16:10:00",53.55154,53.55253,7.61906133333333
"Sub-Optimal",230.000000000388,"2023-07-09 00:50:00","2023-07-09 04:40:00",53.55352,53.55396,7.54087125
"Sub-Optimal",510.000000000048,"2023-07-09 08:20:00","2023-07-09 16:50:00",53.55438,53.55535,7.61188526415094
"Sub-Optimal",399.999999997914,"2023-07-10 00:30:00","2023-07-10 07:10:00",53.55622,53.55698,7.61755712195122
"Sub-Optimal",290.000000003249,"2023-07-10 11:00:00","2023-07-10 15:50:00",53.55742,53.55797,7.53191163333333
