"type","durationMinutes","startTime","endTime","startNum","endNum","eventpH"
"Moderately Severe",60.0000000028615,"2023-09-11 04:04:00","2023-09-11 05:04:00",53.72923,53.72935,6.9848602
"Moderate",74.9999999989086,"2023-09-10 15:34:00","2023-09-10 16:49:00",53.7278,53.72795,7.15907483333333
"Moderate",180.000000001115,"2023-09-11 02:04:00","2023-09-11 05:04:00",53.729,53.72935,7.03649023076923
"Moderate",104.999999998472,"2023-09-18 19:34:00","2023-09-18 21:19:00",53.75018,53.75038,7.159716875
"Moderate",89.9999999986903,"2023-09-19 07:34:00","2023-09-19 09:04:00",53.75155,53.75172,7.17553471428571
"Moderate",74.999999995174,"2023-09-29 19:05:00","2023-09-29 20:20:00",53.78026,53.7804,7.060867
"Moderate",165.000000001334,"2023-09-30 04:35:00","2023-09-30 07:20:00",53.78135,53.78166,7.123363
"Marginal",104.999999994737,"2023-09-05 21:49:00","2023-09-05 23:34:00",53.71482,53.71502,7.369197625
"Marginal",225.00000000046,"2023-09-06 07:49:00","2023-09-06 11:34:00",53.71596,53.71639,7.4652721875
"Marginal",135.00000000177,"2023-09-06 22:19:00","2023-09-07 00:34:00",53.71762,53.71787,7.3696535
"Marginal",120.000000001988,"2023-09-07 23:34:00","2023-09-08 01:34:00",53.7205,53.72073,7.41630555555556
"Marginal",299.999999995634,"2023-09-08 09:04:00","2023-09-08 14:04:00",53.72158,53.72215,7.44084871428571
"Marginal",240.000000003977,"2023-09-08 23:34:00","2023-09-09 03:34:00",53.72324,53.72369,7.38971170588235
"Marginal",209.999999996944,"2023-09-09 10:19:00","2023-09-09 13:49:00",53.72447,53.72486,7.47204173333333
"Marginal",165.000000005068,"2023-09-10 01:04:00","2023-09-10 03:49:00",53.72615,53.72646,7.34640716666667
"Marginal",269.999999999806,"2023-09-10 12:19:00","2023-09-10 16:49:00",53.72743,53.72795,7.29190663157895
"Marginal",359.999999998496,"2023-09-10 23:49:00","2023-09-11 05:49:00",53.72875,53.72943,7.1975268
"Marginal",165.000000001334,"2023-09-11 13:49:00","2023-09-11 16:34:00",53.73034,53.73066,7.46013333333333
"Marginal",269.999999999806,"2023-09-12 01:04:00","2023-09-12 05:34:00",53.73163,53.73214,7.31785647368421
"Marginal",240.000000000242,"2023-09-13 02:49:00","2023-09-13 06:49:00",53.73457,53.73502,7.36047317647059
"Marginal",194.999999997162,"2023-09-13 15:04:00","2023-09-13 18:19:00",53.73597,53.73634,7.39289471428571
