"type","durationMinutes","startTime","endTime","startNum","endNum","eventpH"
"Moderate",150.000000001552,"2023-07-16 15:40:00","2023-07-16 18:10:00",53.57439,53.57468,7.0841259375
"Moderate",109.999999998399,"2023-07-17 04:50:00","2023-07-17 06:40:00",53.57589,53.5761,7.1509095
"Moderate",100.000000002279,"2023-07-19 06:10:00","2023-07-19 07:50:00",53.58153,53.58172,7.16803490909091
"Moderate",70.000000002716,"2023-07-25 23:40:00","2023-07-26 00:50:00",53.59996,53.6001,7.143586375
"Moderate",139.999999997963,"2023-07-28 00:30:00","2023-07-28 02:50:00",53.60554,53.6058,7.1550698
"Moderate",79.9999999988358,"2023-07-29 02:20:00","2023-07-29 03:40:00",53.60849,53.60864,7.16370177777778
"Marginal",129.999999998108,"2023-07-13 01:20:00","2023-07-13 03:30:00",53.56454,53.56478,7.36833628571429
"Marginal",129.999999998108,"2023-07-14 02:30:00","2023-07-14 04:40:00",53.56741,53.56766,7.41020164285714
"Marginal",150.000000001552,"2023-07-14 14:00:00","2023-07-14 16:30:00",53.56872,53.56901,7.3243560625
"Marginal",179.999999997381,"2023-07-15 02:20:00","2023-07-15 05:20:00",53.57013,53.57047,7.30691284210526
"Marginal",139.999999997963,"2023-07-16 03:50:00","2023-07-16 06:10:00",53.57304,53.57331,7.34741993333333
"Marginal",210.000000004413,"2023-07-16 14:40:00","2023-07-16 18:10:00",53.57428,53.57468,7.159364
"Marginal",209.999999996944,"2023-07-17 03:20:00","2023-07-17 06:50:00",53.57572,53.57612,7.22258381818182
"Marginal",200.000000000824,"2023-07-18 04:20:00","2023-07-18 07:40:00",53.57858,53.57896,7.295653
"Marginal",159.999999997672,"2023-07-18 17:20:00","2023-07-18 20:00:00",53.58006,53.58037,7.30447129411765
"Marginal",220.000000000533,"2023-07-19 04:40:00","2023-07-19 08:20:00",53.58135,53.58177,7.25520460869565
"Marginal",90.0000000024249,"2023-07-19 18:30:00","2023-07-19 20:00:00",53.58293,53.58311,7.4544159
"Marginal",240.000000000242,"2023-07-20 05:00:00","2023-07-20 09:00:00",53.58413,53.58459,7.29020812
"Marginal",169.999999997526,"2023-07-21 06:40:00","2023-07-21 09:30:00",53.58706,53.58739,7.31131138888889
"Marginal",59.9999999953923,"2023-07-21 20:30:00","2023-07-21 21:30:00",53.58864,53.58876,7.40985671428571
"Marginal",150.000000001552,"2023-07-22 07:20:00","2023-07-22 09:50:00",53.58988,53.59016,7.405020375
"Marginal",69.9999999989814,"2023-07-22 21:00:00","2023-07-22 22:10:00",53.59144,53.59157,7.39914625
"Marginal",169.999999997526,"2023-07-23 07:30:00","2023-07-23 10:20:00",53.59264,53.59296,7.41599572222222
"Marginal",79.9999999988358,"2023-07-23 21:40:00","2023-07-23 23:00:00",53.59425,53.59441,7.42004388888889
"Marginal",159.999999997672,"2023-07-24 08:20:00","2023-07-24 11:00:00",53.59547,53.59578,7.42865629411765
"Marginal",79.9999999988358,"2023-07-24 22:30:00","2023-07-24 23:50:00",53.59709,53.59724,7.40768
"Marginal",99.9999999948102,"2023-07-25 10:00:00","2023-07-25 11:40:00",53.5984,53.59859,7.50893081818182
"Marginal",190.00000000097,"2023-07-25 21:40:00","2023-07-26 00:50:00",53.59973,53.6001,7.2605202
"Marginal",190.00000000097,"2023-07-26 09:40:00","2023-07-26 12:50:00",53.6011,53.60146,7.45989855
"Marginal",139.999999997963,"2023-07-26 23:30:00","2023-07-27 01:50:00",53.60268,53.60295,7.2879608
"Marginal",250.000000003831,"2023-07-27 23:00:00","2023-07-28 03:10:00",53.60537,53.60584,7.25092138461538
"Marginal",190.000000004704,"2023-07-28 11:10:00","2023-07-28 14:20:00",53.60675,53.60712,7.4779348
"Marginal",220.000000000533,"2023-07-29 00:20:00","2023-07-29 04:00:00",53.60826,53.60868,7.27185943478261
"Marginal",389.999999998059,"2023-07-30 00:10:00","2023-07-30 06:40:00",53.61098,53.61172,7.35061245
"Marginal",69.9999999989814,"2023-07-30 15:20:00","2023-07-30 16:30:00",53.61271,53.61284,7.530045625
"Marginal",330.000000002667,"2023-07-31 00:50:00","2023-07-31 06:20:00",53.61379,53.61442,7.35594705882353
"Marginal",259.999999999951,"2023-08-01 03:00:00","2023-08-01 07:20:00",53.61678,53.61728,7.33288103703704
"Marginal",250.000000000097,"2023-08-02 04:00:00","2023-08-02 08:10:00",53.61963,53.62011,7.37751311538462
"Marginal",199.99999999709,"2023-08-03 05:30:00","2023-08-03 08:50:00",53.62255,53.62293,7.38380728571429
"Marginal",230.000000000388,"2023-08-04 05:40:00","2023-08-04 09:30:00",53.6253,53.62574,7.39815941666667
"Marginal",130.000000001843,"2023-08-04 19:40:00","2023-08-04 21:50:00",53.6269,53.62715,7.44146064285714
"Marginal",220.000000000533,"2023-08-05 06:30:00","2023-08-05 10:10:00",53.62814,53.62856,7.4706262173913
"Marginal",160.000000005141,"2023-08-05 20:00:00","2023-08-05 22:40:00",53.62968,53.62998,7.36003694117647
"Marginal",230.000000000388,"2023-08-06 07:00:00","2023-08-06 10:50:00",53.63094,53.63137,7.44864220833333
"Marginal",129.999999998108,"2023-08-06 21:20:00","2023-08-06 23:30:00",53.63257,53.63282,7.33237864285714
"Marginal",NA,"2023-08-07 08:10:00",NA,53.63381,NA,NA
"Sub-Optimal",129.999999998108,"2023-07-12 11:20:00","2023-07-12 13:30:00",53.56294,53.56318,7.75800042857143
"Sub-Optimal",319.999999999078,"2023-07-12 23:10:00","2023-07-13 04:30:00",53.56429,53.5649,7.55819766666667
"Sub-Optimal",160.000000001406,"2023-07-13 14:00:00","2023-07-13 16:40:00",53.56598,53.56629,7.80980947058824
"Sub-Optimal",319.999999999078,"2023-07-14 00:50:00","2023-07-14 06:10:00",53.56722,53.56783,7.57328515151515
"Sub-Optimal",349.999999998641,"2023-07-14 11:50:00","2023-07-14 17:40:00",53.56847,53.56914,7.53645708333333
"Sub-Optimal",379.999999998205,"2023-07-15 00:10:00","2023-07-15 06:30:00",53.56988,53.57061,7.49456569230769
"Sub-Optimal",289.999999999515,"2023-07-16 02:40:00","2023-07-16 07:30:00",53.57291,53.57346,7.50602936666667
