"Location Properties"
"Location Name = GSB, NY"
"Location ID = 527b0ac0-7ed1-4ee1-8380-f7841f066137"
""
"Report Properties"
"Start Time = 2023-06-20 12:37:05"
"Duration = 26.23:30:01"
"Readings = 3886"
"Time Offset = -04:00:00"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600"
"Device SN = 1005052"
"Device Firmware = 2.32"
""
"Log Properties"
"Log Name = Log_2023-06-20_1005052_GSB"
"Log Type = Linear"
"Log File Number = 5"
"Log ID = ea37bc9e-b5db-421c-a91b-002824b79d50"
"Log Wrapping Enabled = True"
"Interval = 00:10:00"
""
""
"Date Time","Actual Conductivity (µS/cm) (1024259)","Specific Conductivity (µS/cm) (1024259)","Salinity (PSU) (1024259)","Resistivity (Ω⋅cm) (1024259)","Density (g/cm³) (1024259)","Total Dissolved Solids (ppt) (1024259)","RDO Concentration (mg/L) (1003691)","RDO Saturation (%Sat) (1003691)","Oxygen Partial Pressure (Torr) (1003691)","Chlorophyll-a Fluorescence (RFU) (994333)","pH (pH) (982936)","pH mV (mV) (982936)","ORP (mV) (982936)","Temperature (°C) (1005052)","External Voltage (V) (1005052)","Battery Capacity (%) (1005052)","Barometric Pressure (mm Hg) (1005052)"
"2023-06-20 12:37:05","39951.47","41504.45","26.9723","25.03037","1.017849","26.97789","8.893807","121.3126","167.405","0.01357184","7.272405","-15.39469","238.9558","23.04099","0.063","86","759.4498"
"2023-06-20 12:47:05","34771.29","36446.47","23.34316","28.75936","1.015231","23.6902","9.614645","127.3924","175.9294","0.01475731","7.220471","-12.32386","232.6186","22.59358","0.018","86","759.4498"
"2023-06-20 12:57:05","36225.68","39751.89","25.63668","27.60473","1.017549","25.83873","8.48984","109.4183","151.6454","0.4336919","7.980619","-56.50043","205.055","20.35573","0.027","86","759.4498"
"2023-06-20 13:07:05","37304.86","40981.89","26.51605","26.80616","1.01823","26.63823","8.585305","111.1134","154.0069","0.5042039","7.999507","-57.59001","213.5761","20.30245","0.009","86","759.4498"
"2023-06-20 13:17:05","37300.61","40936.49","26.48506","26.80922","1.018194","26.60872","8.63439","111.8268","154.9846","0.8725061","8.009295","-58.16936","215.2045","20.34986","0","86","759.4498"
"2023-06-20 13:27:05","37325.18","41062.32","26.5715","26.79157","1.018289","26.69051","8.603948","111.2514","154.2135","0.5455695","8.012512","-58.33387","203.2836","20.23501","0","86","759.4498"
"2023-06-20 13:37:05","37328.68","41071.61","26.57796","26.78906","1.018295","26.69655","8.58332","110.9758","153.8329","0.8003049","8.012657","-58.34103","198.9229","20.2287","0.009","86","759.4498"
"2023-06-20 13:47:05","37325.2","41068.94","26.576","26.79155","1.018294","26.69481","8.621264","111.4623","154.5076","0.4672338","8.012784","-58.34818","200.4464","20.22736","0","86","759.4498"
"2023-06-20 13:57:05","37331.87","41070.94","26.57765","26.78676","1.018294","26.69611","8.684539","112.2945","155.6598","0.6412311","8.017719","-58.63667","202.8854","20.23355","0","86","759.4498"
"2023-06-20 14:07:05","37355.7","41062.96","26.57327","26.76968","1.018281","26.69093","8.755486","113.2925","157.0339","0.816286","8.025322","-59.08728","196.0953","20.27317","0","86","759.4498"
"2023-06-20 14:17:05","37344.29","41061.76","26.57196","26.77786","1.018283","26.69015","8.734158","112.988","156.6149","0.5984232","8.024877","-59.05867","190.5425","20.26001","0","86","759.4498"
"2023-06-20 14:27:05","37383.38","41068.03","26.57791","26.74985","1.018277","26.69422","8.846108","114.5309","158.7436","0.6998367","8.035335","-59.67617","188.9666","20.30259","0","86","759.4498"
"2023-06-20 14:37:05","37399.13","41054.39","26.56934","26.73859","1.018261","26.68535","8.799983","114.0041","158.0049","0.7006518","8.034431","-59.63087","186.3606","20.3385","0","86","759.4498"
"2023-06-20 14:47:05","37431.53","41065.31","26.57814","26.71545","1.01826","26.69245","8.840511","114.5959","158.8183","0.5373753","8.035314","-59.68809","192.3569","20.36713","0","86","759.4498"
"2023-06-20 14:57:05","37409.7","41063.39","26.5759","26.73104","1.018265","26.69121","8.760696","113.5059","157.3137","0.9192348","8.029262","-59.33046","189.4434","20.34152","0","86","759.4498"
