lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0623FENC_01,2023-06-14,FENC,1,2023-06-21,Mariah Kachmar,0,FALSE,,,,,0
0623FENC_02,2023-06-14,FENC,2,2023-06-21,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623FENC_03,2023-06-14,FENC,3,2023-06-21,Meghana Parikh,0,FALSE,,,,,0
0623FENC_04,2023-06-14,FENC,4,2023-06-21,Meghana Parikh,0,FALSE,,,,,0
0623FENC_05,2023-06-14,FENC,5,2023-06-21,Mariah Kachmar,0,FALSE,,,,,0
0623FENC_06,2023-06-14,FENC,6,2023-06-21,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623FENC_07,2023-06-14,FENC,7,2023-06-21,Meghana Parikh,1,FALSE,,,,,1
0623FENC_08,2023-06-14,FENC,8,2023-06-21,Meghana Parikh,0,FALSE,,,,,0
0623FENC_09,2023-06-14,FENC,9,2023-06-21,Mariah Kachmar,0,FALSE,,,,,0
0623FENC_10,2023-06-14,FENC,10,2023-06-21,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623FENC_11,2023-06-14,FENC,11,2023-06-21,Meghana Parikh,2,FALSE,,,,,2
0623FENC_12,2023-06-14,FENC,12,2023-06-21,Meghana Parikh,0,FALSE,,,,,0
0623FENC_13,2023-06-14,FENC,13,2023-06-21,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623FENC_14,2023-06-14,FENC,14,2023-06-21,Mariah Kachmar,0,FALSE,,,,,0
0623FENC_15,2023-06-14,FENC,15,2023-06-21,Mariah Kachmar,0,FALSE,,,,,0
0623FENC_16,2023-06-14,FENC,16,2023-06-21,Mariah Kachmar,2,FALSE,,,,,2
0623FENC_17,2023-06-14,FENC,17,2023-06-21,Meghana Parikh,0,FALSE,,,,,0
0623FENC_18,2023-06-14,FENC,18,2023-06-21,Meghana Parikh,1,FALSE,,,,,1
0623FENC_19,2023-06-14,FENC,19,2023-06-21,Mariah Kachmar,0,FALSE,,,,,0
0623FENC_20,2023-06-14,FENC,20,2023-06-21,Mariah Kachmar,0,FALSE,,,,,0
0623FENC_21,2023-06-14,FENC,21,2023-06-21,Mariah Kachmar,0,FALSE,,,,,0
0623FENC_22,2023-06-14,FENC,22,2023-06-21,Mariah Kachmar,0,FALSE,,,,,0
0623FENC_23,2023-06-14,FENC,23,2023-06-21,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623FENC_24,2023-06-14,FENC,24,2023-06-21,Mariah Kachmar,1,FALSE,,,,,1
0623FENC_25,2023-06-14,FENC,25,2023-06-21,Mariah Kachmar,2,FALSE,,,,,2
0623FENC_26,2023-06-14,FENC,26,2023-06-21,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623FENC_27,2023-06-14,FENC,27,2023-06-21,Mariah Kachmar,0,FALSE,,,,,0
0623FENC_28,2023-06-14,FENC,28,2023-06-21,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623FENC_29,2023-06-14,FENC,29,2023-06-21,Mariah Kachmar,0,FALSE,,,,,0
0623FENC_30,2023-06-14,FENC,30,2023-06-21,Mariah Kachmar,1,FALSE,,,,,1
