lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0624ASHC_01,2024-06-17,ASHC,1,2024-06-17,Mariah Kachmar,0,TRUE,,Kelly Roper,0,,0
0624ASHC_02,2024-06-17,ASHC,2,2024-06-17,Mariah Kachmar,0,FALSE,,,,,0
0624ASHC_03,2024-06-17,ASHC,3,2024-06-17,Kelly Roper,0,FALSE,,,,,0
0624ASHC_04,2024-06-17,ASHC,4,2024-06-17,Kelly Roper,0,TRUE,,Kyra Lenderman,0,,0
0624ASHC_05,2024-06-17,ASHC,5,2024-06-17,Kyra Lenderman,0.5,TRUE,,Mariah Kachmar,1,,1
0624ASHC_06,2024-06-17,ASHC,6,2024-06-17,Kyra Lenderman,0.5,TRUE,,Mariah Kachmar,0.5,,0.5
0624ASHC_07,2024-06-17,ASHC,7,2024-06-17,Kyra Lenderman,1,FALSE,,,,,1
0624ASHC_08,2024-06-17,ASHC,8,2024-06-17,Kennedy Mcgrath,0.5,FALSE,,,,,0.5
0624ASHC_09,2024-06-17,ASHC,9,2024-06-17,Kennedy Mcgrath,0.5,TRUE,,Mariah Kachmar,0.5,,0.5
0624ASHC_10,2024-06-17,ASHC,10,2024-06-17,Kennedy Mcgrath,0,FALSE,,,,,0
0624ASHC_11,2024-06-17,ASHC,11,2024-06-17,Kelly Roper,0.5,FALSE,,,,,0.5
0624ASHC_12,2024-06-17,ASHC,12,2024-06-17,Kelly Roper,0.5,FALSE,,,,,0.5
0624ASHC_13,2024-06-17,ASHC,13,2024-06-17,Mariah Kachmar,1,FALSE,,,,,1
0624ASHC_14,2024-06-17,ASHC,14,2024-06-17,Mariah Kachmar,0,FALSE,,,,,0
0624ASHC_15,2024-06-17,ASHC,15,2024-06-17,Kennedy Mcgrath,1,FALSE,,,,,1
0624ASHC_16,2024-06-17,ASHC,16,2024-06-17,Kennedy Mcgrath,1,TRUE,,Mariah Kachmar,1,,1
0624ASHC_17,2024-06-17,ASHC,17,2024-06-17,Kelly Roper,0,FALSE,,,,,0
0624ASHC_18,2024-06-17,ASHC,18,2024-06-17,Kelly Roper,0,FALSE,,,,,0
0624ASHC_19,2024-06-17,ASHC,19,2024-06-17,Mariah Kachmar,0,FALSE,,,,,0
0624ASHC_20,2024-06-17,ASHC,20,2024-06-17,Mariah Kachmar,2,FALSE,,,,,2
0624ASHC_21,2024-06-17,ASHC,21,2024-06-17,Kyra Lenderman,1,FALSE,,,,,1
0624ASHC_22,2024-06-17,ASHC,22,2024-06-17,Kyra Lenderman,0.5,FALSE,,,,,0.5
0624ASHC_23,2024-06-17,ASHC,23,2024-06-17,Kelly Roper,0.5,FALSE,,,,,0.5
0624ASHC_24,2024-06-17,ASHC,24,2024-06-17,Kelly Roper,0,FALSE,,,,,0
0624ASHC_25,2024-06-17,ASHC,25,2024-06-17,Mariah Kachmar,1,FALSE,,,,,1
0624ASHC_26,2024-06-17,ASHC,26,2024-06-17,Mariah Kachmar,0.5,FALSE,,,,,0.5
0624ASHC_27,2024-06-17,ASHC,27,2024-06-17,Mariah Kachmar,0.5,FALSE,,,,,0.5
0624ASHC_28,2024-06-17,ASHC,28,2024-06-17,Mariah Kachmar,0.5,FALSE,,,,,0.5
0624ASHC_29,2024-06-17,ASHC,29,2024-06-17,Kyra Lenderman,0.5,FALSE,,,,,0.5
0624ASHC_30,2024-06-17,ASHC,30,2024-06-17,Mariah Kachmar,0,FALSE,,,,,0
