lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0923GOLD_01,2023-09-27,GOLD,1,2023-10-04,Isaiah Mayo,0,TRUE,2023-10-04,Meghana Parikh,0.5,,0.5
0923GOLD_02,2023-09-27,GOLD,2,2023-10-04,Isaiah Mayo,0,TRUE,2023-10-04,Meghana Parikh,0.5,,0.5
0923GOLD_03,2023-09-27,GOLD,3,2023-10-04,Isaiah Mayo,0,TRUE,2023-10-04,Meghana Parikh,0.5,,0.5
0923GOLD_04,2023-09-27,GOLD,4,2023-10-04,Meghana Parikh,0,FALSE,,,,,0
0923GOLD_05,2023-09-27,GOLD,5,2023-10-04,Isaiah Mayo,0,FALSE,,,,,0
0923GOLD_06,2023-09-27,GOLD,6,2023-10-04,Isaiah Mayo,0,FALSE,,,,,0
0923GOLD_07,2023-09-27,GOLD,7,2023-10-04,Meghana Parikh,0,FALSE,,,,,0
0923GOLD_08,2023-09-27,GOLD,8,2023-10-04,Meghana Parikh,0.5,FALSE,,,,,0.5
0923GOLD_09,2023-09-27,GOLD,9,2023-10-04,Isaiah Mayo,0,FALSE,,,,,0
0923GOLD_10,2023-09-27,GOLD,10,2023-10-04,Isaiah Mayo,0,FALSE,,,,,0
0923GOLD_11,2023-09-27,GOLD,11,2023-10-04,Meghana Parikh,0,FALSE,,,,,0
0923GOLD_12,2023-09-27,GOLD,12,2023-10-04,Meghana Parikh,0.5,FALSE,,,,,0.5
0923GOLD_13,2023-09-27,GOLD,13,2023-10-04,Isaiah Mayo,0.5,FALSE,,,,,0.5
0923GOLD_14,2023-09-27,GOLD,14,2023-10-04,Isaiah Mayo,0,FALSE,,,,,0
0923GOLD_15,2023-09-27,GOLD,15,2023-10-04,Meghana Parikh,0.5,FALSE,,,,,0.5
0923GOLD_16,2023-09-27,GOLD,16,2023-10-04,Meghana Parikh,0,FALSE,,,,,0
0923GOLD_17,2023-09-27,GOLD,17,2023-10-04,Isaiah Mayo,0,FALSE,,,,,0
0923GOLD_18,2023-09-27,GOLD,18,2023-10-04,Isaiah Mayo,0.5,FALSE,,,,,0.5
0923GOLD_19,2023-09-27,GOLD,19,2023-10-04,Meghana Parikh,0.5,FALSE,,,,,0.5
0923GOLD_20,2023-09-27,GOLD,20,2023-10-04,Meghana Parikh,0.5,FALSE,,,,,0.5
0923GOLD_21,2023-09-27,GOLD,21,2023-10-04,Isaiah Mayo,0.5,FALSE,,,,,0.5
0923GOLD_22,2023-09-27,GOLD,22,2023-10-04,Isaiah Mayo,0,FALSE,,,,,0
0923GOLD_23,2023-09-27,GOLD,23,2023-10-04,Isaiah Mayo,0.5,FALSE,,,,,0.5
0923GOLD_24,2023-09-27,GOLD,24,2023-10-04,Isaiah Mayo,0,FALSE,,,,,0
0923GOLD_25,2023-09-27,GOLD,25,2023-10-04,Meghana Parikh,2,FALSE,,,,,2
0923GOLD_26,2023-09-27,GOLD,26,2023-10-04,Meghana Parikh,0.5,FALSE,,,,,0.5
0923GOLD_27,2023-09-27,GOLD,27,2023-10-04,Meghana Parikh,0.5,FALSE,,,,,0.5
0923GOLD_28,2023-09-27,GOLD,28,2023-10-04,Meghana Parikh,0,FALSE,,,,,0
0923GOLD_29,2023-09-27,GOLD,29,2023-10-04,Meghana Parikh,0,FALSE,,,,,0
0923GOLD_30,2023-09-27,GOLD,30,2023-10-04,Meghana Parikh,0,FALSE,,,,,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
