lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0824ASHC_01,2024-08-26,ASHC,1,2024-09-03,Mariah Kachmar,0.5,FALSE,,,,,0.5
0824ASHC_02,2024-08-26,ASHC,2,2024-09-03,Mariah Kachmar,1,FALSE,,,,,1
0824ASHC_03,2024-08-26,ASHC,3,2024-09-03,Kyra Lenderman,2,FALSE,,,,,2
0824ASHC_04,2024-08-26,ASHC,4,2024-09-03,Kyra Lenderman,0.5,FALSE,,,,,0.5
0824ASHC_05,2024-08-26,ASHC,5,2024-09-03,Mariah Kachmar,0.5,TRUE,2024-09-03,Kelly Roper,1,,1
0824ASHC_06,2024-08-26,ASHC,6,2024-09-03,Mariah Kachmar,1,TRUE,2024-09-03,Kelly Roper,1,,1
0824ASHC_07,2024-08-26,ASHC,7,2024-09-03,Kelly Roper,1,FALSE,,,,,1
0824ASHC_08,2024-08-26,ASHC,8,2024-09-03,Kelly Roper,1,FALSE,,,,,1
0824ASHC_09,2024-08-26,ASHC,9,2024-09-03,Mariah Kachmar,0.5,FALSE,,,,,0.5
0824ASHC_10,2024-08-26,ASHC,10,2024-09-03,Mariah Kachmar,1,FALSE,,,,,1
0824ASHC_11,2024-08-26,ASHC,11,2024-09-03,Kyra Lenderman,2,FALSE,,,,,2
0824ASHC_12,2024-08-26,ASHC,12,2024-09-03,Kyra Lenderman,2,TRUE,2024-09-03,Mariah Kachmar,2,,2
0824ASHC_13,2024-08-26,ASHC,13,2024-09-03,Kelly Roper,2,FALSE,,,,,2
0824ASHC_14,2024-08-26,ASHC,14,2024-09-03,Kelly Roper,0.5,FALSE,,,,,0.5
0824ASHC_15,2024-08-26,ASHC,15,2024-09-03,Mariah Kachmar,1,FALSE,,,,,1
0824ASHC_16,2024-08-26,ASHC,16,2024-09-03,Mariah Kachmar,1,FALSE,,,,,1
0824ASHC_17,2024-08-26,ASHC,17,2024-09-03,Kelly Roper,0,FALSE,,,,,0
0824ASHC_18,2024-08-26,ASHC,18,2024-09-03,Kelly Roper,0.5,FALSE,,,,,0.5
0824ASHC_19,2024-08-26,ASHC,19,2024-09-03,Mariah Kachmar,2,FALSE,,,,,2
0824ASHC_20,2024-08-26,ASHC,20,2024-09-03,Mariah Kachmar,0.5,FALSE,,,,,0.5
0824ASHC_21,2024-08-26,ASHC,21,2024-09-03,Kelly Roper,0,FALSE,,,,,0
0824ASHC_22,2024-08-26,ASHC,22,2024-09-03,Kelly Roper,0.5,FALSE,,,,,0.5
0824ASHC_23,2024-08-26,ASHC,23,2024-09-03,Mariah Kachmar,1,FALSE,,,,,1
0824ASHC_24,2024-08-26,ASHC,24,2024-09-03,Mariah Kachmar,1,FALSE,,,,,1
0824ASHC_25,2024-08-26,ASHC,25,2024-09-03,,,,,,,Tissue was not present in tube,
0824ASHC_26,2024-08-26,ASHC,26,2024-09-03,Mariah Kachmar,0.5,FALSE,,,,,0.5
0824ASHC_27,2024-08-26,ASHC,27,2024-09-03,Kyra Lenderman,1,FALSE,,,,,1
0824ASHC_28,2024-08-26,ASHC,28,2024-09-03,Kyra Lenderman,1,FALSE,,,,,1
0824ASHC_29,2024-08-26,ASHC,29,2024-09-03,Kelly Roper,1,FALSE,,,,,1
0824ASHC_30,2024-08-26,ASHC,30,2024-09-03,Kelly Roper,1,FALSE,,,,,1
