"","Input","Aquatroll_sn","Start_time_utc","End_time_utc","Duration_days","Num_samp","Oxygen_min","PSU_under_1","flds_miss","PSU_outlier_timestamps"
"1","072023_GOLD_Sonde.csv",1005052,2023-06-20 16:37:05,2023-07-17 16:07:06,1.15740740740741e-05,3887,2.691642,1,"","2023-07-17 16:07:06"
"2","072023_LAUR_Sonde.csv",1005046,2023-06-20 13:56:17,2023-07-17 14:36:18,1.15740740740741e-05,3894,1.645883,6,"","2023-06-20 13:56:17, 2023-06-20 14:06:17, 2023-06-20 14:16:17, 2023-06-20 14:36:17, 2023-06-20 14:46:17, 2023-06-20 14:56:17"
