lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0523LAUR_01,2023-05-25,LAUR,1,2023-05-31,Mariah Kachmar,0,TRUE,,Meghana Parikh,0,,0
0523LAUR_02,2023-05-25,LAUR,2,2023-05-31,Mariah Kachmar,0,TRUE,,Meghana Parikh,0.5,,0.5
0523LAUR_03,2023-05-25,LAUR,3,2023-05-31,Mariah Kachmar,0,TRUE,,Meghana Parikh,0,,0
0523LAUR_04,2023-05-25,LAUR,4,2023-05-31,Mariah Kachmar,0,TRUE,,Meghana Parikh,0,,0
0523LAUR_05,2023-05-25,LAUR,5,2023-05-31,Mariah Kachmar,0,TRUE,,Meghana Parikh,0.5,,0.5
0523LAUR_06,2023-05-25,LAUR,6,2023-05-31,Mariah Kachmar,0,TRUE,,Meghana Parikh,0,,0
0523LAUR_07,2023-05-25,LAUR,7,2023-05-31,Mariah Kachmar,0.5,TRUE,,Meghana Parikh,0.5,,0.5
0523LAUR_08,2023-05-25,LAUR,8,2023-05-31,Mariah Kachmar,0,TRUE,,Meghana Parikh,0,,0
0523LAUR_09,2023-05-25,LAUR,9,2023-05-31,Mariah Kachmar,2,TRUE,,Meghana Parikh,2,,2
0523LAUR_10,2023-05-25,LAUR,10,2023-05-31,Mariah Kachmar,0,TRUE,,Meghana Parikh,0.5,,0.5
0523LAUR_11,2023-05-25,LAUR,11,2023-05-31,Mariah Kachmar,,FALSE,,,,,0
0523LAUR_12,2023-05-25,LAUR,12,2023-05-31,Mariah Kachmar,,FALSE,,,,,0
0523LAUR_13,2023-05-25,LAUR,13,2023-05-31,,,FALSE,,,,,0
0523LAUR_14,2023-05-25,LAUR,14,2023-05-31,,,FALSE,,,,,0.5
0523LAUR_15,2023-05-25,LAUR,15,2023-05-31,,,FALSE,,,,,0.5
0523LAUR_16,2023-05-25,LAUR,16,2023-05-31,,,FALSE,,,,,2
0523LAUR_17,2023-05-25,LAUR,17,2023-05-31,,,FALSE,,,,,0
0523LAUR_18,2023-05-25,LAUR,18,2023-05-31,,,FALSE,,,,,0
0523LAUR_19,2023-05-25,LAUR,19,2023-05-31,,,FALSE,,,,,0
0523LAUR_20,2023-05-25,LAUR,20,2023-05-31,,,FALSE,,,,,0
0523LAUR_21,2023-05-25,LAUR,21,2023-05-31,,,FALSE,,,,,0.5
0523LAUR_22,2023-05-25,LAUR,22,2023-05-31,,,FALSE,,,,,0.5
0523LAUR_23,2023-05-25,LAUR,23,2023-05-31,,,FALSE,,,,,0.5
0523LAUR_24,2023-05-25,LAUR,24,2023-05-31,,,FALSE,,,,,1
0523LAUR_25,2023-05-25,LAUR,25,2023-05-31,,,FALSE,,,,,0.5
0523LAUR_26,2023-05-25,LAUR,26,2023-05-31,,,FALSE,,,,,0.5
0523LAUR_27,2023-05-25,LAUR,27,2023-05-31,,,FALSE,,,,,1
0523LAUR_28,2023-05-25,LAUR,28,2023-05-31,,,FALSE,,,,,0
0523LAUR_29,2023-05-25,LAUR,29,2023-05-31,,,FALSE,,,,,0.5
0523LAUR_30,2023-05-25,LAUR,30,2023-05-31,,,FALSE,,,,,0
