lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0623GOLD_01,2023-06-20,GOLD,1,2023-06-27,Mariah Kachmar,0,TRUE,2023-06-27,Isaiah Mayo,0,,0
0623GOLD_02,2023-06-20,GOLD,2,2023-06-27,Mariah Kachmar,0.5,TRUE,2023-06-27,Isaiah Mayo,0,,0.5
0623GOLD_03,2023-06-20,GOLD,3,2023-06-27,Mariah Kachmar,0,TRUE,2023-06-27,Isaiah Mayo,0,,0
0623GOLD_04,2023-06-20,GOLD,4,2023-06-27,Mariah Kachmar,0.5,TRUE,2023-06-27,Isaiah Mayo,0,,0.5
0623GOLD_05,2023-06-20,GOLD,5,2023-06-27,Mariah Kachmar,0,TRUE,2023-06-27,Isaiah Mayo,0,,0
0623GOLD_06,2023-06-20,GOLD,6,2023-06-27,Mariah Kachmar,0,TRUE,2023-06-27,Isaiah Mayo,0.5,,0.5
0623GOLD_07,2023-06-20,GOLD,7,2023-06-27,Mariah Kachmar,0.5,TRUE,2023-06-27,Isaiah Mayo,0.5,,0.5
0623GOLD_08,2023-06-20,GOLD,8,2023-06-27,Mariah Kachmar,0.5,TRUE,2023-06-27,Isaiah Mayo,0.5,,0.5
0623GOLD_09,2023-06-20,GOLD,9,2023-06-27,Mariah Kachmar,0,TRUE,2023-06-27,Isaiah Mayo,0.5,,0.5
0623GOLD_10,2023-06-20,GOLD,10,2023-06-27,Mariah Kachmar,0.5,TRUE,2023-06-27,Isaiah Mayo,0.5,,0.5
0623GOLD_11,2023-06-20,GOLD,11,2023-06-27,Mariah Kachmar,0,FALSE,,,,,0
0623GOLD_12,2023-06-20,GOLD,12,2023-06-27,Mariah Kachmar,0,FALSE,,,,,0
0623GOLD_13,2023-06-20,GOLD,13,2023-06-27,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623GOLD_14,2023-06-20,GOLD,14,2023-06-27,Mariah Kachmar,0,FALSE,,,,,0
0623GOLD_15,2023-06-20,GOLD,15,2023-06-27,Mariah Kachmar,0,FALSE,,,,,0
0623GOLD_16,2023-06-20,GOLD,16,2023-06-27,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623GOLD_17,2023-06-20,GOLD,17,2023-06-27,Mariah Kachmar,0,FALSE,,,,,0
0623GOLD_18,2023-06-20,GOLD,18,2023-06-27,Mariah Kachmar,0,FALSE,,,,,0
0623GOLD_19,2023-06-20,GOLD,19,2023-06-27,Meghana Parikh,0,FALSE,,,,,0
0623GOLD_20,2023-06-20,GOLD,20,2023-06-27,Meghana Parikh,0.5,FALSE,,,,,0.5
0623GOLD_21,2023-06-20,GOLD,21,2023-06-28,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623GOLD_22,2023-06-20,GOLD,22,2023-06-28,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623GOLD_23,2023-06-20,GOLD,23,2023-06-28,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623GOLD_24,2023-06-20,GOLD,24,2023-06-28,Mariah Kachmar,0,FALSE,,,,,0
0623GOLD_25,2023-06-20,GOLD,25,2023-06-28,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623GOLD_26,2023-06-20,GOLD,26,2023-06-28,Mariah Kachmar,0,FALSE,,,,,0
0623GOLD_27,2023-06-20,GOLD,27,2023-06-28,Mariah Kachmar,0,FALSE,,,,,0
0623GOLD_28,2023-06-20,GOLD,28,2023-06-28,Mariah Kachmar,0,FALSE,,,,,0
0623GOLD_29,2023-06-20,GOLD,29,2023-06-28,Mariah Kachmar,0.5,FALSE,,,,,0.5
0623GOLD_30,2023-06-20,GOLD,30,2023-06-28,Mariah Kachmar,0,FALSE,,,,,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
