lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0923FENC_01,2023-09-06,FENC,1,2023-09-13,Katie Rexius,5,TRUE,2023-09-13,Mariah Kachmar,5,,5
0923FENC_02,2023-09-06,FENC,2,2023-09-13,Katie Rexius,1,TRUE,2023-09-13,Mariah Kachmar,1,,1
0923FENC_03,2023-09-06,FENC,3,2023-09-13,Isaiah Mayo,0,TRUE,2023-09-13,Mariah Kachmar,0.5,,0.5
0923FENC_04,2023-09-06,FENC,4,2023-09-13,Isaiah Mayo,3,FALSE,,,,,3
0923FENC_05,2023-09-06,FENC,5,2023-09-13,Isaiah Mayo,0.5,FALSE,,,,,0.5
0923FENC_06,2023-09-06,FENC,6,2023-09-13,Isaiah Mayo,1,FALSE,,,,,1
0923FENC_07,2023-09-06,FENC,7,2023-09-13,Mariah Kachmar,0.5,FALSE,,,,,0.5
0923FENC_08,2023-09-06,FENC,8,2023-09-13,Mariah Kachmar,2,FALSE,,,,,2
0923FENC_09,2023-09-06,FENC,9,2023-09-13,Katie Rexius,1,FALSE,,,,,1
0923FENC_10,2023-09-06,FENC,10,2023-09-13,Katie Rexius,1,FALSE,,,,,1
0923FENC_11,2023-09-06,FENC,11,2023-09-13,Mariah Kachmar,2,FALSE,,,,,2
0923FENC_12,2023-09-06,FENC,12,2023-09-13,Mariah Kachmar,1,FALSE,,,,,1
0923FENC_13,2023-09-06,FENC,13,2023-09-13,Mariah Kachmar,0,FALSE,,,,,0
0923FENC_14,2023-09-06,FENC,14,2023-09-13,Mariah Kachmar,2,FALSE,,,,,2
0923FENC_15,2023-09-06,FENC,15,2023-09-13,Katie Rexius,0.5,FALSE,,,,,0.5
0923FENC_16,2023-09-06,FENC,16,2023-09-13,Katie Rexius,0.5,FALSE,,,,,0.5
0923FENC_17,2023-09-06,FENC,17,2023-09-13,Mariah Kachmar,1,FALSE,,,,,1
0923FENC_18,2023-09-06,FENC,18,2023-09-13,Mariah Kachmar,1,FALSE,,,,,1
0923FENC_19,2023-09-06,FENC,19,2023-09-13,Katie Rexius,2,FALSE,,,,,2
0923FENC_20,2023-09-06,FENC,20,2023-09-13,Katie Rexius,2,FALSE,,,,,2
0923FENC_21,2023-09-06,FENC,21,2023-09-13,Isaiah Mayo,1,FALSE,,,,,1
0923FENC_22,2023-09-06,FENC,22,2023-09-13,Isaiah Mayo,0.5,FALSE,,,,,0.5
0923FENC_23,2023-09-06,FENC,23,2023-09-13,Isaiah Mayo,1,FALSE,,,,,1
0923FENC_24,2023-09-06,FENC,24,2023-09-13,Isaiah Mayo,0.5,FALSE,,,,,0.5
0923FENC_25,2023-09-06,FENC,25,2023-09-13,Katie Rexius,0.5,FALSE,,,,,0.5
0923FENC_26,2023-09-06,FENC,26,2023-09-13,Katie Rexius,0,FALSE,,,,,0
0923FENC_27,2023-09-06,FENC,27,2023-09-13,Isaiah Mayo,0,FALSE,,,,,0
0923FENC_28,2023-09-06,FENC,28,2023-09-13,Isaiah Mayo,3,FALSE,,,,,3
0923FENC_29,2023-09-06,FENC,29,2023-09-13,Katie Rexius,3,FALSE,,,,,3
0923FENC_30,2023-09-06,FENC,30,2023-09-13,Katie Rexius,0,FALSE,,,,,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
