lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0623ASHC_01,2023-06-12,ASHC,1,2023-06-20,Mariah Kachmar,0.5,TRUE,2023-06-20,Meghana Parikh,0.5,,0.5
0623ASHC_02,2023-06-12,ASHC,2,2023-06-20,Mariah Kachmar,0,TRUE,2023-06-20,Meghana Parikh,0,,0
0623ASHC_03,2023-06-12,ASHC,3,2023-06-20,Mariah Kachmar,1,TRUE,2023-06-20,Meghana Parikh,1,,1
0623ASHC_04,2023-06-12,ASHC,4,2023-06-20,Mariah Kachmar,0.5,TRUE,2023-06-20,Meghana Parikh,0.5,,0.5
0623ASHC_05,2023-06-12,ASHC,5,2023-06-20,Mariah Kachmar,1,TRUE,2023-06-20,Meghana Parikh,0.5,,1
0623ASHC_06,2023-06-12,ASHC,6,2023-06-20,Mariah Kachmar,1,TRUE,2023-06-20,Meghana Parikh,1,,1
0623ASHC_07,2023-06-12,ASHC,7,2023-06-20,Mariah Kachmar,2,TRUE,2023-06-20,Meghana Parikh,2,,2
0623ASHC_08,2023-06-12,ASHC,8,2023-06-20,Mariah Kachmar,0.5,TRUE,2023-06-20,Meghana Parikh,0.5,,0.5
0623ASHC_09,2023-06-12,ASHC,9,2023-06-20,Mariah Kachmar,0.5,TRUE,2023-06-20,Meghana Parikh,0.5,,0.5
0623ASHC_10,2023-06-12,ASHC,10,2023-06-20,Mariah Kachmar,0,TRUE,2023-06-20,Meghana Parikh,0,,0
0623ASHC_11,2023-06-12,ASHC,11,2023-06-20,Isaiah Mayo,0.5,TRUE,2023-06-20,Mariah Kachmar,0.5,,0.5
0623ASHC_12,2023-06-12,ASHC,12,2023-06-20,Isaiah Mayo,0,TRUE,2023-06-20,Mariah Kachmar,0,,0
0623ASHC_13,2023-06-12,ASHC,13,2023-06-20,Meghana Parikh,0,FALSE,2023-06-20,,,,0
0623ASHC_14,2023-06-12,ASHC,14,2023-06-20,Meghana Parikh,0,FALSE,2023-06-20,,,,0
0623ASHC_15,2023-06-12,ASHC,15,2023-06-20,Meghana Parikh,0.5,FALSE,2023-06-20,,,,0.5
0623ASHC_16,2023-06-12,ASHC,16,2023-06-20,Meghana Parikh,0.5,FALSE,2023-06-20,,,,0.5
0623ASHC_17,2023-06-12,ASHC,17,2023-06-20,Meghana Parikh,0,FALSE,2023-06-20,,,,0
0623ASHC_18,2023-06-12,ASHC,18,2023-06-20,Meghana Parikh,0,FALSE,2023-06-20,,,,0
0623ASHC_19,2023-06-12,ASHC,19,2023-06-20,Mariah Kachmar,0,FALSE,2023-06-20,,,,0
0623ASHC_20,2023-06-12,ASHC,20,2023-06-20,Mariah Kachmar,0,FALSE,2023-06-20,,,,0
0623ASHC_21,2023-06-12,ASHC,21,2023-06-20,Mariah Kachmar,0,FALSE,2023-06-20,,,,0
0623ASHC_22,2023-06-12,ASHC,22,2023-06-20,Mariah Kachmar,0.5,FALSE,2023-06-20,,,,0.5
0623ASHC_23,2023-06-12,ASHC,23,2023-06-20,Mariah Kachmar,0,FALSE,2023-06-20,,,,0
0623ASHC_24,2023-06-12,ASHC,24,2023-06-20,Mariah Kachmar,0,FALSE,2023-06-20,,,,0
0623ASHC_25,2023-06-12,ASHC,25,2023-06-21,Meghana Parikh,0,FALSE,2023-06-21,,,,0
0623ASHC_26,2023-06-12,ASHC,26,2023-06-21,Meghana Parikh,0,FALSE,2023-06-21,,,,0
0623ASHC_27,2023-06-12,ASHC,27,2023-06-21,Mariah Kachmar,0.5,FALSE,2023-06-21,,,,0.5
0623ASHC_28,2023-06-12,ASHC,28,2023-06-21,Mariah Kachmar,0.5,FALSE,2023-06-21,,,,0.5
0623ASHC_29,2023-06-12,ASHC,29,2023-06-21,Meghana Parikh,0,FALSE,2023-06-21,,,,0
0623ASHC_30,2023-06-12,ASHC,30,2023-06-21,Meghana Parikh,0,FALSE,2023-06-21,,,,0
