lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0523FENC_01,2023-05-15,FENC,1,2023-05-22,Mariah Kachmar,0.5,TRUE,2023-05-22,Meghana Parikh,0.5,,0.5
0523FENC_02,2023-05-15,FENC,2,2023-05-22,Mariah Kachmar,0.5,TRUE,2023-05-22,Meghana Parikh,0.5,,0.5
0523FENC_03,2023-05-15,FENC,3,2023-05-22,Mariah Kachmar,0,TRUE,2023-05-22,Meghana Parikh,0.5,,0.5
0523FENC_04,2023-05-15,FENC,4,2023-05-22,Mariah Kachmar,0,TRUE,2023-05-22,Meghana Parikh,0.5,,0.5
0523FENC_05,2023-05-15,FENC,5,2023-05-22,Mariah Kachmar,0,TRUE,2023-05-22,Meghana Parikh,0.5,,0.5
0523FENC_06,2023-05-15,FENC,6,2023-05-22,Mariah Kachmar,0,TRUE,2023-05-22,Meghana Parikh,0.5,,0.5
0523FENC_07,2023-05-15,FENC,7,2023-05-22,Mariah Kachmar,0.5,TRUE,2023-05-22,Meghana Parikh,0.5,,0.5
0523FENC_08,2023-05-15,FENC,8,2023-05-22,Mariah Kachmar,0,TRUE,2023-05-22,Meghana Parikh,0.5,,0
0523FENC_09,2023-05-15,FENC,9,2023-05-22,Mariah Kachmar,0.5,TRUE,2023-05-22,Meghana Parikh,0.5,,0.5
0523FENC_10,2023-05-15,FENC,10,2023-05-22,Mariah Kachmar,0,TRUE,2023-05-22,Meghana Parikh,0,,0
0523FENC_11,2023-05-15,FENC,11,2023-05-22,Mariah Kachmar,0,FALSE,,,,,0
0523FENC_12,2023-05-15,FENC,12,2023-05-22,Mariah Kachmar,1,FALSE,,,,,1
0523FENC_13,2023-05-15,FENC,13,2023-05-22,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_14,2023-05-15,FENC,14,2023-05-22,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_15,2023-05-15,FENC,15,2023-05-22,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_16,2023-05-15,FENC,16,2023-05-22,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_17,2023-05-15,FENC,17,2023-05-22,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_18,2023-05-15,FENC,18,2023-05-22,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_19,2023-05-15,FENC,19,2023-05-22,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_20,2023-05-15,FENC,20,2023-05-22,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_21,2023-05-15,FENC,21,2023-05-23,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_22,2023-05-15,FENC,22,2023-05-24,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_23,2023-05-15,FENC,23,2023-05-25,Mariah Kachmar,0,FALSE,,,,,0
0523FENC_24,2023-05-15,FENC,24,2023-05-26,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_25,2023-05-15,FENC,25,2023-05-27,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_26,2023-05-15,FENC,26,2023-05-28,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_27,2023-05-15,FENC,27,2023-05-29,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_28,2023-05-15,FENC,28,2023-05-30,Mariah Kachmar,0.5,FALSE,,,,,0.5
0523FENC_29,2023-05-15,FENC,29,2023-05-31,Mariah Kachmar,0,FALSE,,,,,0
0523FENC_30,2023-05-15,FENC,30,2023-06-01,Mariah Kachmar,0.5,FALSE,,,,,0.5
